col0,col1,col2,col3,col4,col5,col6
0,h93sy,the various the attempt of realize of operation ,2.2,Adventure,0,None yet
1,cg4ql,value ,3.5,Action,0,None yet
2,lv5sz,at finish the quarter of visitor of point an lack ,2.3,Historical fiction,0,None yet
3,fdtz6,an that of depth an came an highway the station ,1.3,Comedy,0,None yet
4,iieck,score least ,2.4,Western,0,None yet
5,h05wi,fix ,4.5,Horror,0,None yet
6,degda,of warn an little an flew an driver at mountain ,4.5,Satire,0,None yet
7,yuojs,the oil an warn an plus at soap at merely at behind ,4.0,Comedy,0,None yet
8,hwzpm,take forth ,4.0,Speculative,0,None yet
9,9c1mk,uncle matter bet ,1.3,Action,0,None yet
10,cszck,again ,3.0,Drama,0,None yet
11,zppzk,an she an cap an equal the president of useful at union ,2.2,Adventure,0,None yet
12,i21pd,at hospital the outline at declared at cabin at wood an chapter ,3.2,Drama,0,None yet
13,doih3,an bank an show the level the exercise an larger ,1.9,Satire,0,None yet
14,2tq5g,quarter avoid ,4.2,Fantasy,0,None yet
15,1u3tj,of gasoline of at the poetry the noise ,1.0,Fantasy,0,None yet
16,ek1d9,at indeed an piano the shadow at record of globe ,1.1,Drama,0,None yet
17,mixyp,farmer spite lunch ,1.4,Satire,0,None yet
18,gdrg4,the voyage an brush at leave an island ,4.4,Romance,0,None yet
19,szy3s,diagram everyone ,2.0,Other,0,None yet
20,61o8m,the flat of farmer at notice of distance the shirt an storm ,3.2,Western,0,None yet
21,oj5vi,again flat ,3.0,Action,0,None yet
22,1wabb,of his at mud of choose of support ,2.0,Cyberpunk and derivatives,0,None yet
23,had72,here ,4.4,Cyberpunk and derivatives,0,None yet
24,sim3w,friendly ,4.9,Comedy,0,None yet
25,x5ajl,cap ancient its ,1.3,Fantasy,0,None yet
26,kshb4,at metal of corn at native at coat ,3.1,Historical,0,None yet
27,0u02u,son sun ,1.6,Other,0,None yet
28,e31t8,castle ,1.2,Thriller,0,None yet
29,qcxzp,an spite an origin of war of couple ,1.1,Adventure,0,None yet
30,mocj2,plus public tobacco ,2.7,Horror,0,None yet
31,ri6ux,at many an doll the complete an list the range ,2.0,Action,0,None yet
32,16rna,the skin the tip the been at useful an avoid ,3.5,Fantasy,0,None yet
33,hrd4d,like thirty ,2.1,Science fiction,0,None yet
34,paifr,the equally of engine of independent of handle at younger ,4.5,Western,0,None yet
35,mez7e,the those of whale at danger of driving at aware ,3.5,Other,0,None yet
36,t6l5o,attached ,3.4,Comedy,0,None yet
37,nwe7a,at valuable an bar the town the pupil the influence ,2.2,Thriller,0,None yet
38,bdupa,origin married ,2.8,Historical fiction,0,None yet
39,tt48x,an take of choose at brush an firm of smoke the cap ,1.2,Cyberpunk and derivatives,0,None yet
40,x13uv,at public of bound an tea the paint at oxygen an bread ,2.1,Thriller,0,None yet
41,y6wsh,an buy of natural the wind at require of bus the rocket ,2.6,Comedy,0,None yet
42,m573g,having raw why ,2.3,Thriller,0,None yet
43,8sf6i,only sign correctly ,2.9,Romance,0,None yet
44,ijs5u,group ,4.7,Fantasy,0,None yet
45,gevqp,an wall of lunch an perfect at ability of tip at other ,1.7,Cyberpunk and derivatives,0,None yet
46,xwxq1,greatest ,1.4,Romance,0,None yet
47,l3hcc,why till frame ,4.9,Cyberpunk and derivatives,0,None yet
48,hib1t,at poetry at friendly of them an silk of managed ,4.0,Drama,0,None yet
49,3ssdx,mysterious ,4.8,Adventure,0,None yet
50,4q6bu,ten ,1.4,Adventure,0,None yet
