col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
1,A,Sun,Morning,Stressed,0.0,1.38,Happy,0.827084,0.005706,Happy,0.618,0.035
2,A,Mon,Morning,Happy,0.42,0.0,Happy,0.635512,0.006397,neutral,0.34,0.132
3,A,Tue,Morning,Stressed,0.13,2.19,Happy,0.87063,0.018488,Stressed,0.011,0.74
4,A,Wed,Morning,Happy,2.32,0.81,Happy,0.942888,0.004702,Stressed,0.007,0.783
5,A,Thu,Morning,Stressed,0.0,1.0,Happy,0.711007,0.113787,Stressed,0.108,0.588
6,A,Fri,Morning,N.A,0.0,0.0,0,0.0,0.0,0,0.0,0.0
7,A,Sat,Morning,Stressed,0.81,1.0,Happy,0.794188,0.083002,Stressed,0.015,0.644
8,A,Sun,Morning,Stressed,0.0,0.27,Happy,0.57026,0.047052,Stressed,0.003,0.93
9,A,Mon,Morning,Stressed,0.0,0.0,Happy,0.722683,0.083257,Stressed,0.003,0.892
10,A,Tue,Morning,Happy,3.36,0.0,Happy,0.379804,0.15826,Happy,0.604,0.051
11,A,Wed,Morning,Happy,0.56,0.0,Happy,0.82799,0.010427,neutral,0.256,0.143
1,A,Sun,Afternoon,Stressed,0.67,0.72,Happy,0.830634,0.004016,Happy,0.639,0.04
2,A,Mon,Afternoon,Stressed,0.62,1.13,Stressed,0.43433,0.004509,Stressed,0.003,0.768
3,A,Tue,Afternoon,Stressed,0.36,0.75,Happy,0.977337,0.004762,Happy,0.481,0.089
4,A,Wed,Afternoon,Happy,2.98,0.22,Stressed,0.287476,0.407574,Stressed,0.046,0.711
5,A,Thu,Afternoon,Happy,0.65,0.0,Happy,0.672199,0.004892,Stressed,0.017,0.718
6,A,Fri,Afternoon,Happy,3.29,0.1,Happy,0.659033,0.006195,Stressed,0.017,0.718
7,A,Sat,Afternoon,Stressed,0.0,1.33,Stressed,0.143872,0.168419,Stressed,0.01,0.827
8,A,Sun,Afternoon,Stressed,0.63,0.69,Stressed,0.19176,0.437224,neutral,0.047,0.413
9,A,Mon,Afternoon,Happy,0.27,0.13,Stressed,0.036981,0.125703,Happy,0.756,0.025
10,A,Tue,Afternoon,Happy,2.28,0.0,Stressed,0.061012,0.501389,Stressed,0.07,0.667
11,A,Wed,Afternoon,Happy,0.83,0.0,Stressed,0.001804,0.246779,Stressed,0.03,0.832
1,A,Sun,Night,Happy,3.04,0.39,Happy,0.939141,0.00462,neutral,0.174,0.073
2,A,Mon,Night,Stressed,0.85,1.0,Happy,0.384065,0.09536,Happy,0.767,0.021
3,A,Tue,Night,N.A,0.0,0.0,0,0.0,0.0,0,0.0,0.0
4,A,Wed,Night,Happy,0.06,0.0,Stressed,0.784684,0.155911,neutral,0.432,0.049
5,A,Thu,Night,N.A,0.0,0.0,0,0.0,0.0,0,0.0,0.0
6,A,Fri,Night,Stressed,0.21,1.0,Stressed,0.408462,0.136811,neutral,0.047,0.298
7,A,Sat,Night,Stressed,0.0,1.03,Happy,0.682772,0.170611,Happy,0.499,0.061
8,A,Sun,Night,Happy,2.48,0.0,Happy,0.562467,0.150745,Stressed,0.031,0.529
9,A,Mon,Night,Happy,0.16,0.0,Stressed,0.004157,0.747366,Stressed,0.009,0.919
10,A,Tue,Night,Happy,2.5,0.67,Stressed,0.033331,0.521898,Stressed,0.015,0.778
11,A,Wed,Night,Stressed,0.32,1.0,Stressed,0.290699,0.308705,Stressed,0.05,0.518
1,B,Sun,Morning,Happy,3.34,0.59,Happy,0.826828868,0.060431446,Happy,0.819,0.042
2,B,Mon,Morning,Happy,4.22,0.66,Stressed,0.06021205,0.593600796,Stressed,0.002,0.97
3,B,Tue,Morning,Stressed,0.0,0.38,Happy,0.718537364,0.076790412,Happy,0.936,0.008
4,B,Wed,Morning,Stressed,0.0,0.36,Stressed,0.28008603,0.181337853,Stressed,0.005,0.944
5,B,Thu,Morning,Happy,2.44,1.92,Stressed,0.029314702,0.131736545,Happy,0.887,0.015
6,B,Fri,Morning,Happy,3.55,1.06,Stressed,0.131144872,0.672310041,Stressed,0.0,0.993
7,B,Sat,Morning,Happy,0.02,0.0,Stressed,0.023859813,0.891184063,Stressed,0.018,0.792
8,B,Sun,Morning,Stressed,0.16,0.16,Happy,0.777730301,0.104584051,Happy,0.918,0.015
9,B,Mon,Morning,Stressed,0.0,0.07,Stressed,0.394507225,0.520604891,Happy,0.866,0.015
10,B,Tue,Morning,Happy,3.5,0.0,Stressed,0.250710973,0.501154709,Happy,0.71,0.123
11,B,Wed,Morning,N.A,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1,B,Sun,Afternoon,Stressed,0.07,2.77,Stressed,0.239768638,0.455365055,Stressed,0.004,0.961
2,B,Mon,Afternoon,Happy,2.69,1.49,Stressed,0.06021205,0.593600796,Happy,0.889,0.017
3,B,Tue,Afternoon,Happy,0.35,0.0,Stressed,0.107263734,0.615063302,Stressed,0.001,0.989
4,B,Wed,Afternoon,Stressed,0.18,0.7,Happy,0.396868818,0.133440221,Happy,0.705,0.044
5,B,Thu,Afternoon,Happy,5.13,0.41,Stressed,0.32879139,0.505267081,Happy,0.859,0.025
6,B,Fri,Afternoon,Happy,3.02,0.8,Stressed,0.14534386,0.585722405,Stressed,0.005,0.96
7,B,Sat,Afternoon,Happy,2.45,0.18,Stressed,0.162527189,0.658191208,Happy,0.702,0.046
