col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
|TAXI REYMONDON|,|Route du Violet|,,|42660|,|SAINT GENEST MALIFAUX|,|04.77.39.08.88|,,"1157 Michael Island
New Thomas, NC 34644",,1.0,1.0,1.0,
|TAXI LAFOND|,"|2, Rue C. Coignet|",,|42160|,|ANDREZIEUX BOUTHEON|,|04.7736.61.48|,,"60975 Jessica Squares
East Sallybury, FL 71671",,,2.0,2.0,
|TAXI PIAZON|,,,,,,,"8714 Mann Plaza
Lisaside, PA 72227",,2.0,3.0,,
|TAL'AMBULANCES|,"|2, Rue du Stade|",,|42350|,|LA TALAUDIERE|,|04.77.53.41.41|,,"96593 White View Apt. 094
Jonesberg, FL 05565",,,4.0,,
|BOURGIN TAXIS|,|Le Bourg|,,|42560|,|SOLEYMIEUX|,|04.77.76.71.41|,,"848 Melissa Springs Suite 947
Kellerstad, MD 80819",,,5.0,,
|TAXI DE VILLE|,"|7, Rue Louis Lumière|",,|42000|,|SAINT ETIENNE|,|0427862323|,,"30413 Norton Isle Suite 012
North Lisa, ND 79428",|Madame BRUYAS|,,6.0,,
|Taxi BOURGIN|,,,|42380|,|ESTIVAREILLES|,,,"39916 Mitchell Crescent
New Andrewburgh, DE 63315",,,7.0,,
|CENTRE AMBULANCIER MONTBRISONNAIS|,"|46, Rue des Grands Chênes|",,|42600|,|MONTBRISON|,,,"086 Mary Cliff
North Deborah, NE 24135",,,8.0,,
|TAXI BOGY|,|Résidence Le Mermoz|,|Rue Molière - Allée B|,|42160|,|ANDREZIEUX|,|04.7736.55.85|,,"91634 Strong Mountains Apt. 302
West Alyssa, PA 58475",,,,3.0,
|CHAMBON AMBULANCES|,"|8, Rue du 11 Novembre|",,|42500|,|LE CHAMBON FEUGEROLLES|,|04.77.80.75.88|,,"6984 Price Shoals
Erictown, WA 10865",,,,4.0,
|FOURNEL|,,,,,,,"423 Bell Heights
Brittanyberg, ME 51359",,,,5.0,
|GAGNAIRE|,"|1, Place Jean Jaurès|",,|42230|,|ROCHE LA MOLIERE|,|0477906527|,,"93523 Dana Lane
Johnsonshire, WI 87296",,,,6.0,
|Taxi CHANUT|,"|1 Bis, Rue du 19 Mars 1962|",,|42160|,|SAINT CYPRIEN|,|0477369321|,,"1427 Odonnell Rapids
North Troyport, NH 07035",,,,7.0,
|ami de la famille|,,,,,,,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",,3.0,,,
|TAXIS St HEAND|,|1 Allée Chancarte|,,|42570|,|SAINT HEAND|,|04.77.30.95.95|,,"76104 Marsh Crescent
Dennishaven, SD 85034",,4.0,,,
|FAURE -THIZY|,|5 Route de Saint Etienne|,,|42400|,|SAINT CHAMOND|,|04.77.226.239|,,"0003 Grant Lakes
Port Karafort, SD 60619",|JJ FAURE 06.80.28.45.39   Frédéric THIZY 06.07.33.07.27|,5.0,,,
