col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
1,1,Norma Fisher,Norma Fisher,Norma Fisher,Norma Fisher,Chef de projet,06.75.77.83.99,03.32.87.70.99,,,,"USNV Hayes
FPO AP 84543",45648,LILLE,FRA,"6029 Phillip Squares Apt. 264
Yangberg, NE 39564",,TODAY[-6M],4,3,,Publicité sur le journal,,,False,88.0,9.0,1
2,1,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,Responsable Achats,06.14.35.90.99,04.43.32.28.99,,,,"Unit 5159 Box 1795
DPO AE 32356",93231,NICE,FRA,"75806 Smith Stream
Scottstad, NJ 12435",,TODAY[-5M],3,6,,,,,True,,11.0,2
5,2,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,PDG,07.92.73.59.99,03.95.84.56.99,,,,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",34346,LILLE,FRA,"USS Hill
FPO AP 79871",,TODAY[-4M],6,11,,,,,False,,9.0,1
8,1,Susan Wagner,Susan Wagner,Susan Wagner,Susan Wagner,Consultant,06.57.68.41.99,04.47.55.90.99,,,,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",17561,CLERMONT-FERRAND,FRA,"2662 Susan Junctions Apt. 571
Fischerport, UT 59363",,TODAY[-3M],2,7,,,,,True,,12.0,2
9,1,Peter Montgomery,Peter Montgomery,Peter Montgomery,Peter Montgomery,PDG,07.21.58.12.99,04.44.58.23.99,,,,"87091 Gonzalez Knolls
Masseyshire, UT 88665",04162,CLERMONT-FERRAND,FRA,"41489 Roger Terrace
Davisfort, IN 71770",,TODAY[-3M],6,10,,,,,False,,11.0,2
10,2,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,Gérant,07.42.74.19.99,01.72.69.41.99,,,,"225 Wilson Mills
North Thomas, OK 67164",27779,MELUN,FRA,"014 Aaron Locks Suite 714
Justinborough, CO 05147",,TODAY[-2M],2,11,,,,,True,,8.0,3
11,1,Stephanie Collins,Stephanie Collins,Stephanie Collins,Stephanie Collins,Consultant,06.52.98.52.99,03.78.70.85.99,,,,"PSC 5642, Box 8071
APO AA 97365",47980,STRASBOURG,FRA,"8518 Pamela Track Apt. 164
Aprilshire, SC 28062",,TODAY[-2M],2,3,,,,,False,,9.0,1
12,2,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,Acheteur,06.30.46.63.99,01.43.62.34.99,,,,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",44411,PUTEAUX,FRA,"864 Ramos Port Apt. 211
Moralesmouth, OH 88090",,TODAY[-2M],6,6,,,,,True,,8.0,3
13,1,Brian Hamilton,Brian Hamilton,Brian Hamilton,Brian Hamilton,Chef de projet,06.81.48.51.99,04.39.30.14.99,,,,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",62546,MARSEILLE,FRA,"637 Neal Island Suite 074
Lake Tyler, RI 28775",,TODAY[-1M],2,7,,,,,False,,12.0,2
14,1,Susan Levy,Susan Levy,Susan Levy,Susan Levy,Chef de projet,07.29.72.57.99,04.70.18.47.99,,,,"75470 Lopez Roads
Port Jessicatown, TX 55221",38856,LYON,FRA,"0811 Smith Canyon Apt. 904
Jessicabury, WV 75585",,TODAY[-1M],3,3,,,,,True,,11.0,2
17,1,Sean Green,Sean Green,Sean Green,Sean Green,Acheteur,06.68.41.41.99,,,,,"08913 Charlene Flat
Joshuaburgh, NJ 52496",39343,MARSEILLE,FRA,"7562 Fisher Spur
Hernandezberg, MD 17438",,TODAY[-1M],2,6,,,,,False,,11.0,2
18,2,Kimberly Smith,Kimberly Smith,Kimberly Smith,Kimberly Smith,Responsable Achats,07.12.53.44.99,04.49.73.12.99,,,,"7142 Wilson Drives
Melissaton, IL 89760",73010,LYON,FRA,"5667 Blair Underpass
South Shelby, VT 07027",,TODAY[-1M],3,6,,,,,True,,11.0,2
19,1,Jennifer Summers,Jennifer Summers,Jennifer Summers,Jennifer Summers,Chef de projet,07.97.51.39.99,01.86.74.56.99,,,,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",83851,TORCY,FRA,"PSC 0312, Box 5023
APO AP 39498",,TODAY[-1M],2,7,,,,,False,,8.0,3
20,1,April Snyder,April Snyder,April Snyder,April Snyder,Consultant,06.98.86.12.99,03.52.33.75.99,,,,"9004 Edward Prairie
Michaelside, LA 15560",43359,LILLE,FRA,"6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008",,TODAY[-21d],2,10,,,,,True,,9.0,1
21,2,Dana Nguyen,Dana Nguyen,Dana Nguyen,Dana Nguyen,PDG,,+1 305 507 7799,,,,"42814 Houston Hills
Rodriguezside, NJ 62629",24624,MIAMI,USA,"16396 Shawn Junction
New Nicolemouth, ND 60236",,TODAY[-14d],5,11,,,,,False,,13.0,3
22,2,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,Acheteur,06.59.56.85.99,04.40.46.91.99,,,,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",78229,LYON,FRA,"PSC 4080, Box 3513
APO AP 45818",,TODAY[-14d],3,11,,,,,True,,12.0,2
23,2,Walter Pratt,Walter Pratt,Walter Pratt,Walter Pratt,Gérant,06.30.39.14.99,,,,,"8847 Kramer Station
South Christopher, KS 77208",11092,NICE,FRA,"4486 Olson Well
North Kevin, CA 01707",,TODAY[-14d],3,7,,,,,False,,11.0,2
24,2,Bobby Flores,Bobby Flores,Bobby Flores,Bobby Flores,Consultant,07.45.54.63.99,03.57.25.17.99,,,,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",13946,LILLE,FRA,"67771 Christopher Courts Apt. 637
Port Ronaldfurt, HI 33233",,TODAY[-14d],2,6,,,,,True,,9.0,1
25,2,Tasha Rodriguez,Tasha Rodriguez,Tasha Rodriguez,Tasha Rodriguez,Chef de projet,06.64.95.72.99,05.92.37.61.99,,,,"6582 Vanessa Oval
New Richard, NE 68819",70392,BORDEAUX,FRA,"5561 Bishop Turnpike
Lake Kenneth, NY 79756",,TODAY[-14d],6,7,,,,,False,,11.0,2
26,2,Michelle Kelley,Michelle Kelley,Michelle Kelley,Michelle Kelley,PDG,06.34.27.36.99,01.18.77.52.99,,,,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",76634,MELUN,FRA,"3019 Gerald Mall Apt. 340
Trevinoville, SD 36216",,TODAY[-14d],3,11,,,,,True,,8.0,3
27,1,Kimberly Maynard,Kimberly Maynard,Kimberly Maynard,Kimberly Maynard,Gérant,06.54.31.19.99,02.96.70.99.99,,,,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",40840,NANTES,FRA,"84331 Leonard Fort Suite 749
East Lisa, NY 43477",,TODAY[-14d],3,3,,,,,False,,10.0,1
28,1,Laurie Wallace,Laurie Wallace,Laurie Wallace,Laurie Wallace,PDG,07.19.47.71.99,03.98.40.84.99,,,,"891 Bullock Ford
Amandachester, NJ 51431",21001,LILLE,FRA,"62281 Kathy Tunnel
Hudsonborough, VA 17819",,TODAY[-7d],2,3,,,,,True,,9.0,1
29,2,Janice Johnston,Janice Johnston,Janice Johnston,Janice Johnston,Consultant,,+44 20 7862 9989,,,,"02489 Cook Park
Sherriport, MT 50853",49861,LONDON,GBR,"9927 Christina Burg Suite 774
East Angelaburgh, NM 97149",,TODAY[-7d],3,6,,,,,False,,8.0,3
30,1,Collin Lopez,Collin Lopez,Collin Lopez,Collin Lopez,Consultant,,+1 310 228 1999,,,,"23450 Timothy Divide
Wuland, UT 20341",19758,LOS ANGELES,USA,"142 Warner View Suite 460
North Leslie, IA 45480",,TODAY[-7d],5,6,,,,,True,,13.0,3
