col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
EasternLuobuohe,"Luobuohe, Eastern",luop1235,Luopohe Hmong,hml,Eurasia,26.63966,107.913354,Hmong-Mien,石板寨,Hmongic,,qo0(55) mjo31 (autonym),Shibanzhai 石板寨,"Shibanzhai, Kaili City, Guizhou 贵州凯里市石板寨, p.241"
WesternLuobuohe,"Luobuohe, Western",luop1235,Luopohe Hmong,hml,Eurasia,26.854607,107.226676,Hmong-Mien,高寨,Hmongic,Lan Fugang 蓝福刚 (2000) & Yoshihisa Taguchi 田口善久,ʔə0(55) m̥ø31 (autonym); Flowery Miao 花苗,Gaozhai 高寨,"Gaozhai, Kaiyang County, Guizhou 贵州开阳县高寨, p.247"
Chuanqiandian,Chuanqiandian,chua1248,Chuanqiandian,cqd,,27.51846,105.421028,Hmong-Mien,大南山,Hmongic,,moŋ53 ʂi53 (autonym),Dananshan 大南山,"Dananshan, Xiaoshao Township, Bijie County, Guizhou 贵州省毕节县小哨苗族乡大南山寨; p17 (W&M 1995)"
CentralGuizhouChuanqiandian,"Chuanqiandian, Central Guizhou",nort2749,Northern Huishui Hmong,hmi,Eurasia,26.231562,106.861969,Hmong-Mien,高坡,Hmongic,,m̥o24 (autonym),Gaopo 高坡,"Jiading, Gaopo Township, Guiyang City, Guizhou 贵州省贵阳市高坡苗族乡甲定寨; p17 (W&M 1995)"
SouthernGuizhouChuanqiandian,"Chuanqiandian, Southern Guizhou",cent1394,Central Mashan Hmong,hmm,Eurasia,25.586343,106.323467,Hmong-Mien,宗地,Hmongic,Chen Huanrong 陈换荣 (1959),məŋ22 (autonym),Zongdi 宗地,"Jiaotuo, Zongdi Township, Ziyun County, Guizhou 贵州省紫云苗族布依族自治县宗地乡绞坨寨; p17 (W&M 1995)"
NortheastYunnanChuanqiandian,"Chuanqiandian, Northeast Yunnan",larg1235,Diandongbei-Large Flowery Miao,hmd,Eurasia,27.096059,103.698607,Hmong-Mien,石门坡,Hmongic,,ʔa0(55) m̥au55 (autonym),Shimenpo 石门坡,"Shimenkan, Zhongshui district, Weining County, Guizhou 贵州省威宁彝族回族苗族自狯县中水区石门坎寨; p17 (W&M 1995)"
WesternXiangxi,"Xiangxi, West",west2430,Western Xiangxi Miao,mmr,Eurasia,28.33212,109.422366,Hmong-Mien, 腊乙坪,Hmongic,"Zhao Qili 赵启里 (1985), 30 [Chen's informant]",qa33 ɕəŋ35 (autonym),Layiping 腊乙坪,"Layiping, Jiwei Township, Huayuan County, Hunan 湖南省花垣县吉卫乡腊乙坪寨; p17 (W&M 1995)"
EasternXiangxi,"Xiangxi, East",east2371,Eastern Xiangxi Miao,muq,Eurasia,28.124036,109.890473,Hmong-Mien,小章,Hmongic,"Xie Daiyuan 谢代元 (1984), 42 [Chen's informant]",suaŋ53 (autonym); Red Miao 红苗,Xiaozhang 小章,"Xiaozhang 小章, Luxi County; column title"
NorthernQiandong,"Qiandong, North",nort2747,Northern Qiandong Miao,hea,Eurasia,26.68993,108.401145,Hmong-Mien,养蒿,Hmongic,Chen's 1952-1953 field notes,"m̥hu33, or qa33 nəu23 (autonym); Black Miao 黑苗",Yanghao 养蒿,"Yanghao, Guading Town, Kaili County, Guizhou 贵州省凯里县挂丁镇养蒿寨; p17 (W&M 1995)"
EasternQiandong,"Qiandong, East",east2370,Eastern Qiandong Miao,hmq,Eurasia,27.78098,110.499463,Hmong-Mien,菜地湾,Hmongic,"Pan Shichun 潘仕椿 (1956), 31 [Chen's informant]",mu24 (autonym); Flowery Miao 花苗 or Upright Miao 正苗,Caidiwan 菜地湾,"Caidiwan, Jingzhou County, Hunan 湖南靖州县菜地湾, p.295"
