col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
217.0,NEP,-0.6139841,-0.4509847,3.0,1.0,2.0,0.0,0.0,4.430817
325.0,IND,-0.6538849,-0.3653702,3.0,1.0,1.0,1.0,0.0,8.196712
88.0,UGA,-0.338308,-0.9703643,3.0,1.0,1.0,3.0,0.0,4.941642
174.0,NEP,-0.7855347,-1.325194,3.0,1.0,2.0,26.0,0.0,5.288267
240.0,NEP,-0.4502251,-1.049222,3.0,1.0,2.0,3.0,1.0,4.343805
287.0,TAN,-0.1834945,-0.8323973,3.0,1.0,1.0,40.0,1.0,6.214608
324.0,IND,-0.3189384,-0.8607258,3.0,1.0,2.0,8.0,0.0,7.274757
321.0,NEP,-0.5995524,-0.8994036,3.0,1.0,2.0,0.0,0.0,4.584968
216.0,NEP,-0.2670239,-0.6780499,3.0,1.0,2.0,0.0,1.0,5.313206
82.0,UGA,-0.8026831,-0.991412,3.0,0.0,1.0,0.0,1.0,3.912023
214.0,NEP,-1.149868,-0.4956958,3.0,1.0,2.0,0.0,1.0,4.510859
282.0,MAD,0.4949493,-0.710647,4.0,1.0,2.0,23.0,0.0,6.684612
221.0,NEP,0.6844318,-0.4588023,4.0,1.0,2.0,1.0,1.0,4.997212
171.0,NEP,-0.6926135,0.3116399,1.0,1.0,1.0,50.0,1.0,5.298317
210.0,NEP,0.1589104,1.34691,2.0,1.0,2.0,9.0,0.0,5.164786
222.0,NEP,-1.121486,1.429421,1.0,1.0,3.0,1.0,1.0,5.710427
335.0,IND,0.2711057,-0.496001,4.0,1.0,1.0,24.0,0.0,7.824046
175.0,NEP,0.241793,-1.435,4.0,1.0,2.0,26.0,0.0,4.174387
245.0,NEP,0.8384142,-0.7703564,4.0,1.0,2.0,0.0,1.0,5.922918
252.0,BOL,0.9523549,0.4742948,2.0,1.0,1.0,190.0,1.0,8.101678
337.0,IND,-0.5335755,-1.226705,3.0,1.0,1.0,10.0,0.0,5.561066
309.0,KEN,1.808183,-1.10147,4.0,1.0,2.0,6.0,0.0,6.214608
341.0,IND,2.05093,0.0903892,2.0,1.0,1.0,7.0,1.0,6.151455
4.0,MEX,0.5833191,0.4642355,2.0,0.0,2.0,1.0,1.0,7.097135
339.0,IND,1.95129,0.0779903,2.0,1.0,1.0,3.0,1.0,7.499424
327.0,IND,1.114356,0.4691488,2.0,1.0,1.0,18.0,0.0,9.188912
290.0,TAN,-1.299013,1.289352,1.0,1.0,1.0,15.0,1.0,9.031214
346.0,IND,1.129215,0.0590392,2.0,1.0,1.0,10.0,0.0,6.431653
251.0,NEP,-0.428688,0.5401322,1.0,1.0,2.0,2.0,1.0,4.770685
253.0,BOL,-0.111293,0.4726877,1.0,1.0,3.0,190.0,0.0,10.03012
277.0,MAD,0.2597227,-0.8488398,4.0,1.0,2.0,5.0,0.0,5.991465
254.0,BOL,2.227699,1.188321,2.0,1.0,1.0,0.0,0.0,8.131531
299.0,KEN,1.593136,-1.095163,4.0,1.0,1.0,70.0,0.0,8.159517
57.0,UGA,-0.5236689,0.4909956,1.0,0.0,2.0,5.0,0.0,5.010635
310.0,KEN,1.939585,1.667182,2.0,1.0,2.0,5.0,1.0,7.578657
215.0,NEP,-1.104888,-1.351332,3.0,1.0,2.0,2.0,0.0,5.703783
246.0,NEP,0.0059496,-0.6932716,4.0,1.0,1.0,1.0,1.0,4.637638
184.0,NEP,-0.3148344,-0.2821941,3.0,1.0,2.0,6.0,1.0,4.828314
278.0,MAD,0.7669976,0.8170998,2.0,1.0,2.0,4.0,1.0,8.294049
8.0,MEX,-1.298509,1.589352,1.0,0.0,2.0,11.0,0.0,5.048573
247.0,NEP,0.6983235,-0.2919728,4.0,1.0,1.0,2.0,1.0,5.081404
279.0,MAD,0.6355571,-0.721646,4.0,1.0,1.0,1.0,0.0,5.991465
330.0,IND,0.5315894,0.0089762,2.0,1.0,1.0,45.0,1.0,5.948035
334.0,IND,0.4228155,-1.200797,4.0,1.0,1.0,23.0,1.0,6.148041
17.0,GUA,-0.0006093,-0.0014522,3.0,0.0,1.0,25.0,1.0,5.739793
328.0,IND,0.5704405,-0.4843514,4.0,1.0,1.0,54.0,0.0,7.954021
259.0,BOL,-0.5757977,2.92135,1.0,0.0,1.0,300.0,1.0,8.909235
307.0,KEN,-1.272685,-1.367539,3.0,1.0,2.0,1.0,0.0,3.034953
63.0,UGA,-0.3760532,-0.1519514,3.0,1.0,2.0,3.0,0.0,3.401197
236.0,NEP,0.3955849,-1.317893,4.0,1.0,2.0,1.0,1.0,4.051785
6.0,MEX,-0.4812176,0.7574551,1.0,0.0,2.0,1.0,1.0,6.063785
219.0,NEP,-0.6274829,1.625382,1.0,1.0,3.0,0.0,1.0,4.643429
329.0,IND,0.2267241,-0.3621103,4.0,1.0,2.0,6.0,0.0,6.358708
5.0,MEX,-1.299013,1.98873,1.0,0.0,2.0,1.0,1.0,5.283711
271.0,BOL,-0.9859883,1.780246,1.0,0.0,3.0,4.0,1.0,7.313221
237.0,NEP,-0.476899,-0.8274691,3.0,1.0,2.0,1.0,1.0,4.15104
7.0,MEX,-0.7702934,2.804085,1.0,0.0,2.0,11.0,0.0,5.160204
243.0,NEP,0.9374571,0.3028722,2.0,1.0,2.0,2.0,1.0,5.161925
266.0,BOL,0.9486254,1.207378,2.0,1.0,1.0,250.0,0.0,9.630524
185.0,NEP,1.416695,-0.3862192,4.0,1.0,2.0,0.0,0.0,5.416101
289.0,TAN,0.1601023,0.0820019,2.0,0.0,1.0,6.0,0.0,7.480316
331.0,IND,-0.0554389,-1.430099,3.0,1.0,1.0,10.0,0.0,5.552959
267.0,BOL,-0.6977449,-1.067255,3.0,0.0,2.0,0.0,0.0,8.006368
239.0,NEP,0.0472013,-0.8670639,4.0,1.0,2.0,1.0,1.0,4.89485
220.0,NEP,-0.4231347,0.7085783,1.0,1.0,2.0,0.0,1.0,4.830711
304.0,KEN,0.2098238,-0.0698026,4.0,1.0,1.0,120.0,1.0,5.645447
148.0,NEP,-0.0265472,2.05161,1.0,1.0,2.0,21.0,1.0,4.007333
276.0,MAD,-1.175313,-0.7139458,3.0,1.0,2.0,2.0,0.0,6.253829
301.0,KEN,0.419739,-0.5177157,4.0,1.0,2.0,1.0,0.0,8.692491
213.0,NEP,-0.3310964,0.980916,1.0,1.0,2.0,0.0,0.0,4.990433
280.0,MAD,1.028312,-1.011298,4.0,0.0,1.0,5.0,0.0,8.275886
332.0,IND,1.207783,-0.7169365,4.0,1.0,1.0,8.0,0.0,5.182345
249.0,NEP,1.055798,1.148441,2.0,1.0,2.0,1.0,1.0,6.84375
212.0,NEP,-0.8829801,0.2200739,1.0,1.0,2.0,0.0,0.0,4.143135
302.0,KEN,1.258451,0.5768041,2.0,1.0,1.0,2.0,0.0,9.608781
317.0,BHU,1.685001,-0.0975501,4.0,1.0,1.0,22.0,1.0,5.161925
64.0,UGA,-1.090163,-0.1148645,3.0,0.0,2.0,3.0,0.0,3.688879
326.0,IND,1.119736,1.314048,2.0,1.0,1.0,19.0,0.0,9.222566
281.0,MAD,0.6724731,-0.1842079,4.0,1.0,3.0,0.0,1.0,7.600903
169.0,NEP,1.215406,-1.102143,4.0,1.0,1.0,0.0,1.0,4.663439
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
