col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,946585109,1,1,0,2013/6/2 21:24,1,1,2013/6/2 21:24,0,2013/6/2 21:24,1,2013/6/2 21:24,2013/6/2 21:24,
2,653548180,2,2,1,2009/5/28 21:01,2,1,2009/5/28 21:01,1,2009/5/28 21:01,1,2009/5/28 21:01,2009/5/28 21:01,
3,928772431,3,3,2,2000/12/17 4:55,3,2,2000/12/17 4:55,0,2000/12/17 4:55,1,2000/12/17 4:55,2000/12/17 4:55,
4,657821435,4,4,3,2019/2/23 9:18,4,4,2019/2/23 9:18,0,2019/2/23 9:18,1,2019/2/23 9:18,2019/2/23 9:18,
5,451203301,5,5,4,1999/11/18 10:45,1,3,1999/11/18 10:45,1,1999/11/18 10:45,1,1999/11/18 10:45,1999/11/18 10:45,
6,320135349,6,6,0,2017/1/12 15:50,2,1,2017/1/12 15:50,0,2017/1/12 15:50,1,2017/1/12 15:50,2017/1/12 15:50,
7,213598452,7,7,1,2018/4/10 13:46,3,2,2018/4/10 13:46,1,2018/4/10 13:46,1,2018/4/10 13:46,2018/4/10 13:46,
8,245585533,8,8,2,2002/6/17 4:38,4,3,2002/6/17 4:38,0,2002/6/17 4:38,1,2002/6/17 4:38,2002/6/17 4:38,
9,375639295,9,9,3,2013/12/11 6:39,1,5,2013/12/11 6:39,1,2013/12/11 6:39,1,2013/12/11 6:39,2013/12/11 6:39,
10,642619912,10,10,4,2017/10/14 1:31,2,2,2017/10/14 1:31,1,2017/10/14 1:31,1,2017/10/14 1:31,2017/10/14 1:31,
11,21150453,11,11,0,2002/3/16 7:03,3,2,2002/3/16 7:03,1,2002/3/16 7:03,1,2002/3/16 7:03,2002/3/16 7:03,
12,397934776,12,12,1,2016/9/30 0:04,4,2,2016/9/30 0:04,1,2016/9/30 0:04,1,2016/9/30 0:04,2016/9/30 0:04,
13,288222318,13,13,2,2003/12/26 15:45,1,2,2003/12/26 15:45,1,2003/12/26 15:45,1,2003/12/26 15:45,2003/12/26 15:45,
14,83641154,14,14,3,2009/3/15 23:57,2,2,2009/3/15 23:57,0,2009/3/15 23:57,1,2009/3/15 23:57,2009/3/15 23:57,
15,87742453,15,15,4,2002/9/24 2:37,3,3,2002/9/24 2:37,0,2002/9/24 2:37,1,2002/9/24 2:37,2002/9/24 2:37,
