col0,col1,col2,col3,col4,col5,col6,col7,col8
30862,6,4,2000,9,OT,F,20.0,31.0
16533,10,7,1989,8,DM,F,37.0,45.0
13168,7,26,1987,8,PE,F,,22.0
34223,6,15,2002,22,PB,F,26.0,26.0
25426,4,12,1997,17,DM,M,37.0,51.0
7968,6,17,1983,18,OT,F,20.0,22.0
14096,2,22,1988,13,PE,F,21.0,18.0
8115,7,17,1983,3,OL,F,20.0,49.0
29442,4,17,1999,12,DM,M,37.0,46.0
13230,8,25,1987,21,PM,M,20.0,22.0
14287,3,21,1988,15,PE,F,20.0,25.0
16191,6,4,1989,9,DM,M,36.0,44.0
219,9,13,1977,13,DM,M,36.0,48.0
29856,9,12,1999,4,,,,
26446,7,9,1997,2,PP,,,
30822,6,4,2000,4,PP,F,22.0,15.0
7767,4,17,1983,3,PF,M,15.0,6.0
22454,7,20,1995,1,PH,F,23.0,29.0
34470,7,13,2002,18,PB,F,26.0,23.0
4645,7,7,1981,21,,,,
21070,8,20,1993,14,DM,M,37.0,45.0
12633,4,25,1987,12,OL,F,21.0,27.0
13280,8,26,1987,3,PP,F,21.0,14.0
23637,3,24,1996,5,DO,F,36.0,49.0
4374,5,3,1981,17,DS,M,51.0,94.0
27640,3,2,1998,3,DO,M,37.0,
16594,11,4,1989,7,RM,F,15.0,9.0
34591,7,14,2002,11,PP,M,22.0,13.0
9578,9,30,1984,8,DO,F,35.0,65.0
17045,1,29,1990,19,RM,F,19.0,11.0
4412,5,3,1981,7,,,,
4458,5,4,1981,4,DS,F,54.0,133.0
22820,9,24,1995,8,PP,M,22.0,19.0
27588,3,1,1998,1,DS,M,46.0,
12965,7,1,1987,15,OT,F,20.0,24.0
35380,12,8,2002,15,PB,F,25.0,32.0
2467,2,25,1980,4,DM,F,33.0,40.0
6600,9,18,1982,13,DM,M,36.0,48.0
14453,5,14,1988,20,NL,F,31.0,165.0
8888,2,5,1984,9,DO,M,37.0,44.0
6434,8,16,1982,3,PP,M,21.0,12.0
34138,5,16,2002,8,PB,F,26.0,29.0
11825,9,6,1986,6,DO,F,33.0,35.0
26216,6,11,1997,21,PB,F,26.0,30.0
16786,12,4,1989,19,RM,F,17.0,9.0
30019,11,7,1999,11,DM,M,34.0,27.0
27290,11,22,1997,1,PB,F,27.0,30.0
13271,8,26,1987,15,PM,F,20.0,25.0
23677,4,14,1996,20,AH,,,
25986,6,9,1997,4,PF,M,17.0,9.0
31307,8,26,2000,11,PB,M,25.0,27.0
31964,4,21,2001,17,PP,F,22.0,20.0
6626,9,19,1982,20,DM,F,37.0,41.0
25297,3,16,1997,9,OL,F,21.0,31.0
5588,3,29,1982,21,PF,M,16.0,8.0
11489,5,11,1986,2,DM,M,37.0,44.0
6380,8,15,1982,21,PF,F,15.0,7.0
26408,7,9,1997,11,OT,F,19.0,35.0
4505,6,4,1981,4,DS,F,47.0,62.0
14592,6,12,1988,2,AH,,,
22615,8,27,1995,8,PP,M,23.0,20.0
18953,8,8,1991,9,DM,F,36.0,36.0
33468,2,9,2002,19,PE,F,20.0,18.0
2685,3,9,1980,11,RM,F,,14.0
23030,12,2,1995,17,PF,M,16.0,11.0
34699,9,10,2002,15,DM,F,38.0,
25450,4,12,1997,22,DM,F,37.0,53.0
12281,2,1,1987,11,DM,M,35.0,46.0
1710,3,31,1979,11,DS,M,,
1679,3,31,1979,22,DM,M,37.0,50.0
13195,8,25,1987,6,DO,M,37.0,48.0
8314,9,10,1983,12,SA,,,
28496,9,19,1998,18,PP,M,22.0,16.0
31655,12,22,2000,21,PB,F,26.0,28.0
1790,5,29,1979,12,DM,M,37.0,43.0
27019,10,25,1997,1,DO,F,34.0,45.0
34653,7,14,2002,15,PB,F,25.0,29.0
86,8,20,1977,18,DM,F,33.0,40.0
20226,7,31,1992,4,PP,M,22.0,12.0
34124,5,16,2002,9,OT,F,20.0,26.0
21871,10,13,1994,8,DM,M,35.0,44.0
30030,11,7,1999,8,OT,M,19.0,11.0
18727,5,14,1991,8,DM,M,33.0,41.0
27960,5,29,1998,14,PP,F,21.0,16.0
2641,3,9,1980,11,DS,M,,147.0
33017,10,14,2001,16,OT,F,21.0,24.0
15689,3,12,1989,12,RM,M,17.0,11.0
14551,6,11,1988,21,NL,F,32.0,32.0
4722,7,31,1981,12,DM,M,37.0,39.0
14588,6,12,1988,14,DM,M,40.0,52.0
22140,3,5,1995,3,DM,F,37.0,42.0
23436,2,25,1996,5,PF,F,16.0,7.0
8998,4,9,1984,24,DO,F,36.0,46.0
2912,4,18,1980,5,DM,F,,43.0
5633,3,30,1982,4,DM,M,37.0,44.0
30717,5,1,2000,3,PB,M,26.0,27.0
352,11,12,1977,1,DM,M,36.0,40.0
12351,3,1,1987,17,DM,M,35.0,47.0
24940,2,8,1997,19,PF,F,17.0,8.0
5930,5,22,1982,5,NL,F,33.0,205.0
