col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
1,Norma Fisher,Norma Fisher,OTHER,"80160 Clayton Isle Apt. 513
East Linda, ND 59217",026.954.0023 x96261,Berkshire Designer,Credit Card Account,Lake Friedrichberg,Dominican Republic,2.0
2,Jorge Sullivan,Jorge Sullivan,FEMALE,"714 Mann Plaza Suite 839
Seanfurt, OK 32234",1-160-853-6207 x582,deposit Sausages,disintermediate Cambridgeshire hacking,Evanchester,Botswana,1.0
3,Elizabeth Woods,Elizabeth Woods,OTHER,"09471 Erika Curve
North Megan, UT 71358",098.598.6132 x37788,AI optical invoice,Marketing,Treutelfurt,Mozambique,2.0
4,Susan Wagner,Susan Wagner,OTHER,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",,,,,,
5,Peter Montgomery,Peter Montgomery,FEMALE,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",(481) 274-2507 x6019,Villages uniform PCI,Automotive Tactics architectures,Marquardtshire,Wallis and Futuna,2.0
6,Theodore Mcgrath,Theodore Mcgrath,OTHER,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",398.695.0026 x693,Open-architected,FTP,Rosettachester,Burkina Faso,2.0
7,Stephanie Collins,Stephanie Collins,OTHER,"87091 Gonzalez Knolls
Masseyshire, UT 88665",567-160-7370,FTP Tools California,North Dakota Garden,East Karen,Wallis and Futuna,1.0
8,Stephanie Sutton,Stephanie Sutton,MALE,"225 Wilson Mills
North Thomas, OK 67164",640.801.5456 x61719,Buckinghamshire alliance redundant,content,Aricberg,Anguilla,1.0
9,Brian Hamilton,Brian Hamilton,FEMALE,"PSC 5642, Box 8071
APO AA 97365",692.695.7654,system Gorgeous Rubber Pants,hack,West Bettyeton,Aruba,1.0
10,Susan Levy,Susan Levy,OTHER,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",(463) 069-6802 x306,Borders EXE payment,Checking Account,Nitzscheside,Anguilla,2.0
