col0,col1,col2,col3,col4,col5,col6,col7,col8
1,946585109,2,无,96,69,2017-07-28 07:53:12,2017-07-28 07:53:12,
2,653548180,70,无,75,58,2007-04-10 02:49:10,2007-04-10 02:49:10,
3,928772431,87,无,4,2,2017-09-08 18:20:47,2017-09-08 18:20:47,
4,657821435,14,无,74,70,2001-04-23 13:05:55,2001-04-23 13:05:55,
5,451203301,8,无,67,87,2006-01-06 23:56:17,2006-01-06 23:56:17,
6,320135349,92,无,13,14,2000-12-23 20:33:05,2000-12-23 20:33:05,
7,213598452,11,无,65,8,2016-03-18 09:10:42,2016-03-18 09:10:42,
8,245585533,2,无,13,92,2019-05-22 04:04:05,2019-05-22 04:04:05,
9,375639295,3,无,66,11,2000-09-06 02:10:23,2000-09-06 02:10:23,
10,642619912,88,无,63,2,2001-08-18 18:55:33,2001-08-18 18:55:33,
11,21150453,55,无,78,3,2007-08-01 01:19:28,2007-08-01 01:19:28,
12,397934776,10,无,99,88,2008-07-17 19:26:24,2008-07-17 19:26:24,
13,288222318,49,无,2,96,2010-01-14 13:51:25,2010-01-14 13:51:25,
14,83641154,32,无,54,75,2011-05-23 09:40:09,2011-05-23 09:40:09,
15,87742453,59,无,43,4,2005-01-21 22:45:38,2005-01-21 22:45:38,
16,655644501,34,无,82,74,2016-04-06 12:16:46,2016-04-06 12:16:46,
17,570180278,56,无,12,67,2018-11-28 15:05:12,2018-11-28 15:05:12,
18,669218455,61,无,41,13,2006-03-09 04:30:24,2006-03-09 04:30:24,
19,615432112,42,无,93,65,2003-10-28 14:25:20,2003-10-28 14:25:20,
20,660565975,59,无,63,13,2011-03-16 07:42:14,2011-03-16 07:42:14,
21,125686723,55,无,36,66,2017-10-13 01:07:30,2017-10-13 01:07:30,
22,887976466,32,无,78,63,2001-09-18 03:26:51,2001-09-18 03:26:51,
23,84526099,39,无,67,78,2004-09-25 05:48:27,2004-09-25 05:48:27,
24,648777075,28,无,96,99,2009-11-29 09:04:55,2009-11-29 09:04:55,
25,604892371,72,无,33,2,2011-10-14 08:55:19,2011-10-14 08:55:19,
26,358947611,46,无,49,54,2000-12-21 12:39:47,2000-12-21 12:39:47,
27,699181072,70,无,82,43,2016-12-18 20:24:53,2016-12-18 20:24:53,
28,214078563,78,无,64,82,2004-12-02 15:12:55,2004-12-02 15:12:55,
29,58949694,4,无,2,12,2008-01-16 18:41:56,2008-01-16 18:41:56,
30,825708174,57,无,40,41,2018-06-05 22:56:36,2018-06-05 22:56:36,
31,745806521,47,无,21,93,2006-01-18 11:17:09,2006-01-18 11:17:09,
32,510266132,74,无,55,63,2018-02-09 13:19:44,2018-02-09 13:19:44,
33,142028708,13,无,35,36,2007-04-18 19:42:29,2007-04-18 19:42:29,
34,779597527,80,无,92,78,2019-05-23 20:49:08,2019-05-23 20:49:08,
35,336754611,41,无,31,67,2018-04-04 04:09:03,2018-04-04 04:09:03,
36,778804807,6,无,79,96,2008-02-20 02:51:01,2008-02-20 02:51:01,
37,701956220,98,无,56,33,2014-05-13 01:37:16,2014-05-13 01:37:16,
38,15690562,92,无,91,49,2013-08-08 19:16:20,2013-08-08 19:16:20,
39,465219308,27,无,69,82,2010-07-21 19:45:32,2010-07-21 19:45:32,
40,888349336,13,无,58,64,2012-08-02 23:11:25,2012-08-02 23:11:25,
41,526136480,90,无,2,2,2015-08-02 06:32:59,2015-08-02 06:32:59,
42,213006020,39,无,70,40,2014-11-14 06:49:38,2014-11-14 06:49:38,
43,585433107,47,无,87,21,2001-07-30 22:34:21,2001-07-30 22:34:21,
44,487524196,24,无,14,55,2013-09-02 19:42:22,2013-09-02 19:42:22,
45,519665486,82,无,8,35,2004-06-05 16:58:07,2004-06-05 16:58:07,
46,733657725,36,无,92,92,2012-07-29 08:59:53,2012-07-29 08:59:53,
47,562620461,62,无,11,31,2017-12-10 23:21:40,2017-12-10 23:21:40,
48,784160975,11,无,2,79,2001-06-11 03:20:16,2001-06-11 03:20:16,
49,854309838,18,无,3,56,2014-10-31 18:26:06,2014-10-31 18:26:06,
50,642256928,73,无,88,91,2005-03-30 04:48:53,2005-03-30 04:48:53,
