col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
Freshwater,B2,C3,"8644 Watson Road
East David, MS 53089",T076,15,22,C5,14-May,1
Freshwater,D2,E3,"457 Robinson Overpass
Trevorton, ME 19219",T077,15,22,C5,8-Jun,2
Freshwater,D3,E3,"305 Myers Branch
Lake Michellefurt, MN 05898",T078,15,22,C5,8-Jun,3
Freshwater,E3,E3,"4329 Lee Mews
Moranfurt, MA 55775",T053,15,22,C5,8-Jun,4
Freshwater,B4,C5,"72852 Renee Mills Suite 667
Blairborough, IL 77378",T080,15,22,C5,4-May,5
Freshwater,C4,C5,"31250 Jesse Hills Apt. 845
Ellishaven, SD 72221",T081,15,22,C5,4-May,6
Freshwater,D4,E5,"USCGC Carpenter
FPO AA 33891",T082,15,22,C5,29-Apr,7
Freshwater,E4,E5,"4000 Michael Highway
East Brycechester, IN 80276",T083,15,22,C5,29-Apr,8
Freshwater,C5,C5,"3591 Laura Islands
Barryview, NC 06314",T084,15,22,C5,4-May,9
Freshwater,D5,E5,"85334 Collins Wall
Scottstad, VT 31953",T085,15,22,C5,29-Apr,10
Freshwater,E5,E5,"77706 Stevens Crest
North Johnberg, IL 58256",T086,15,22,C5,29-Apr,11
Freshwater,C3,C3,"602 Tracy Crossroad Suite 556
New Rachelside, ID 93702",T040,5,22,C5,14-May,14
Freshwater,C3,C3,"978 Nelson Brook Apt. 912
Wrightport, WA 86958",T041,15,22,C5,14-May,15
Freshwater,C3,C3,"16419 Hall Stravenue Suite 331
Emilybury, SC 63450",T042,30,22,C5,14-May,16
Freshwater,F2,G3,"08855 Lisa Wells
Mooreburgh, CA 18271",T012,15,21,G4,14-May,12
Freshwater,H2,I3,"332 Kathleen Knoll Apt. 719
New Caitlinfort, ME 02157",T013,15,21,G4,29-Apr,13
Freshwater,F3,G3,"USNS Guerrero
FPO AA 97149",T001,15,21,G4,14-May,1
Freshwater,G3,G3,"142 Warner View Suite 460
North Leslie, IA 45480",T002,15,21,G4,14-May,2
Freshwater,I3,I3,"5240 Berry Centers
West Andrew, AR 03720",T003,15,21,G4,29-Apr,3
Freshwater,G4,G5,"51056 Patricia Forge
Grahamstad, HI 85576",T004,15,21,G4,8-Jun,4
Freshwater,H4,I5,"0648 Malone Port Apt. 662
New Devonhaven, VA 92199",T005,15,21,G4,4-May,5
Freshwater,F5,G5,"23028 Jennifer Meadow Apt. 972
West Matthewfurt, SC 05261",T006,15,21,G4,8-Jun,6
Freshwater,G5,G5,"2738 Martin Terrace Suite 547
Smithhaven, LA 72649",T007,15,21,G4,8-Jun,7
Freshwater,H5,I5,"984 Stephen Stravenue
South Michaelton, KY 97488",T008,15,21,G4,4-May,8
Freshwater,I5,I5,"Unit 4943 Box 8856
DPO AA 27891",T009,15,21,G4,4-May,9
Freshwater,H3,I3,"98522 Mathis Viaduct Apt. 909
West Michael, LA 42837",T121,5,21,G4,29-Apr,17
Freshwater,H3,I3,"620 Ashley Mills Apt. 507
Julieborough, OH 56059",T122,15,21,G4,29-Apr,18
Freshwater,H3,I3,"212 Shelly Roads
Fischerview, LA 02288",T123,30,21,G4,29-Apr,19
Freshwater,F4,G5,"8885 Lee Tunnel Suite 208
Port Donna, OK 50851",T124,5,21,G4,8-Jun,20
Freshwater,F4,G5,"693 Michael Estate
Lake Michael, NM 03009",T125,15,21,G4,8-Jun,21
Freshwater,F4,G5,"342 Miller Mission
Lake Jennifer, NY 92905",T126,30,21,G4,8-Jun,22
Freshwater,B6,C7,"71664 Kim Throughway
Chelsealand, AK 65056",T010,15,23,F7,14-May,10
Freshwater,D6,E7,"66660 Gomez Port Apt. 945
South Thomashaven, AZ 11181",T011,15,23,F7,22-Apr,11
Freshwater,E6,E7,"0131 Williams Ville Apt. 562
Richardberg, FL 53480",T025,15,23,F7,22-Apr,12
Freshwater,F6,G7,"22708 Madison Spurs
Herringstad, OR 11353",T026,15,23,F7,29-Apr,13
Freshwater,G6,G7,"3454 Holmes Motorway
Port Rachel, FL 05560",T014,15,23,F7,29-Apr,1
Freshwater,C7,C7,"805 James Turnpike
Carrmouth, GA 93500",T016,15,23,F7,14-May,3
Freshwater,E7,E7,"8081 Smith Trail
North Ronaldstad, NV 44515",T015,15,23,F7,22-Apr,2
Freshwater,G7,G7,"125 Ian Crossroad Apt. 593
South Deannaport, MS 07347",T017,15,23,F7,29-Apr,4
Freshwater,I7,I7,"1607 Munoz River
Emilyshire, NH 54532",T018,15,23,F7,4-May,5
Freshwater,C6,C7,"3615 David Keys Apt. 269
West Stephenside, UT 65516",T118,5,23,F7,14-May,14
Freshwater,C6,C7,"640 Mary Common
Michaelville, AZ 20721",T119,15,23,F7,14-May,15
Freshwater,C6,C7,"PSC 4006, Box 5282
APO AE 23388",T120,30,23,F7,14-May,16
Freshwater,H6,I7,"395 Timothy Road
Williamsbury, LA 43567",T043,5,23,F7,4-May,17
Freshwater,H6,I7,"3267 Walter Dam
Cunninghamtown, OR 01239",T044,15,23,F7,4-May,18
Freshwater,H6,I7,"00580 Brandon Creek
Port Eric, MS 03966",T045,30,23,F7,4-May,19
Seawater,B2,C3,"325 Amanda Cliffs Apt. 695
South Paulabury, MS 29996",T027,15,31,C4,8-Jun,1
Seawater,D2,E3,"PSC 3769, Box 1448
APO AA 71586",T028,15,31,C4,4-May,2
Seawater,D3,E3,"40956 Amanda Walk Apt. 260
Simonfurt, CT 93980",T029,15,31,C4,4-May,3
Seawater,E3,E3,"25762 Gill Creek Suite 525
Mccoyton, KS 23687",T030,15,31,C4,4-May,4
Seawater,B4,C5,"6048 Johnson Loop Suite 635
East Daniel, GA 04593",T031,15,31,C4,30-Apr,5
Seawater,C4,C5,"1168 Gary Fords Apt. 308
Port Trevor, RI 96954",T032,15,31,C4,30-Apr,6
Seawater,D4,E5,"164 Matthew Parkway Suite 826
Jimmyfurt, MS 62271",T020,15,31,C4,14-May,7
Seawater,E4,E5,"1220 Heidi Rue Apt. 998
West Haleyburgh, CO 05222",T021,15,31,C4,14-May,8
Seawater,C5,C5,"751 Wood Square Suite 732
Port Melissaburgh, SD 22365",T022,15,31,C4,30-Apr,9
Seawater,D5,E5,"376 Smith Dale Suite 279
South Sarahland, OR 53609",T023,15,31,C4,14-May,10
Seawater,E5,E5,"79148 Pierce Lock Suite 423
Erikberg, CA 09478",T024,15,31,C4,14-May,11
Seawater,C3,C3,"147 Lisa Hill Apt. 512
Port Elizabethshire, ID 01425",T089,5,31,C4,8-Jun,14
Seawater,C3,C3,"971 Hansen Well Suite 103
South Mary, KY 29941",T090,15,31,C4,8-Jun,15
Seawater,C3,C3,"511 Berry Fork Suite 623
Sharonfort, WY 47577",T091,30,31,C4,8-Jun,16
Seawater,F2,G3,"65873 Chen Knolls
Ramirezfurt, WI 94134",T087,15,33,F4,14-May,12
Seawater,H2,I3,"Unit 1741 Box 7253
DPO AP 25003",T088,15,33,F4,4-May,13
Seawater,F3,G3,"USNV Porter
FPO AE 89774",T063,15,33,F4,14-May,1
Seawater,G3,G3,"8799 Emma Parkway Suite 735
North Thomasfurt, IN 57039",T064,15,33,F4,14-May,2
Seawater,I3,I3,"Unit 9061 Box 4352
DPO AE 24201",T065,15,33,F4,4-May,3
Seawater,G4,G5,"30068 David View Apt. 173
New Peggychester, ND 23718",T066,15,33,F4,8-Jun,4
Seawater,H4,I5,"PSC 3667, Box 0636
APO AE 81210",T067,15,33,F4,29-Apr,5
Seawater,F5,G5,"USS Aguilar
FPO AP 48665",T068,15,33,F4,8-Jun,6
Seawater,G5,G5,"298 Johnathan Cove Apt. 402
South Jamie, MD 26932",T069,15,33,F4,8-Jun,7
Seawater,H5,I5,"171 Harrison Motorway
Davidview, CO 74554",T070,15,33,F4,29-Apr,8
Seawater,I5,I5,"3576 Sergio Avenue
Benjaminmouth, NE 32097",T071,15,33,F4,29-Apr,9
Seawater,H3,I3,"37457 Tanya Pike Apt. 348
North Ericton, RI 21519",T092,5,33,F4,4-May,17
Seawater,H3,I3,"3673 Peter Turnpike Suite 835
New Sandra, PA 76875",T093,15,33,F4,4-May,18
Seawater,H3,I3,"939 Johnson Oval Suite 830
North Dennismouth, TX 80451",T094,30,33,F4,4-May,19
Seawater,F4,G5,"645 Jennings Estates
Angelastad, NV 51726",T046,5,33,F4,8-Jun,20
Seawater,F4,G5,"1231 Stephanie Lock Suite 835
North Richardland, MT 77240",T047,15,33,F4,8-Jun,21
Seawater,F4,G5,"302 Parker Plains Apt. 197
East Robertstad, CO 98152",T048,30,33,F4,8-Jun,22
Seawater,B6,C7,"098 Hernandez Green
New Sergiobury, MS 98277",T072,15,32,E7,4-May,10
Seawater,D6,E7,"94102 Sims Port Suite 187
Florestown, NE 80082",T073,15,32,E7,14-May,11
Seawater,E6,E7,"01630 Baker Crescent
Kellyborough, ND 71531",T038,15,32,E7,14-May,12
Seawater,F6,G7,"70452 Forbes Courts
Mosesland, OK 14157",T075,15,32,E7,8-Jun,13
Seawater,G6,G7,"0835 Angela Station
East Heather, MO 26899",T050,15,32,E7,8-Jun,1
Seawater,C7,C7,"2458 Jason Village Suite 248
North Donnamouth, VT 42872",T051,15,32,E7,4-May,2
Seawater,E7,E7,"1243 Grimes Corners
Shawchester, CO 78301",T052,15,32,E7,14-May,3
Seawater,G7,G7,"Unit 5243 Box 6400
DPO AE 84181",T102,15,32,E7,8-Jun,4
Seawater,I7,I7,"558 Williams Station
Port Pamela, DC 34523",T054,15,32,E7,30-Apr,5
Seawater,C6,C7,"4934 Lozano Place Suite 716
Gavinton, VT 63064",T105,5,32,E7,4-May,14
Seawater,C6,C7,"41227 Patricia Lake
Martinezbury, LA 35700",T049,15,32,E7,4-May,15
Seawater,C6,C7,"028 Harris Drive Apt. 422
Amyburgh, VA 55206",T098,30,32,E7,4-May,16
Seawater,H6,I7,"PSC 2382, Box 9238
APO AA 93417",T106,5,32,E7,30-Apr,17
Seawater,H6,I7,"06268 Lewis Place Suite 121
Port Patriciatown, IA 98240",T096,15,32,E7,30-Apr,18
Seawater,H6,I7,"5641 Brenda Streets Apt. 008
Lake Seanmouth, WI 87205",T128,30,32,E7,30-Apr,19
Control,B2,C3,"92555 Shaw Spurs Suite 207
New Randy, ME 58221",T135,15,11,D4,8-Jun,1
Control,D2,E3,"559 Foster Locks Suite 933
Robinsonhaven, NY 18885",T100,15,11,D4,Apr-31,2
Control,D3,E3,"4647 Kristine Fields Suite 710
New Dakota, WY 00638",T132,15,11,D4,Apr-31,3
Control,E3,E3,"92594 Emily Shoals
North Cathyburgh, ME 31451",T160,15,11,D4,Apr-31,4
Control,B4,C5,"551 Casey Squares Apt. 209
Michaelborough, MS 26297",T133,15,11,D4,4-May,5
Control,C4,C5,"2998 Willis Wall
North Brian, PA 04610",T019,15,11,D4,4-May,6
Control,D4,E5,"164 Schultz Road
Lake Bryan, MD 86618",T056,15,11,D4,14-May,7
Control,E4,E5,"9541 Brock Estate Apt. 848
Franklinchester, GA 80124",T129,15,11,D4,14-May,8
Control,C5,C5,"PSC 2191, Box 2741
APO AP 56307",T058,15,11,D4,4-May,9
Control,D5,E5,"588 Alan Rest
Port Stephanieville, MS 63590",T059,15,11,D4,14-May,10
Control,E5,E5,"216 Brandon Loop Apt. 096
New Jessica, MT 53548",T060,15,11,D4,14-May,11
Control,C3,C3,"782 Dawn Radial
Port Christopher, LA 35611",T138,5,11,D4,8-Jun,14
Control,C3,C3,"008 Nancy Route Suite 228
North Stephanie, WA 42879",T055,15,11,D4,8-Jun,15
Control,C3,C3,"115 Jon Isle Suite 788
North Lesliefurt, MO 71569",T101,30,11,D4,8-Jun,16
Control,F2,G3,"132 Poole Pass Suite 212
North Patrick, DE 87566",T110,15,13,F4,10-Jun,12
Control,H2,G3,"457 Vargas Island Suite 853
Lake Patrickstad, WY 67652",T111,15,13,F4,10-Jun,13
Control,F3,G3,"1569 Amy Path
North Ashleyton, HI 45184",T099,15,13,F4,10-Jun,1
Control,G3,G3,"0375 Sandra Trace Suite 826
Gailshire, IL 04078",T113,15,13,F4,10-Jun,2
Control,I3,I3,"759 Good Port
New Russell, MN 50437",T137,15,13,F4,8-Jun,3
Control,G4,G5,"3895 Allen Junction
West John, WV 34147",T109,15,13,F4,10-Jun,4
Control,H4,I5,"7329 Jacobs Station
New Tylerborough, MS 36340",T103,15,13,F4,10-Jun,5
Control,F5,G5,"5003 Cassandra Estates Suite 148
Haleychester, MD 88806",T104,15,13,F4,10-Jun,6
