col0,col1,col2,col3,col4
has,flip,bit|lbourges|lbourges|P3|Resolved|Fixed|2019-09-06,13:49|2019-09-10,12:24|
region|lbourges|lbourges|P3|Resolved|Fixed|2019-07-29,00:28|2019-09-04,22:08|,,
05:32|,,,,
,,,,
,,,,
,,,,
13:45|2016-08-25,15:20|,,,
,,,,
coordinates|lbourges|lbourges|P2|Resolved|Fixed|2016-02-08,01:26|2016-03-15,14:27|,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10:16|,,,,
09:14|,,,,
,,,,
not,optimal|lbourges|flar|P4|Resolved|Fixed|2015-12-01,14:59|2016-01-07,10:16|,
,,,,
11:58|2017-01-19,14:44|,,,
,,,,
,,,,
,,,,
