col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
4083323,882,XX-500,3,3.0,5,5,0,0,0,0,0,0,5,2.0,2017-08-01,2025-08-01,2019-10-09 00:00:00,2019-10-09 00:00:00,,,12345
4083326,441,XX-500,1,,25,29,1,2,3,5,4,6,8,,2017-08-01,2025-08-01,2019-10-09 00:00:00,2019-10-09 00:00:00,,,12345
4717139,441,XX-500,3,,5,5,0,0,0,0,0,0,5,,2017-08-01,2025-08-01,2020-04-29 00:00:00,2020-04-29 00:00:00,,,12345
4717143,808,XX-500,3,,12,12,0,0,0,0,0,0,12,,2017-08-01,2025-08-01,2020-04-29 00:00:00,2020-04-29 00:00:00,,,12345
4717144,958,XX-500,3,1.0,2,200,0,0,0,0,0,0,200,1.0,2010-01-01,,2020-04-29 00:00:00,2020-04-29 00:00:00,,,12345
4717147,242,XX-500,3,,32,35,0,0,0,0,0,0,35,,2017-08-01,2025-08-01,2020-04-29 00:00:00,2020-04-29 00:00:00,,,12345
4717151,240,XX-500,1,1.0,2,55,0,0,0,0,0,0,55,1.0,2018-10-01,,2020-04-30 00:00:00,2020-04-30 00:00:00,,,12345
4717157,957,XX-500,1,,114,120,0,0,0,0,0,0,120,,2010-01-01,,2020-05-06 00:00:00,2020-05-06 00:00:00,,,12345
4717158,808,XX-500,1,,25,25,0,0,0,0,0,0,25,,2017-08-01,2025-08-01,2020-05-06 00:00:00,2020-05-06 00:00:00,,,12345
4717159,882,XX-500,1,1.0,30,30,0,0,0,0,0,0,30,1.0,2017-08-01,2025-08-01,2020-05-06 00:00:00,2020-05-06 00:00:00,,,12345
4717161,242,XX-500,1,,15,15,0,0,0,0,0,0,15,,2017-08-01,2025-08-01,2020-05-08 00:00:00,2020-05-08 00:00:00,,,12345
4717162,960,XX-500,1,1.0,3,3,0,0,0,0,0,0,3,1.0,2010-01-01,,2020-05-08 00:00:00,2020-05-08 00:00:00,,,12345
