col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
1,1,Call 123 Services,2,NOW[-5M09H00m],NOW[-5M09H30m],1800,,,,,9,1,88.0,89.0,,1.0,,
2,1,Call APOLLO,2,NOW[-4M09H00m],NOW[-4M09H45m],2700,,,,,11,2,20.0,21.0,,2.0,,
3,1,Call BLUEBERRY TELECOM,2,NOW[-3M09H15m],NOW[-3M09H45m],1800,,,,,12,2,44.0,45.0,,2.0,,
4,1,Call BOURGEOIS INDUSTRIE,2,NOW[-2M09H00m],NOW[-2M09H45m],2700,,,,,8,3,70.0,71.0,,2.0,,
5,1,Call GERARD Solutions,2,NOW[-1M09H00m],NOW[-1M10H00m],3600,,,,,11,2,77.0,78.0,,2.0,,
6,1,Call 123 Services,2,NOW[-21d09H00m],NOW[-21d09H50m],3000,,,,,9,1,88.0,90.0,,2.0,,
7,1,Call BOURGEOIS INDUSTRIE,2,NOW[-14d11H00m],NOW[-14d12H00m],3600,,,,,8,3,132.0,133.0,,2.0,,
8,1,Call ESL Banking,2,NOW[-7d11H00m],NOW[-7d11H30m],1800,,,,,8,3,136.0,137.0,,2.0,,
9,1,Call 123 Services,1,NOW[11H00m],NOW[11H45m],2700,,,,,9,1,88.0,89.0,,2.0,,
10,1,Remind 123 Services,1,NOW[+1d09H00m],NOW[+1d09H30m],1800,,com.axelor.apps.sale.db.SaleOrder,6.0,,9,1,88.0,89.0,,2.0,,
11,1,Call from ESL Banking,2,NOW[09H00m],NOW[09H30m],1800,,com.axelor.apps.sale.db.SaleOrder,9.0,,8,3,136.0,137.0,,1.0,,
12,1,Remind BOURGEOIS (Inv. + Quote),1,NOW[+1d14H00m],NOW[+1d14H30m],1800,,com.axelor.apps.sale.db.SaleOrder,8.0,,8,3,132.0,133.0,,2.0,,
13,1,Call PORTER Services,1,NOW[10H00m],NOW[10H30m],1800,,,,,13,3,,,21.0,2.0,,
14,1,Call S&S Conseil,1,NOW[+1d10H30m],NOW[+1d11H00m],1800,,,,,10,1,,,27.0,2.0,,
