col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
2360,dwkimiti@gmail.com-nanyuki,0.00211001839489,37.069308171,2%,"LINEAR,LINEAR",SANDY LOAM,SANDY LOAM,LOAM,LOAM,LOAM,LOAM,,14.355321
,,,,,,SAND   :  65.0,,,,,,,
,,,,,,SILT   :  25.0,,,,,,,
,,,,,,CLAY   :  10.0,,,,,,,
,,,,,,BULK   :  1.46,,,,,,,
TG0008,9.75,1.33333333333,Togo,140,Vc,,,0.670838278223,0.984310139815,,,,
RW0011,-1.93333333333,30.0666666667,Rwanda,198,Vp,Typic Pellusterts,10,0.912376929564,0.970436485334,,,,
BR0384,-7.38,-36.0,Brazil,125,Vp,,,0.729417586097,0.964016031458,,,,
IN0128,17.6666666667,78.0833333333,India,103,Vc,Typic Chromustert,,0.767136096577,0.915246220876,,,,
TZ0144,-4.28333333333,33.9,"Tanzania, United Republic Of",120,Vp,Typic Pellustert,1,0.900528234068,0.858549850261,,,,
