col0,col1,col2,col3,col4,col5
64945641,526540,763457,ProSupport,,Academic purpose
81354292,859327,985473,Premium Support ,,Personal Use
31989537,887387,763457,FIX your PC,,Academic purpose
54285732,779497,648367,ProSupport One for Data Center, ,Big Organization
56959527,896517,985473,Base Warranty,,Personal Use
55651117,220965,207552,ProSupport Plus,,Small organization
73648582,220965,207552,ProSupport Flex,,Small organization
81957448,220965,207552,Service Account Manager(SAM),,Small organization
32063863,721091,386534,Optimize for Storage,,Big Organization
36117209,721091,386534,Service Account Manager(SAM),,Big Organization
51726793,721091,386534,Technical Account Manager(TAM),,Big Organization
91036226,721091,386534,Designated Support Engineer(DSE),,Big Organization
51213611,721091,386534,PCAAS for Business,,Big Organization
94215829,633636,457953,Accidental Damage Service,,Gaming Purpose
85133348,823898,207552,PCAAS for Enterprise,,Small Organization
29276981,413865,207552,Secure Remote Services,,Small Organization
81627567,439483,648367,Dell Technologies Unified Workspace,,Big Organization
51659187,809408,207552,ProSupport Plus,,Small organization
25148126,748190,207552,ProSupport Flex,,Small Organization
21278751,397283,457953,Premium Support Plus,,Gaming Purpose
12853005,553684,207552,Service Account Manager(SAM),,Small organization
67724547,495667,985473,Warranty Extension,,Personal Use
62558095,936158,763457,Warranty Extension,,Academic purpose
70563038,537591,648367,ProSupport One for Data Center,,Big Organization
49282935,909018,985473,FIX your PC,,Personal Use
93077158,878666,985473,Support Assist,,Personal Use
67489288,995710,207552,PCAAS for Enterprise,,Small organization
36082857,511059,985473,Secure Remote Services,,Personal Use
54254671,754455,207552,Secure Remote Services,,Small organization
76790971,489275,207552,ProSupport Plus,,Small organization
48497119,500905,985473,MyService360,,Personal Use
27491609,984409,457953,Warranty Extension,,Gaming Purpose
90526824,812053,207552,ProSupport Flex,,Small Organization
47712138,550206,648367,Optimize for Storage,,Big Organization
61851783,728053,207552,Service Account Manager(SAM),,Small organization
23014677,184257,207552,PCAAS for Enterprise,,Small organization
82376852,235295,648367,Service Account Manager(SAM),,Big Organization
97091453,235295,648367,Technical Account Manager(TAM),,Big Organization
35118657,235295,386534,Designated Support Engineer(DSE),,Big Organization
30473645,235295,386534,PCAAS for Business,,Big Organization
76591471,235295,386534,Dell Technologies Unified Workspace,,Big Organization
54709646,235295,386534,ProSupport One for Data Center,,Big Organization
29633171,235295,386534,Optimize for Storage,,Big Organization
24780101,235295,386534,Service Account Manager(SAM),,Big Organization
57212704,767674,763457,Keep Your Hard Drive,,Academic purpose
86201927,391837,763457,ProSupport,,Academic purpose
36954763,466560,457953,Support Assist,,Gaming Purpose
93447585,900756,648367,Technical Account Manager(TAM),,Big Organization
56566406,678628,207552,Secure Remote Services,,Small organization
11595963,492527,648367,Designated Support Engineer(DSE),,Big Organization
23703056,886060,648367,PCAAS for Business,,Big Organization
36967889,366431,207552,ProSupport Plus,,Small Organization
33411035,331297,648367,Dell Technologies Unified Workspace,,Big Organization
33202319,496541,207552,ProSupport Flex,,Small organization
51054858,654617,648367,ProSupport One for Data Center,,Big Organization
15572579,163409,207552,Service Account Manager(SAM),,Small organization
86864282,299088,386534,Optimize for Storage,,Big Organization
10953677,961442,985473,Premium Support,,Personal Use
32255727,155097,457953,TechDirect,,Gaming Purpose
31869974,976422,763457,FIX your PC,,Academic purpose
71021879,138911,386534,Service Account Manager(SAM),,Big Organization
85488881,160938,207552,PCAAS for Enterprise,,Small Organization
64333844,399707,457953,Accidental Damage Service,,Gaming Purpose
36684785,713294,457953,Premium Support Plus,,Gaming Purpose
97492098,627298,207552,Secure Remote Services,,Small organization
85621516,709884,985473,Base Warranty,,Personal Use
29302270,932773,386534,Technical Account Manager(TAM),,Big Organization
83368861,796605,386534,Designated Support Engineer(DSE),,Big Organization
56274858,885395,207552,ProSupport Plus,,Small organization
97318469,885395,207552,ProSupport Flex,,Small organization
31953044,411503,386534,PCAAS for Business,,Big Organization
43002606,622405,457953,Warranty Extension,,Gaming Purpose
82858354,233136,457953,Support Assist,,Gaming Purpose
13693390,170637,386534,Dell Technologies Unified Workspace,,Big Organization
52058155,215719,763457,Warranty Extension,,Academic purpose
73747173,452163,763457,Keep Your Hard Drive,,Academic purpose
56312973,572204,985473,Warranty Extension,,Personal Use
98223313,779517,985473,FIX your PC,,Personal Use
26904542,844157,457953,TechDirect,,Gaming Purpose
22374362,312726,985473,Support Assist,,Personal Use
60326043,419549,207552,Service Account Manager(SAM),,Small Organization
88540910,419549,207552,PCAAS for Enterprise,,Small Organization
40760079,505927,207552,Secure Remote Services,,Small Organization
84565046,526254,207552,ProSupport Plus,,Small Organization
15004030,460226,386534,ProSupport One for Data Center,,Big Organization
36757803,840113,985473,Secure Remote Services,,Personal Use
39622549,432820,985473,MyService360,,Personal Use
74180314,957596,763457,ProSupport,,Academic purpose
41907305,530134,985473,Premium Support,,Personal Use
54684878,316372,457953,Accidental Damage Service,,Gaming Purpose
64886589,501658,763457,FIX your PC,,Academic purpose
54488670,147133,207552,ProSupport Flex,,Small Organization
26236813,551149,386534,Optimize for Storage,,Big Organization
31719412,551149,386534,Service Account Manager(SAM),,Big Organization
17071278,551149,386534,Technical Account Manager(TAM),,Big Organization
29606179,551149,386534,Designated Support Engineer(DSE),,Big Organization
42733941,551149,386534,PCAAS for Business,,Big Organization
82765963,551149,386534,Dell Technologies Unified Workspace,,Big Organization
77575314,595558,985473,Base Warranty,,Personal Use
25577623,637407,648367,ProSupport One for Data Center,,Big Organization
97492419,597741,648367,Optimize for Storage,,Big Organization
41059388,403534,457953,Premium Support Plus,,Gaming Purpose
65395368,314661,648367,Service Account Manager(SAM),,Big Organization
80474453,317987,763457,Warranty Extension,,Academic purpose
15586226,820109,763457,Keep Your Hard Drive,,Academic purpose
25482766,388558,207552,Service Account Manager(SAM),,Small Organization
61091578,403207,207552,PCAAS for Enterprise,,Small organization
52552047,143711,457953,Warranty Extension,,Gaming Purpose
76264530,402180,207552,Secure Remote Services,,Small organization
65645432,242388,985473,Warranty Extension,,Personal Use
11277943,819367,763457,ProSupport,,Academic purpose
88019762,962291,207552,ProSupport Flex,,Small Organization
74387512,856379,207552,ProSupport Plus,,Small organization
55035969,149972,207552,Service Account Manager(SAM),,Small organization
35831774,174955,648367,Technical Account Manager(TAM),,Big Organization
51838420,174955,648367,Designated Support Engineer(DSE),,Big Organization
59941852,174955,648367,PCAAS for Business,,Big Organization
82263060,174955,648367,Dell Technologies Unified Workspace,,Big Organization
97184006,549389,985473,FIX your PC,,Personal Use
29434928,466832,207552,PCAAS for Enterprise,,Small Organization
88167882,203380,207552,Secure Remote Services,,Small Organization
15973443,915991,207552,ProSupport Flex,,Small Organization
26064503,289172,386534,ProSupport One for Data Center,,Big Organization
