col0,col1,col2,col3,col4
1,Alliance of Digital Humanities Organizations,ADHO,,https://adho.org/
2,The Association for Computers and the Humanities,ACH,,http://ach.org/
3,Association for Literary and Linguistic Computing,ALLC,,
4,DH Benelux,DHBenelux,,http://www.dhbenelux.org/
5,Australasian Association for Digital Humanities,aaDH,,https://aa-dh.org/
6,European Association for Digital Humanities,EADH,,https://eadh.org/
7,Japanese Association for Digital Humanities,JADH,,https://www.jadh.org
8,Red de Humanidades Digitales,RHD,,http://www.humanidadesdigitales.net/
9,KeystoneDH,KeystoneDH,The Pennsylvania Digital Humanities Network.,http://keystonedh.network/
10,"African American History, Culture, and Digital Humanities",AADHUM,,
11,American Association for History and Computing,AAHC,,
12,Association for History and Computing,AHC,,
13,American Council of Learned Societies,ACLS,,
14,Association for Computing Machinery,ACM,,
15,Hypertext,Hypertext,,
16,"Association for History and Computing, Low Countries",AHC Low Countries,,
17,"Association for History and Computing, Russia",AHC Russia,,
18,"Association for History and Computing, United Kingdom",AHC UK,,
19,Associazione per l'Informatica Umanistica e la Cultura Digitale (Italian Association of Digital Humanities),AIUCD,,
20,Caribbean Digital,Caribbean Digital,,
21,Computers and Teaching in the Humanities,CATH,,
22,Chesapeake Digital Humanities Consortium,CDHC,,
23,Canadian Society for Digital Humanities / Société canadienne des humanités numériques,CSDH/SCHN,,
24,Digital Research Infrastructure for the Arts and Humanities - Deutschland,DARIAH-DE,,
25,TextGrid,TextGrid,,
26,Data for History,Data for History,,
27,Digital Humanities Alliance for Research and Teaching Innovations,DHARTI,,
28,Digital Humanities Association of Southern Africa,DHASA,,
29,Chicago Colloquium on Digital Humanities and Computer Science,DHCS,,
30,Digital Humanities im deutschsprachigen Raum (Digital Humanities in German-Speaking Countries),DHd,,
31,Digital Humanities in the Nordic Countries,DHN,,
32,DHNord,DHNord,,
33,Russian Association for Digital Humanities,DHRussia,,
34,"Transylvania Digital Humanities Centre, Babeș-Bolyai University",DigiHUBB,,
35,Digital Frontiers,Digital Frontiers,,
36,Digital Innovation and Scholarship in the Social Sciences and Humanities Symposium,DISSH,,
37,Digital Research in the Humanities and Arts,DRHA,,
38,EDUCOM,EDUCOM,,
39,Florida Digital Humanities,FLDH,,
40,"Humanities, Arts, Science and Technology Alliance and Collaboratory",HASTAC,,
41,Humanidades Digitales Hispánicas (Hispanic Digital Humanities). Sociedad Internacional,HDH,,
42,IBM,IBM,,
43,International Conference on Databases in the Humanities and Social Sciences,ICDBHSS,,
44,Institute of Museum and Library Services,IMLS,,
45,Network Detroit,Network Detroit,,
46,Pacific Neighborhood Consortium,Pacific Neighborhood Consortium,,
47,Roy Rosenzweig Center for History and New Media,RRCHNM,,
48,Taiwanese Association for Digital Humanities,TADH,,
49,Text Encoding Initiative,TEI,,
50,Texas Digital Humanities Consortium,TxDHC,,
51,Electronic Literature Organization,ELO,,https://eliterature.org/
52,Arbeitsgemeinschaft Geschichte und EDV eV,AGE,German branch of the Association for History and Computing (AHC),https://www.age-net.de/
53,Digital Library Federation,DLF,,https://www.diglib.org/
55,Asociación Argentina de Humanidades Digitales,AAHD,Founded 2013,http://aahd.net.ar/
