col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
1,1,3,0,0,Forscher-Ich,0,54,,anonymous,2018-01-18T12:53:15.295,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:32:15.371
2,3,3,1,0,Forscher-Ich*,0,43,,anonymous,2018-01-18T12:53:49.166,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:35:27.702
3,0,0,1,0,Schreiber-Ich,0,0,,anonymous,2018-01-18T12:54:15.040,0,0,0,,0,0,0,4278190335,anonymous,2018-01-18T12:54:15.040
4,2,3,1,0,Verfasser-Ich,0,337,,anonymous,2018-01-18T12:54:30.794,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:34:56.040
5,4,3,1,0,Verfasser-Ich*,0,56,,anonymous,2018-01-18T12:54:43.243,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:23:11.517
6,0,3,0,0,Erzähler-Ich,0,216,,anonymous,2018-01-18T12:54:55.041,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:29:16.762
7,0,4,1,0,Erzähler-Ich*,0,47,,anonymous,2018-01-18T12:55:04.096,0,0,0,,0,0,0,4278190335,anonymous,2018-03-17T11:34:48.346
8,1,9,1,0,SB-Ich,0,359,,anonymous,2018-01-18T12:55:48.315,0,0,0,,0,0,0,4294934528,anonymous,2018-03-17T11:19:45.803
9,0,12,1,0,SB,0,3,,anonymous,2018-01-18T12:56:28.925,0,0,0,,0,0,0,4294934528,anonymous,2018-03-15T17:06:48.145
10,0,9,1,0,"SB thematisiert ""Ich""",0,6,,anonymous,2018-01-18T12:56:45.802,0,0,0,,0,0,0,4294934528,anonymous,2018-03-15T17:37:25.856
11,1,0,1,0,Sonstige,0,0,,anonymous,2018-01-18T12:57:27.289,0,0,0,,0,0,0,4278255360,anonymous,2018-01-18T12:57:27.289
12,2,11,1,0,"""Ich"" in Beispielen,Zitaten etc",0,1069,,anonymous,2018-01-18T12:57:54.522,0,0,0,,0,0,0,4278255360,anonymous,2018-03-17T11:35:44.909
13,1,11,0,0,"""Ich"" stellvertr. für Allgemeinheit",0,49,,anonymous,2018-01-18T13:00:00.299,0,0,0,,0,0,0,4278255360,anonymous,2018-03-17T11:33:58.535
14,0,11,1,0,Eid,0,37,,anonymous,2018-01-18T13:00:10.769,0,0,0,,0,0,0,4278255360,anonymous,2018-03-15T17:41:12.362
