col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
admin,Admin,1,admins,fr,,1,1,90019,,4.0,img/user/1033_128px.png
demo,Demo,2,users,fr,,1,1,90020,,4.0,img/user/1033_128px.png
dirg,Yoann MARQUES,3,MGT,fr,,1,1,90001,1.0,4.0,img/user/1033_128px.png
assist,Lucy ROBERT,4,MGT,fr,,1,1,90002,2.0,4.0,img/user/1033_128px.png
dirpro,Lucas RICHARD,5,MGT,fr,,1,1,90003,3.0,4.0,img/user/1033_128px.png
chefpro,Daniel SILVA,6,ERP,fr,,1,1,90004,4.0,4.0,img/user/1033_128px.png
consultant,Charles MARTIN,7,CST,fr,,1,1,90005,5.0,4.0,img/user/1033_128px.png
demoerp,Kevin DEMOERP,8,ERP,fr,saleman.dashboard.view.sample,1,1,90006,6.0,3.0,img/user/1033_128px.png
democrm,Charles DEMOCRM,9,CRM,fr,"crm.opportunit;""img/user/1033_128px_en.png""ies.dashboard.2.view",1,1,90007,7.0,1.0,img/user/1033_128px.png
comn,Tony RAYMOND,10,VTE,fr,,1,1,90008,8.0,1.0,img/user/1033_128px.png
coms1,Thomas LAMY,11,VTE,fr,,1,1,90009,9.0,2.0,img/user/1033_128px.png
coms2,Anne GIRAULT,12,VTE,fr,,1,1,90010,10.0,2.0,img/user/1012_128px.png
comi,Dimitri GEOFFROY,13,VTE,fr,,1,1,90011,11.0,3.0,img/user/1033_128px.png
achat,Alex DAVID,14,ACH,fr,,1,1,90012,12.0,4.0,img/user/1033_128px.png
prod,William ANDRE,15,OPS,fr,,1,1,90013,13.0,4.0,img/user/1033_128px.png
dirsupp,David MAURIN,16,OPS,fr,,1,1,90014,14.0,4.0,img/user/1033_128px.png
supp1,Cyril MARCHAL,17,OPS,fr,,1,1,90015,15.0,4.0,img/user/1033_128px.png
supp2,Robin COSTA,18,OPS,fr,,1,1,90016,16.0,4.0,img/user/1033_128px.png
dirrh,Romane COLIN,19,HRM,fr,,1,1,90017,17.0,4.0,img/user/1012_128px.png
compta,Victoria LOUIS,20,CPT,fr,,1,1,90018,18.0,4.0,img/user/1012_128px.png
client,123 Service,21,CLT,fr,wizard-client-view,1,1,88,,,img/user/88_120px.png
fournisseur,TOP Components,22,FRN,fr,wizard-supplier-view,1,1,148,,,img/user/148_128px.png
