col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
06/29/2009,Cross,Country,Men,Single,Speed,,,,
"Place,License",,,,,,,,,
"1,277052,Dik,Lagerwerff,Boise,ID,1:38:46.00,Wild",Rockies,,,,,,,,
"2,204050,Alex,Phipps,Boise,ID,1:41:10.00,Broken",Spoke,,,,,,,,
"3,283822,Joshua,Krattiger,Boise,ID,1:42:20.00,Wild",Rockies,,,,,,,,
"4,232996,Gary,Stott,Boise,ID,1:47:30.00,Team",Green,,,,,,,,
"5,272239,Chad,Watson,Boise,ID,1:48:10.00,",,,,,,,,,
"6,80194,Brian,Fuller,Coeur",D,"Alene,ID,1:49:13.00,Reel",Theatre,,,,,,
"7,295452,Mike,Burkhart,Boise,ID,1:52:32.00,chiro",first,,,,,,,,
"8,0,brent,Heikkila,,,1:59:25.00,",,,,,,,,,
"9,7499,Steve,Comish,Boise,ID,2:08:55.00,chiro",first,,,,,,,,
06/29/2009,Cross,Country,Men,Pro,,,,,
"Place,License",,,,,,,,,
"1,0,Nico,Lebrun,,,1:32:40.00,Wild",Rockies,,,,,,,,
"2,84158,Brett,Nichols,Garden","City,ID,1:33:38.00,River",City,,,,,,,
"3,186738,Kevin,Donovan,Sammamish,WA,1:35:50.00,Lactic",,,,,,,,,
"4,119453,Sam,Young,Ketchum,ID,1:38:28.00,Sun",Summit,,,,,,,,
"DQ,15243,David,Harrison,Sun","Valley,ID,0,Dollarhide",,,,,,,,
06/29/2009,Cross,Country,Men,Cat,3,Junior,13-15,,
"Place,License",,,,,,,,,
"1,0,Jessie,Zimmerman,,,53:34.00,",,,,,,,,,
"2,0,Earl,Liam,,,54:33.00,",,,,,,,,,
"3,281627,Anders,Nystrom,Boise,ID,1:10:22.00,",,,,,,,,,
"4,0,Todd,Chap,,,1:19:22.00,",,,,,,,,,
"5,0,Alec,Miller,,,1:22:29.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,3,Junior,16-17,,
"Place,License",,,,,,,,,
"1,0,Ryan,compagnone,,,1:9:2.00,",,,,,,,,,
"2,0,Tate,Thorton,,,1:30:23.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,3,Master,20-29,,
"Place,License",,,,,,,,,
"1,0,Alan,Thompson,,,1:9:0.00,",,,,,,,,,
"2,0,Adam,Jackson,,,1:23:37.00,Reel",Theatre,,,,,,,,
"3,0,Aaron,McNutt,,,1:41:43.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,3,Master,40-49,,
"Place,License",,,,,,,,,
"1,0,Daryl,Hargerle,,,56:31.00,",,,,,,,,,
"2,0,Tom,Beauchaine,,,1:4:3.00,",,,,,,,,,
"3,0,Danny,Barnett,,,1:5:40.00,Lost",River,Cycling,Club,,,,,,
"4,0,Jack,Savoie,,,1:12:22.00,",,,,,,,,,
"5,0,Cade,Lloyd,,,1:19:26.00,",,,,,,,,,
"6,0,Mike,Sabin,,,1:27:53.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Clydesdale,,,
"Place,License",,,,,,,,,
"1,272740,Weston,Wheat,Boise,ID,1:58:14.00,",,,,,,,,,
"2,279421,Kelly,Jorschumb,Boise,ID,2:58.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Junior,16-17,,
"Place,License",,,,,,,,,
"1,0,Ben,Zimmerman,,,1:44:52.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Senior,19-29,,
"Place,License",,,,,,,,,
"1,281124,Steve,Rudzinski,Boise,ID,1:35:59.00,",,,,,,,,,
"2,294104,John,Trojacek,Boise,ID,1:52:23.00,Wild",Rockies,,,,,,,,
"3,251794,Anthony,Bunt,Nampa,ID,1:54:19.00,EMI",,,,,,,,,
"4,0,Chris,Raymes,,,2:07:27.00,FCA",Endurance,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Master,30-39,,
"Place,License",,,,,,,,,
"1,238012,Hal,Miller,Nampa,ID,1:45:51.00,Broken",Spoke,,,,,,,,
"2,0,Lenny,Nelson,,,1:45:56.00,Broken",Spoke,Cycling,,,,,,,
"3,0,Matt,Beeter,,,1:53:32.00,Wild",Rockies,Racing,,,,,,,
"4,202182,Jay,Armstrong,Boise,ID,1:58:30.00,",,,,,,,,,
"5,0,David,tiber,,,2:13:52.00,",,,,,,,,,
"6,0,Daniel,Burkhart,,,2:21:20.00,chiro",first,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Master,40-49,,
"Place,License",,,,,,,,,
"1,0,Mike,Smith,,,1:40:59.00,",,,,,,,,,
"2,214986,Andrew,Kirk,Sun","Valley,ID,1:42:30.00,Wild",rockies,,,,,,,
"3,0,Jay,Kochaver,,,2:6:32.00,",,,,,,,,,
"4,0,Dean,Jennings,,,2:29:0.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,2,Master,50-99,,
"Place,License",,,,,,,,,
"1,242722,William","(Bill),Dickerson,Moscow,ID,2:2:20.00,",,,,,,,,
"2,0,Cahill,Jones,,,2:9:20.00,",,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,1,Master,30-39,,
"Place,License",,,,,,,,,
"1,13911,Thomas,Grant,Boise,ID,1:38:25.00,BODE",,,,,,,,,
"2,277032,Todd,Meier,Boise,ID,1:39:37.00,Broken",Spoke,,,,,,,,
"3,215094,Adam,Wirth,Boise,ID,1:42:25.00,Wild",Rockies,,,,,,,,
"4,13345,Nate,Ginzton,Boise,ID,1:42:28.00,Broken",,,,,,,,,
"5,276758,Jared,Rammell,Boise,ID,1:43:1.00,IMT",,,,,,,,,
"6,242245,Arn,Allemand,Meridian,ID,1:47:19.00,Lactic",Acid,Cycling,,,,,,,
"7,238282,Ben,Stein,Boise,ID,1:50:25.00,Team",Reel,Theatre,/,TVCC,,,,,
"8,175924,Brian,Rees,Hemet,CA,1:50:34.00,Wild",rockies,,,,,,,,
06/29/2009,Cross,Country,Men,Cat,1,Master,40-99,,
"Place,License",,,,,,,,,
"1,179215,Brian,Taylor,Boise,ID,1:37:35.00,Lactic",Acid,Cycling,,,,,,,
"2,207646,Jon,Gould,Boise,ID,1:44:0.00,Team",Green,,,,,,,,
"3,104606,Paul,Schiffman,Boise,ID,1:44:20.00,Lactic",Acid,Cycling,,,,,,,
"4,24340,Ronald,Miller,Boise,ID,1:46:30.00,Physio",therapy,,,,,,,,
"5,226024,Tim,Dykstra,Clarkston,WA,1:51:22.00,Clarkston",racer,,,,,,,,
"6,250100,Troy,Zimmerman,Palm",Beach,"Gardens,FL,1:52:52.00,Ute",,,,,,,
"7,261537,Christopher,Berry,Boise,ID,1:53:20.00,Dobbiaco",,,,,,,,,
06/29/2009,Cross,Country,Women,Pro,,,,,
"Place,License",,,,,,,,,
"1,73798,Jennifer,Tobin,Boise,ID,1:50:30.00,Wild",Rockies,,,,,,,,
"2,139667,Sarah,Barber,Boise,ID,1:52:42.00,Kristin",Armstrong,academy,,,,,,,
"3,229694,Lynn,Stott,Boise,ID,1:55:40.00,Wild",Rockies,,,,,,,,
06/29/2009,Cross,Country,Women,Cat,3,Senior,20-29,,
"Place,License",,,,,,,,,
"1,0,Jorden,Jensen,,,1:15:0.00,",,,,,,,,,
"2,0,Amy,Yost,,,1:16:30.00,",,,,,,,,,
06/29/2009,Cross,Country,Women,Cat,3,Master,30-39,,
"Place,License",,,,,,,,,
"1,0,Liz,Roberts,,,1:13:28.00,",,,,,,,,,
"2,0,Jenny,Isenhart,,,1:28:28.00,",,,,,,,,,
"3,0,Amy,Burton,,,1:51:30.00,",,,,,,,,,
06/29/2009,Cross,Country,Women,Cat,2,Senior,20-29,,
"Place,License",,,,,,,,,
"1,0,Ashley,Lloyd,,,2:30:19.00,",,,,,,,,,
06/29/2009,Cross,Country,Women,Cat,2,Master,30-39,,
"Place,License",,,,,,,,,
"1,280406,Kerri,Stone,Golden,CO,1:56:30.00,",,,,,,,,,
"2,0,Kelly,Wirth,,,2:0.00,",,,,,,,,,
"3,0,Chris,Crager,,,2:20:0.00,",,,,,,,,,
"4,0,Mercy,Deb,,,2:20:25.00,",,,,,,,,,
06/29/2009,Cross,Country,Women,Cat,1,Senior,19-29,,
"Place,License",,,,,,,,,
"1,262282,Jocelyn,Johns,Sweet,ID,1:59:39.00,wild",rockies,,,,,,,,
