col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
4,6/11/15,A,4,3,14,228,1,0,38,0,385,1,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6/11/15,A,5,2,268,32,8,0,0,1,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
6,6/11/15,A,6,3,47,33,11,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6/11/15,A,7,2,60,8,1,0,0,6,79,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6/11/15,A,8,3,287,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6/11/15,A,9,2,397,0,40,10,0,0,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6/11/15,A,10,3,74,0,42,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
11,6/11/15,A,11,2,0,161,1,0,8,4,60,2,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0
15,6/11/15,B,4,3,0,544,0,0,41,8,120,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6/11/15,B,5,2,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,6/11/15,B,6,3,126,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,6/11/15,B,8,3,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6/11/15,B,9,2,34,0,55,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6/11/15,B,10,3,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
22,6/11/15,B,11,2,0,95,0,0,1,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,6/11/15,C,4,3,2,183,0,0,25,7,8,1,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,6/11/15,C,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,6/11/15,C,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,6/11/15,C,7,2,34,1,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,6/11/15,C,8,3,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
