col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
DialectSwitch,458D,883,1,1,0,0,Less Than High School,1.0,Low,AAE,Girl,44.0,32.0,111.0,90.0,44.0,33.0,89.0,79.0
DialectSwitch,402D,841,0,1,0,0,High School Diploma,3.0,Low,AAE,Boy,53.0,60.0,135.0,106.0,54.0,73.0,123.0,100.0
DialectSwitch,407D,842,1,1,0,0,Less Than High School,1.0,Low,AAE,Girl,47.0,40.0,118.0,94.0,47.0,47.0,102.0,89.0
DialectSwitch,408D,843,0,1,0,0,High School Diploma,3.0,Low,AAE,Boy,53.0,37.0,116.0,84.0,53.0,44.0,99.0,79.0
DialectSwitch,411D,844,1,0,0,0,College Degree,6.0,High,MAE,Girl,53.0,72.0,144.0,120.0,54.0,119.0,155.0,134.0
DialectSwitch,415D,845,0,1,0,0,Less Than High School,1.0,Low,AAE,Boy,44.0,58.0,134.0,117.0,45.0,53.0,107.0,97.0
DialectSwitch,418D,846,1,0,0,0,College Degree,6.0,High,MAE,Girl,57.0,79.0,149.0,122.0,57.0,118.0,154.0,131.0
DialectSwitch,421D,847,1,1,0,0,Less Than High School,1.0,Low,AAE,Girl,46.0,32.0,111.0,87.0,48.0,38.0,94.0,78.0
DialectSwitch,422D,848,1,0,0,0,College Degree,6.0,High,MAE,Girl,51.0,58.0,134.0,107.0,51.0,78.0,126.0,108.0
DialectSwitch,423D,849,0,0,0,0,College Degree,6.0,High,MAE,Boy,49.0,58.0,134.0,110.0,49.0,71.0,121.0,105.0
DialectSwitch,424D,850,0,0,0,0,College Degree,6.0,High,MAE,Boy,53.0,57.0,133.0,103.0,52.0,83.0,130.0,110.0
DialectSwitch,425D,851,0,0,0,0,Graduate Degree,7.0,High,MAE,Boy,49.0,66.0,140.0,119.0,49.0,81.0,128.0,113.0
DialectSwitch,426D,852,0,0,0,0,Graduate Degree,7.0,High,MAE,Boy,54.0,89.0,155.0,133.0,54.0,86.0,132.0,110.0
DialectSwitch,427D,853,0,0,0,0,College Degree,6.0,High,MAE,Boy,45.0,89.0,155.0,147.0,46.0,119.0,155.0,145.0
DialectSwitch,428D,854,0,1,0,0,Technical/Associate's Degree,5.0,Mid,AAE,Boy,64.0,68.0,141.0,100.0,64.0,79.0,127.0,93.0
DialectSwitch,429D,855,1,1,0,0,College Degree,6.0,High,AAE,Girl,58.0,54.0,130.0,93.0,57.0,80.0,128.0,103.0
DialectSwitch,430D,856,1,0,0,0,Graduate Degree,7.0,High,MAE,Girl,54.0,96.0,160.0,140.0,54.0,132.0,164.0,144.0
DialectSwitch,431D,857,1,0,0,0,Graduate Degree,7.0,High,MAE,Girl,56.0,80.0,150.0,123.0,56.0,115.0,152.0,129.0
DialectSwitch,432D,858,0,0,0,0,Graduate Degree,7.0,High,MAE,Boy,44.0,76.0,147.0,136.0,44.0,117.0,153.0,145.0
DialectSwitch,433D,859,1,0,1,0,Technical/Associate's Degree,5.0,Mid,MAE,Girl,43.0,75.0,146.0,137.0,43.0,118.0,154.0,148.0
DialectSwitch,434D,860,0,0,0,0,Graduate Degree,7.0,High,MAE,Boy,53.0,64.0,138.0,110.0,54.0,90.0,135.0,113.0
DialectSwitch,435D,861,0,1,0,0,,,,AAE,Boy,69.0,58.0,134.0,89.0,69.0,75.0,124.0,87.0
