col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33
473689,101001246905,01/13/2015 10:49:48 PM,04/13/2015 10:49:48 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,116 Bremen St  East Boston  MA  02128,1.0,09,1.0,A7,East Boston,1.0,Ward 1,104.0,R3,116 Bremen St,2128.0,Address,195592.0,42.3715,-71.0361,Constituent Call,"(42.3715, -71.0361)"
476363,101001250635,01/20/2015 04:44:20 PM,04/20/2015 04:44:20 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,16 Wildwood St  Dorchester  MA  02124,8.0,07,4.0,B3,Greater Mattapan,9.0,Ward 14,1405.0,CM,16 Wildwood St,2124.0,Address,149710.0,42.2836,-71.0871,Constituent Call,"(42.2836, -71.0871)"
508167,101001296132,02/15/2015 03:17:53 PM,05/16/2015 03:17:53 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,77 Bay State Rd  Boston  MA  02215,4.0,10A,8.0,D4,Fenway / Kenmore / Audubon Circle / Longwood,14.0,Ward 5,510.0,A,77 Bay State Rd,2215.0,Address,182981.0,42.3503,-71.0964,Constituent Call,"(42.3503, -71.0964)"
513218,101001302637,02/17/2015 07:35:33 PM,05/18/2015 07:35:33 PM,03/12/2015 05:02:33 PM,ONTIME,Closed,Case Closed :,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,42 Wheatland Ave  Dorchester  MA  02124,8.0,07,4.0,B3,Dorchester,9.0,Ward 17,1703.0,R2,42 Wheatland Ave,2124.0,Address,149076.0,42.2932,-71.0738,Constituent Call,"(42.2932, -71.0738)"
546094,101001350370,04/06/2015 03:05:34 PM,07/05/2015 03:05:33 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,72 Marginal St  East Boston  MA  02128,1.0,09,1.0,A7,East Boston,1.0,Ward 1,103.0,RC,72 Marginal St,2128.0,Address,268591.0,42.3666,-71.0385,Constituent Call,"(42.3666, -71.0385)"
553162,101001360176,04/20/2015 07:27:55 PM,07/19/2015 07:27:55 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,17 Ledgemere Rd  Brighton  MA  02135,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 21,2113.0,E,17 Ledgemere Rd,2135.0,Address,263289.0,42.3434,-71.153,Constituent Call,"(42.3434, -71.153)"
570468,101001395422,05/26/2015 09:56:00 PM,08/24/2015 09:56:17 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,1701 Washington St  Roxbury  MA  02118,4.0,1C,7.0,D4,South End,6.0,Ward 9,902.0,E,1701 Washington St,2118.0,Address,330432.0,42.3374,-71.0762,Constituent Call,"(42.3374, -71.0762)"
571163,101001396418,05/27/2015 11:53:00 PM,08/25/2015 11:53:16 PM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,52 Lamartine St  Roxbury  MA  02119,9.0,10A,6.0,E13,Roxbury,11.0,11,1104.0,,52 Lamartine St,2119.0,Address,173741.0,42.3211,-71.1016,Self Service,"(42.3211, -71.1016)"
593693,101001429128,07/14/2015 12:15:00 PM,10/12/2015 12:15:01 PM,07/16/2015 10:16:28 AM,ONTIME,Closed,Case Closed. Closed date : 2015-07-16 10:16:28.87 ROA: Refer to Other Agency/Division,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,10 Emerson Pl  Boston  MA  02114,3.0,1B,8.0,A1,Back Bay,3.0,03,,,10 Emerson Pl,2114.0,Address,164999.0,42.3652,-71.0689,Self Service,"(42.3652, -71.0689)"
593979,101001429492,07/14/2015 06:09:00 PM,10/12/2015 06:09:12 PM,07/15/2015 11:28:44 AM,ONTIME,Closed,Case Closed. Closed date : 2015-07-15 11:28:44.78 :,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,10 Emerson Pl  Boston  MA  02114,3.0,1B,8.0,A1,Back Bay,3.0,03,,,10 Emerson Pl,2114.0,Address,164999.0,42.3652,-71.0689,Constituent Call,"(42.3652, -71.0689)"
596701,101001433113,07/20/2015 11:24:00 AM,10/18/2015 11:24:25 AM,08/07/2015 08:06:23 AM,ONTIME,Closed,Case Closed. Closed date : 2015-08-07 08:06:23.907 CORR: Corrected,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,794 Massachusetts Ave  Roxbury  MA  02118,4.0,1C,2.0,D4,Roxbury,6.0,08,802.0,,794 Massachusetts Ave,2118.0,Address,352717.0,42.3594,-71.0587,Constituent Call,"(0, 0)"
596864,101001433318,07/20/2015 01:43:23 PM,10/18/2015 01:43:23 PM,07/20/2015 01:45:29 PM,ONTIME,Closed,Case Closed. Closed date : 2015-07-20 13:45:29.493 Case Invalid,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,90 Brainerd Rd  Allston  MA  02134,11.0,04,9.0,D14,Allston / Brighton,15.0,Ward 21,2108.0,CD,90 Brainerd Rd,2134.0,Address,19520.0,42.3469,-71.1342,Constituent Call,"(42.3469, -71.1342)"
603298,101001502118,08/03/2015 11:14:00 AM,11/01/2015 11:14:32 AM,08/26/2015 10:25:16 AM,ONTIME,Closed,Case Closed. Closed date : 2015-08-26 10:25:16.61 :,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,9 Trotter Ct  Roxbury  MA  02118,7.0,10B,7.0,D4,Roxbury,13.0,09,903.0,E,9 Trotter Ct,2118.0,Address,170553.0,42.3362,-71.0812,Constituent Call,"(42.3362, -71.0812)"
605386,101001504888,08/06/2015 10:59:00 AM,11/04/2015 10:59:29 AM,,OVERDUE,Open,,Poor Ventilation,Inspectional Services,Housing,Poor Ventilation,ISD_Housing (INTERNAL),ISD,,,417 Seaver St  Dorchester  MA  02121,7.0,03,4.0,B3,Greater Mattapan,8.0,Ward 14,1406.0,R3,417 Seaver St,2121.0,Address,124208.0,42.303,-71.081,Constituent Call,"(42.303, -71.081)"
