col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,Norma Fisher,Norma Fisher,Purchasing Manager,"9342 Lori Bypass Suite 711
East Sandra, CO 92162",London,,04907,UK,(171) 555-2222,,
2,Jorge Sullivan,Jorge Sullivan,Order Administrator,"PSC 8684, Box 8339
APO AA 76482",New Orleans,LA,75719,USA,(100) 555-4822,,
3,Elizabeth Woods,Elizabeth Woods,Sales Representative,"515 Tom Roads Suite 330
Davebury, WY 22846",Ann Arbor,MI,12382,USA,(313) 555-5735,(313) 555-3349,
4,Susan Wagner,Susan Wagner,Marketing Manager,"23098 Anthony Roads
New Maria, MO 12498",Tokyo,,89442,Japan,(03) 3555-5011,,
5,Peter Montgomery,Peter Montgomery,Export Administrator,"90321 Clark Union
Lake Andrewchester, CT 34569",Oviedo,Asturias,68396,Spain,(98) 598 76 54,,
6,Theodore Mcgrath,Theodore Mcgrath,Marketing Representative,"456 Bruce Mountain
New Craigfurt, KS 47497",Osaka,,99833,Japan,(06) 431-7877,,Mayumi's (on the World Wide Web)
9,Stephanie Collins,Stephanie Collins,Sales Agent,"PSC 7923, Box 0225
APO AP 33359",Göteborg,,79162,Sweden,031-987 65 43,031-987 65 91,
10,Stephanie Sutton,Stephanie Sutton,Marketing Manager,"207 Mccullough Well Suite 564
New Hannah, WA 10865",Sao Paulo,,10509,Brazil,(11) 555 4640,,
11,Brian Hamilton,Brian Hamilton,Sales Manager,"423 Bell Heights
Brittanyberg, ME 51359",Berlin,,98407,Germany,(010) 9984510,,
12,Susan Levy,Susan Levy,International Marketing Mgr.,"93523 Dana Lane
Johnsonshire, WI 87296",Frankfurt,,56385,Germany,(069) 992755,,Plutzer (on the World Wide Web)
13,Sean Green,Sean Green,Coordinator Foreign Markets,"1427 Odonnell Rapids
North Troyport, NH 07035",Cuxhaven,,99410,Germany,(04721) 8713,(04721) 8714,
14,Kimberly Smith,Kimberly Smith,Sales Representative,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198", 75,Ravenna,27515,48100,Italy,(0544) 60323,(0544) 60603
15,Jennifer Summers,Jennifer Summers,Marketing Manager,"76104 Marsh Crescent
Dennishaven, SD 85034",Sandvika,,38467,Norway,(0)2-953010,,
16,April Snyder,April Snyder,Regional Account Rep.,"0003 Grant Lakes
Port Karafort, SD 60619",Bend,OR,70679,USA,(503) 555-9931,,
17,Dana Nguyen,Dana Nguyen,Sales Representative,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",Stockholm,,78962,Sweden,08-123 45 67,,
19,Cheryl Bradley,Cheryl Bradley,Wholesale Account Agent,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",Boston,MA,55268,USA,(617) 555-3267,(617) 555-3389,
20,Walter Pratt,Walter Pratt,Owner,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894", Suite ,,63705,,,,
21,Bobby Flores,Bobby Flores,Sales Manager,"30601 Hawkins Highway
Morashire, TX 28976",Lyngby,,51431,Denmark,43844108,43844115,
22,Tasha Rodriguez,Tasha Rodriguez,Accounting Manager,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",Zaandam,,80118,Netherlands,(12345) 1212,(12345) 1210,
23,Michelle Kelley,Michelle Kelley,Product Manager,"76582 Vanessa Oval
New Richard, NE 68819",Lappeenranta,,77360,Finland,(953) 10956,,
25,Kimberly Maynard,Kimberly Maynard,Marketing Manager,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",Montréal,Québec,31115,Canada,(514) 555-9022,,
29,Laurie Wallace,Laurie Wallace,Accounting Manager,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",Ste-Hyacinthe,Québec,03185,Canada,(514) 555-2955,(514) 555-2921,
