col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
507,19,Norma Fisher,1,Norma Fisher,"1510 James Ferry
South Jasonton, AK 71835",31405.0,Georgia,Norma Fisher,Lin Media
509,7,Jorge Sullivan,1,Jorge Sullivan,"1314 Graham Circle
Williamsville, MO 26630",46808.0,Indiana,Jorge Sullivan,Lin Media
514,5,Elizabeth Woods,1,Elizabeth Woods,"230 Megan Junctions Suite 197
North Thomas, OK 67164",14207.0,New York,Elizabeth Woods,Lin Media
521,18,Susan Wagner,1,Susan Wagner,"PSC 5642, Box 8071
APO AA 97365",2914.0,Rhode Island,Susan Wagner,Lin Media
527,11,Peter Montgomery,1,Peter Montgomery,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",46202.0,Indiana,Peter Montgomery,Lin Media
533,15,Theodore Mcgrath,1,Theodore Mcgrath,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",6510.0,Connecticut,Theodore Mcgrath,Lin Media
536,24,Stephanie Collins,1,Stephanie Collins,"75470 Lopez Roads
Port Jessicatown, TX 55221",44512.0,Ohio,Stephanie Collins,Lin Media
542,6,Stephanie Sutton,1,Stephanie Sutton,"08913 Charlene Flat
Joshuaburgh, NJ 52496",45439.0,Ohio,Stephanie Sutton,Lin Media
543,20,Brian Hamilton,1,Brian Hamilton,"7142 Wilson Drives
Melissaton, IL 89760",1013.0,Massachusetts,Brian Hamilton,Lin Media
544,17,Susan Levy,1,Susan Levy,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",23704.0,Virginia,Susan Levy,Lin Media
563,8,Sean Green,1,Sean Green,"9004 Edward Prairie
Michaelside, LA 15560",49503.0,Michigan,Sean Green,Lin Media
581,21,Kimberly Smith,1,Kimberly Smith,"42814 Houston Hills
Rodriguezside, NJ 62629",47808.0,Indiana,Kimberly Smith,Lin Media
582,12,Jennifer Summers,1,Jennifer Summers,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",47906.0,Indiana,Jennifer Summers,Lin Media
605,22,April Snyder,1,April Snyder,"8847 Kramer Station
South Christopher, KS 77208",66618.0,Kansas,April Snyder,Lin Media
611,13,Dana Nguyen,1,Dana Nguyen,"51108 Goodwin Flats Apt. 764
Lake Bobby, IL 82213",50401.0,Iowa,Dana Nguyen,Lin Media
630,4,Cheryl Bradley,1,Cheryl Bradley,"6582 Vanessa Oval
New Richard, NE 68819",35209.0,Alabama,Cheryl Bradley,Lin Media
635,3,Walter Pratt,1,Walter Pratt,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",78701.0,Texas,Walter Pratt,Lin Media
658,9,Bobby Flores,1,Bobby Flores,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",54304.0,Wisconsin,Bobby Flores,Lin Media
678,23,Tasha Rodriguez,1,Tasha Rodriguez,"891 Bullock Ford
Amandachester, NJ 51431",67203.0,Kansas,Tasha Rodriguez,Lin Media
686,14,Michelle Kelley,1,Michelle Kelley,"02489 Cook Park
Sherriport, MT 50853",36606.0,Alabama,Michelle Kelley,Lin Media
744,10,Kimberly Maynard,1,Kimberly Maynard,"23450 Timothy Divide
Wuland, UT 20341",96814.0,Hawaii,Kimberly Maynard,Lin Media
790,1,Laurie Wallace,1,Laurie Wallace,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",87104.0,New Mexico,Laurie Wallace,Lin Media
790,2,Janice Johnston,1,Janice Johnston,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",87104.0,New Mexico,Janice Johnston,Lin Media
820,16,Collin Lopez,1,Collin Lopez,"5100 Scott Burg
East Clayton, SC 66353",97201.0,Oregon,Collin Lopez,Lin Media
501,1,Mary Alvarez,4,Mary Alvarez,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",,New York,Mary Alvarez,Tribune
504,15,Peter Mcdowell,4,Peter Mcdowell,"5415 David Square
West Michaeltown, IN 48447",,Pennsylvania,Peter Mcdowell,Tribune
511,5,Sarah Villanueva,4,Sarah Villanueva,"03104 Norris Rapids
Port Donald, DE 62982",,Columbia,Sarah Villanueva,Tribune
527,9,Kimberly Myers,4,Kimberly Myers,"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915",,Indiana,Kimberly Myers,Tribune
