col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
7003,Norma Fisher,The first mission to Mars in 2020,Austria,"Australia, United States, China, United Kingdom",Norma Fisher,lindawest@kaiser.info,123456789,Mars Health Center Project,Construct a health center.,01/01/2020,20,the new mars,mission,"builder, designer","5, 3",launched,,
7006,Jorge Sullivan,constructs infrastructures on Mars,Austria,"Australia, United States, China",Jorge Sullivan,andrea18@olsen-fernandez.org,123456789,railway construction,construct railways,10/01/2023,12,the new mars,mission,designer,5,Planning phase,,
7010,Elizabeth Woods,constructs infrastructures on Mars,China,China,Elizabeth Woods,zdavis@yahoo.com,14576912432,road construction,construct roads,09/10/2018,35,the new mars,mission,"builder, designer","8, 5",launched,,
7035,Susan Wagner,constructs infrastructures on Mars,United States,"Australia, United States, China, United Kingdom",Susan Wagner,kellylopez@gmail.com,439756324,house construction,build houses for living,12/12/2019,50,the new mars,mission,"builder, designer","4, 3",launched,,
7037,Peter Montgomery,research on developing agriculture on Mars,United States,"Australia, United States, China, United Kingdom",Peter Montgomery,thomas12@mclean.net,439756324,agriculture,produce food,02/12/2020,80,the new mars,mission,farmer,10,launched,,
7128,Theodore Mcgrath,heal the sick on Mars,Italy,"Australia, United States, China, United Kingdom",Theodore Mcgrath,aimee33@hotmail.com,439756357,medical treatmemt,heal the sick,08/07/2020,20,the new mars,mission,doctor,8,Planning phase,,
7129,Stephanie Collins,teaching on Mars,China,"Australia, United States, China, United Kingdom",Stephanie Collins,shannon51@yahoo.com,439756378,education,teaching,09/08/2020,12,the new mars,mission,teacher,10,Planning phase,,
7130,Stephanie Sutton,heal the sick on Mars,Austria,"Australia, United States, China, United Kingdom",Stephanie Sutton,vmatthews@sanchez.com,439756389,medical treatmemt,teeth care,10/08/2020,35,the new mars,mission,dentist,6,Planning phase,,
7135,Brian Hamilton,teaching on Mars,Japan,"Australia, United States, China, United Kingdom",Brian Hamilton,nathanjackson@cabrera-garcia.com,439756309,education,teaching,09/07/2020,50,the new mars,mission,teacher,5,Planning phase,,
7180,Susan Levy,manage garden on Mars,Korea,"Australia, United States, China, United Kingdom",Susan Levy,montoyacynthia@guzman.com,439756377,agriculture,manage garden ,08/09/2020,80,the new mars,mission,gardener,10,Planning phase,,
7200,Sean Green,protect forest on Mars,singapore,"Australia, United States, China, United Kingdom",Sean Green,hdavis@jacobs.com,439756388,agriculture,protect forest,09/09/2020,20,the new mars,mission,forest ranger,4,Planning phase,,
7211,Kimberly Smith,heal the sick on Mars,China,"Australia, United States, China, United Kingdom",Kimberly Smith,zclark@giles.net,439756399,medical treatmemt,heal the sick,03/07/2020,12,the new mars,mission,doctor,10,launched,,
7232,Jennifer Summers,constructs infrastructures on Mars,Italy,"Australia, United States, China, United Kingdom",Jennifer Summers,huffchad@gmail.com,439756300,building construction,construct buildings,04/07/2020,35,the new mars,mission,builder,9,launched,,
7233,April Snyder,sale goods on Mars,Italy,"Australia, United States, China, United Kingdom",April Snyder,ryan08@yahoo.com,439756365,sales profession,sale goods,08/12/2021,50,the new mars,mission,sales,3,Planning phase,,
7250,Dana Nguyen,produce flower on Mars,singapore,"Australia, United States, China, United Kingdom",Dana Nguyen,lyonspeter@howard-dennis.org,439756305,agriculture,produce flower,08/11/2022,80,the new mars,mission,farmer,5,Planning phase,,
7251,Cheryl Bradley,produce food on Mars,singapore,"Australia, United States, China, United Kingdom",Cheryl Bradley,tammybrown@moore.com,439756345,agriculture,produce food,09/11/2023,80,the new mars,mission,farmer,5,Planning phase,,
