col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41
479103,Norma Fisher,Norma Fisher,,1998-12-18,1.0,Alcohol abuse,,,,Norma Fisher,,,1,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,6/7/06,6/23/14,6/29/15 9:58,,,,,, ,,"1314 Graham Circle
Williamsville, MO 26630",1
479119,Jorge Sullivan,Jorge Sullivan,844264631.0,2012-03-26,,Alcohol Abuse,,,,Jorge Sullivan,,,0,,1,,1,1.0,1,0.0,1,1.0,,,1,0,0,0,,7/25/06,4/9/14,9/13/14 7:23,,,,,, ,,"230 Megan Junctions Suite 197
North Thomas, OK 67164",1
479161,Elizabeth Woods,Elizabeth Woods,785374521.0,1976-11-27,,Both alcohol and drug abuse,,,,Elizabeth Woods,,,0,,1,,1,0.0,1,0.0,1,0.0,,,1,0,0,0,,8/11/09,8/13/15,8/14/15 19:38,,,,,, ,,"PSC 5642, Box 8071
APO AA 97365",1
479179,Susan Wagner,Susan Wagner,132788245.0,1987-09-09,,No,,,,Susan Wagner,,,1,,1,,1,1.0,1,0.0,1,,,,1,0,0,0,,7/19/06,3/5/14,9/13/14 7:08,,,,,, ,,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",1
479190,Peter Montgomery,Peter Montgomery,,1974-10-06,,Data not collected,,,,Peter Montgomery,,,9,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,1/23/08,4/9/15,6/3/15 19:50,,,,,, ,,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",1
479204,Theodore Mcgrath,Theodore Mcgrath,,1985-01-10,,Alcohol abuse,,,,Theodore Mcgrath,,,8,,1,,1,1.0,0,0.0,1,0.0,,,1,0,0,0,,9/14/07,1/7/15,10/8/15 10:41,,,,,, ,,"75470 Lopez Roads
Port Jessicatown, TX 55221",1
479249,Stephanie Collins,Stephanie Collins,,1974-11-24,,Alcohol abuse,,,,Stephanie Collins,,,3,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,8/22/06,10/16/15,10/16/15 22:13,,,,,, ,,"08913 Charlene Flat
Joshuaburgh, NJ 52496",1
479339,Stephanie Sutton,Stephanie Sutton,975981297.0,2014-01-09,,Alcohol abuse,,,,Stephanie Sutton,,,1,,1,,1,0.0,1,0.0,1,0.0,,,1,0,0,0,,9/3/07,10/13/15,10/14/15 4:22,,,,,, ,,"7142 Wilson Drives
Melissaton, IL 89760",1
479391,Brian Hamilton,Brian Hamilton,,1990-06-27,,No,,,,Brian Hamilton,,,1,,1,,1,0.0,0,0.0,1,0.0,,,1,0,0,0,,11/10/06,10/16/15,10/16/15 18:47,,,,,, ,,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",1
479394,Susan Levy,Susan Levy,,1993-11-02,,Client refused,,,,Susan Levy,,,2,,1,,1,0.0,1,0.0,1,0.0,,,1,0,0,0,,10/26/06,10/15/15,10/16/15 4:01,,,,,, ,,"9004 Edward Prairie
Michaelside, LA 15560",1
479431,Sean Green,Sean Green,,1999-09-04,1.0,Alcohol abuse,,,,Sean Green,,,3,,1,,1,1.0,1,0.0,1,0.0,,,1,0,0,0,,12/18/06,10/13/15,10/14/15 4:22,,,,,, ,,"42814 Houston Hills
Rodriguezside, NJ 62629",1
479451,Kimberly Smith,Kimberly Smith,283089092.0,1982-04-09,,No,,,,Kimberly Smith,,,1,,1,,1,0.0,0,0.0,1,0.0,,,1,0,0,0,,4/16/06,10/16/15,10/16/15 19:51,,,,,, ,,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",1
479503,Jennifer Summers,Jennifer Summers,,1974-02-26,,Alcohol abuse,,,,Jennifer Summers,,,4,,1,,1,0.0,0,0.0,0,0.0,,,1,0,0,0,,4/15/06,10/11/15,10/12/15 4:30,,,,,, ,,"8847 Kramer Station
South Christopher, KS 77208",1
