col0,col1,col2,col3,col4,col5
1,1,Basics of Qualitative Research: Techniques and Procedures for Developing Grounded Theory,1998,"Strauss, A., Corbin, J.","248 Cook Park
Sherriport, MT 50853"
2,3,Qualitative Methods in Empirical Studies of Software Engineering,1999,"Seaman, C. B., July","23450 Timothy Divide
Wuland, UT 20341"
3,3,Desmet: A method for evaluating software engineering methods and tools,1996,"Kitchenham, B.","0976 Williams Mountains Apt. 009
Lake Mario, OH 85565"
4,6,quasi-experimentation—design & analysis issues for field settings,1979,t.d. cook and d.t. campbell,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884"
5,6,reporting experiments in software engineering,2008,"a. jedlitschka, m. ciolkowski, d. pfahl","5100 Scott Burg
East Clayton, SC 66353"
6,6,Guide to Advanced Empirical Software,2008,"F. Shull, J. Singer, D.I.K. Sjøberg","412 Snow Manors Apt. 161
South Kimtown, NV 57004"
7,8,Using differences among replications of software engineering experiments to gain knowledge,2013,N. Juristo and S. Vegas,"5415 David Square
West Michaeltown, IN 48447"
8,8,experimentation in software engineering,2008,wohlin et al.,"03104 Norris Rapids
Port Donald, DE 62982"
9,9,Experimentation in Software Engineering: An Introduction,1999,"Claes Wohlin, Per Runeson, and Martin Host","03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915"
10,10,Empirical studies of software engineering: a roadmap,2000,"Perry, D.E., Porter, A.A., Votta, L.G.","332 Watson Shore Apt. 290
Millerland, MT 39742"
8,12,Experimentation in software engineering,2008,wohlin et al.,"645 John Roads
Danahaven, MS 54060"
9,13,Experimentation in Software Engineering: An Introduction,1999,"Claes Wohlin, Per Runeson, and Martin Host","3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774"
13,25,Guide to Advanced Empirical Software Engineering,2008,Jedlitschka et al.,"5825 Welch Corners
Fischerport, UT 59363"
14,25,Basics of software engineering experimentation,2001,Juristo and Moreno,"41489 Roger Terrace
Davisfort, IN 71770"
9,25,Experimentation in Software Engineering: An Introduction,1999,"Claes Wohlin, Per Runeson, and Martin Host","014 Aaron Locks Suite 714
Justinborough, CO 05147"
14,26,Basics of software engineering experimentation,2001,Juristo and Moreno,"8518 Pamela Track Apt. 164
Aprilshire, SC 28062"
9,26,Experimentation in Software Engineering: An Introduction,1999,"Claes Wohlin, Per Runeson, and Martin Host","864 Ramos Port Apt. 211
Moralesmouth, OH 88090"
8,42,Experimentation in software engineering,2008,wohlin et al.,"637 Neal Island Suite 074
Lake Tyler, RI 28775"
8,44,Experimentation in software engineering,2008,wohlin et al.,"0811 Smith Canyon Apt. 904
Jessicabury, WV 75585"
8,45,Experimentation in software engineering,2008,wohlin et al.,"7562 Fisher Spur
Hernandezberg, MD 17438"
18,56,The Goal Question Metric Approach,1994,V. Basili,"5667 Blair Underpass
South Shelby, VT 07027"
14,69,Basics of software engineering experimentation,2001,Juristo and Moreno,"PSC 0312, Box 5023
APO AP 39498"
8,71,experimentation in software engineering,2008,wohlin et al.,"6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008"
20,73,Experimental Methodology,2006,"L. B. Christensen,","16396 Shawn Junction
New Nicolemouth, ND 60236"
21,73,Guidelines for Conducting and Reporting Case Study Research in Software Engineering,2009,P. Runeson and M. Host,"PSC 4080, Box 3513
APO AP 45818"
22,73,Case Study Research: Design and Methods,2002,R. K. Yin,"4486 Olson Well
North Kevin, CA 01707"
14,73,Basics of software engineering experimentation,2001,Juristo and Moreno,"67771 Christopher Courts Apt. 637
Port Ronaldfurt, HI 33233"
6,73,Guide to Advanced Empirical Software,2008,"F. Shull, J. Singer, D.I.K. Sjøberg","5561 Bishop Turnpike
Lake Kenneth, NY 79756"
8,80,experimentation in software engineering,2008,wohlin et al.,"3019 Gerald Mall Apt. 340
Trevinoville, SD 36216"
23,83,"Statistics for Experimenters: Design, innovation, and discovery",2005,G. E. P. Box; J. S. Hunter; W. G. Hunter.,"84331 Leonard Fort Suite 749
East Lisa, NY 43477"
24,87,Experimental and Quasi-Experimental Designs for Generalized Causal Inference,2002,W. R. Shadish; T. D. Cook,"62281 Kathy Tunnel
Hudsonborough, VA 17819"
8,87,experimentation in software engineering,2008,wohlin et al.,"9927 Christina Burg Suite 774
East Angelaburgh, NM 97149"
14,87,Basics of software engineering experimentation,2001,Juristo and Moreno,"142 Warner View Suite 460
North Leslie, IA 45480"
25,87,Preliminary Guidelines for Empirical Research in Software Engineering,2002,B. A. Kitchenham; I. C. Society; S. L. Pfleeger; L. M. Pickard; P. W. Jones; D. C. Hoaglin; K. El Emam; J. Rosenberg,"5240 Berry Centers
West Andrew, AR 03720"
26,90,Quantitative Research Methods for Professionals in Education and Other Fields,2006,"Vogt, W. P. ","51056 Patricia Forge
Grahamstad, HI 85576"
8,90,experimentation in software engineering,2008,wohlin et al.,"0648 Malone Port Apt. 662
New Devonhaven, VA 92199"
8,100,experimentation in software engineering,2008,wohlin et al.,"23028 Jennifer Meadow Apt. 972
West Matthewfurt, SC 05261"
27,102,How to design and report experiments,2002,A. Field and G. Hole.,"2738 Martin Terrace Suite 547
Smithhaven, LA 72649"
8,109,experimentation in software engineering,2008,wohlin et al.,"984 Stephen Stravenue
South Michaelton, KY 97488"
