col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
49603,中和2015052604 ,黑色 短 ,大型,混種,公,成,a1 ,飼主不擬飼養,中和區,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/263/14326247301254.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49603&flag=0%0A
49653,板橋2015052716 ,黃色 短 ,中型,混種,公,成,A5 ,陳情案,三峽區插角里80號(大板根),2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/262/14327119471115.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49653&flag=0%0A
49654,板橋2015052717 ,虎斑色 短 ,中型,混種,母,成,B5 ,陳情案,三峽區插角里80號(大板根),2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/262/14327120921655.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49654&flag=0%0A
49650,板橋2015052714 ,黃白色 短 ,中型,混種,母,成,X區 ,陳情案,板橋區陽明街29巷1弄13號,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/262/14327115091640.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49650&flag=0%0A
49652,中和2015052704 ,橘虎斑 短 ,中型,混種,公,幼,a1 ,民眾拾獲,鶯歌區中正三路,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/263/14327119241731.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49652&flag=0%0A
49631,中和2015052703 ,白底虎斑 短 ,小型,混種,公,幼,a1 ,陳情案,中和區民享街68巷,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/263/14327005461483.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49631&flag=0%0A
49629,板橋2015052703 ,虎斑色 短 ,中型,混種,公,成,X區 ,陳情案,三峽區大同街 87巷鯉魚池,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/262/14327002311727.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49629&flag=0%0A
49630,中和2015052702 ,橘虎斑 短 ,大型,混種,公,成,a1 ,陳情案,土城區福安街,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/263/14327004851645.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49630&flag=0%0A
49626,新店2015052710 ,虎斑色 短 ,小型,混種,公,幼,M215 ,陳情案,坪林區北宜路六段,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326934591626.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49626&flag=0%0A
49624,新店2015052708 ,黑色 短 ,小型,混種,公,幼,M214 ,陳情案,坪林區北宜路六段,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326929131907.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49624&flag=0%0A
49622,新店2015052707 ,黑色 短 ,小型,混種,母,幼,F220 ,陳情案,坪林區北宜路六段,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326926601841.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49622&flag=0%0A
49625,新店2015052709 ,虎斑色 短 ,小型,混種,母,幼,F221 ,陳情案,坪林區北宜路六段,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326931871847.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49625&flag=0%0A
49619,新店2015052705 ,黑黃色 短 ,中型,混種,母,成,F218 ,陳情案,新店區翠峰路,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326919671153.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49619&flag=0%0A
49620,新店2015052706 ,黑色 短 ,小型,混種,母,幼,F219 ,陳情案,坪林區北宜路六段,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/264/14326924121730.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49620&flag=0%0A
49618,中和2015052701 ,虎斑色 短 ,大型,混種,母,成,A1 ,陳情案,中和區安樂路,2015-05-27,2015-05-27,***,***,http://www.ahiqo.ntpc.gov.tw/upload/diagnosis/263/14326903071326.JPG,http://www.ahiqo.ntpc.gov.tw/adopt.php?id=49618&flag=0%0A
