col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
alomaro01,1968,2,5,P.R.,,Ponce,,,,,,,Norma Fisher,Norma Fisher,Norma Fisher,184,72,B,R,1988-04-22,2004-09-05,alomr001,alomaro01
aloumo01,1966,7,3,USA,GA,Atlanta,,,,,,,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,185,75,R,R,1990-07-26,2008-06-10,aloum001,aloumo01
anderga01,1972,6,30,USA,CA,Los Angeles,,,,,,,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,190,75,L,L,1994-07-27,2010-08-06,andeg001,anderga01
aurilri01,1971,9,2,USA,NY,Brooklyn,,,,,,,Susan Wagner,Susan Wagner,Susan Wagner,170,72,R,R,1995-09-06,2009-10-04,aurir001,aurilri01
beltrad01,1979,4,7,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Peter Montgomery,Peter Montgomery,Peter Montgomery,220,71,R,R,1998-06-24,2016-10-02,belta001,beltrad01
berkmla01,1976,2,10,USA,TX,Waco,,,,,,,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,220,73,B,L,1999-07-16,2013-09-17,berkl001,berkmla01
boonebr01,1969,4,6,USA,CA,El Cajon,,,,,,,Stephanie Collins,Stephanie Collins,Stephanie Collins,180,70,R,R,1992-08-19,2005-07-30,boonb002,boonebr01
caseyse01,1974,7,2,USA,NJ,Willingboro,,,,,,,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,215,76,L,R,1997-09-12,2008-09-28,cases001,caseyse01
durazer01,1974,1,23,Mexico,Sonora,Hermosillo,,,,,,,Brian Hamilton,Brian Hamilton,Brian Hamilton,240,75,L,L,1999-07-26,2005-05-24,durae001,durazer01
floydcl01,1972,12,5,USA,IL,Chicago,,,,,,,Susan Levy,Susan Levy,Susan Levy,220,77,L,R,1993-09-18,2009-06-17,floyc001,floydcl01
giambja01,1971,1,8,USA,CA,West Covina,,,,,,,Sean Green,Sean Green,Sean Green,240,75,L,R,1995-05-08,2014-09-27,giamj001,giambja01
gilesma01,1978,5,18,USA,CA,San Diego,,,,,,,Kimberly Smith,Kimberly Smith,Kimberly Smith,180,68,R,R,2001-04-17,2007-09-28,gilem001,gilesma01
gonzaju03,1969,10,20,P.R.,,Arecibo,,,,,,,Jennifer Summers,Jennifer Summers,Jennifer Summers,175,75,R,R,1989-09-01,2005-05-31,gonzj002,gonzaju03
gonzalu01,1967,9,3,USA,FL,Tampa,,,,,,,April Snyder,April Snyder,April Snyder,180,74,L,R,1990-09-04,2008-09-28,gonzl001,gonzalu01
guerrvl01,1975,2,9,D.R.,Peravia,Nizao,,,,,,,Dana Nguyen,Dana Nguyen,Dana Nguyen,235,75,R,R,1996-09-19,2011-09-28,guerv001,guerrvl01
guillca01,1975,9,30,Venezuela,Aragua,Maracay,,,,,,,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,215,73,B,R,1998-09-06,2011-09-18,guilc001,guillca01
heltoto01,1973,8,20,USA,TN,Knoxville,,,,,,,Walter Pratt,Walter Pratt,Walter Pratt,220,74,L,L,1997-08-02,2013-09-29,heltt001,heltoto01
jonesch06,1972,4,24,USA,FL,DeLand,,,,,,,Bobby Flores,Bobby Flores,Bobby Flores,210,76,B,R,1993-09-11,2012-10-03,jonec004,jonesch06
kendaja01,1974,6,26,USA,CA,San Diego,,,,,,,Tasha Rodriguez,Tasha Rodriguez,Tasha Rodriguez,181,72,R,R,1996-04-01,2010-08-30,kendj001,kendaja01
lopezja01,1970,11,5,P.R.,,Ponce,,,,,,,Michelle Kelley,Michelle Kelley,Michelle Kelley,185,75,R,R,1992-09-18,2006-09-02,lopej001,lopezja01
loretma01,1971,8,14,USA,CA,Santa Monica,,,,,,,Kimberly Maynard,Kimberly Maynard,Kimberly Maynard,175,72,R,R,1995-09-04,2009-10-04,lorem001,loretma01
muellbi02,1971,3,17,USA,MO,Maryland Heights,,,,,,,Laurie Wallace,Laurie Wallace,Laurie Wallace,175,71,B,R,1996-04-18,2006-05-11,muelb001,muellbi02
ordonma01,1974,1,28,Venezuela,Distrito Federal,Caracas,,,,,,,Janice Johnston,Janice Johnston,Janice Johnston,215,72,R,R,1997-08-29,2011-09-27,ordom001,ordonma01
pujolal01,1980,1,16,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Collin Lopez,Collin Lopez,Collin Lopez,240,75,R,R,2001-04-02,2016-09-26,pujoa001,pujolal01
ramirma02,1972,5,30,D.R.,Distrito Nacional,Santo Domingo,,,,,,,Mary Alvarez,Mary Alvarez,Mary Alvarez,225,72,R,R,1993-09-02,2011-04-06,ramim002,ramirma02
renteed01,1976,8,7,Colombia,Atlantico,Barranquilla,,,,,,,Peter Mcdowell,Peter Mcdowell,Peter Mcdowell,200,73,R,R,1996-05-10,2011-09-28,rente001,renteed01
sheffga01,1968,11,18,USA,FL,Tampa,,,,,,,Sarah Villanueva,Sarah Villanueva,Sarah Villanueva,190,71,R,R,1988-09-03,2009-09-30,shefg001,sheffga01
suzukic01,1973,10,22,Japan,Aichi,Nichi Kasugai-gun,,,,,,,Kimberly Myers,Kimberly Myers,Kimberly Myers,175,71,L,R,2001-04-02,2016-10-02,suzui001,suzukic01
willibe02,1968,9,13,P.R.,,San Juan,,,,,,,Desiree Cain,Desiree Cain,Desiree Cain,180,74,B,R,1991-07-07,2006-10-01,willb002,willibe02
