col0,col1,col2,col3,col4,col5,col6,col7,col8
594868575.0,es,"Pronunciamiento  del Pueblo Originario Kichwa de Sarayaku en su asamblea general ordinaria de los dias 16,17, 18  de diciembre del 2016 frente  a la  incursion armada del ejercito y la fuerza publica en territorio de los hermanos del pueblo Shuar Nankints, de Morona Santiago",12/18/2016 12:00,--- Before the incident - Statement against militarization,Online,Sarayaku community media,Official Sarayaku People Statement,http://sarayaku.org/pronunciamiento-del-pueblo-originario-kichwa-de-sarayaku-en-su-asamblea-general-ordinaria-de-los-dias-1617-18-de-diciembre-del-2016-frente-a-la-incursion-armada-del-ejercito-y-la-fuerza-publica/
594868564.0,es,"Sarayaku, ante la emergencia en la Amazonía",12/20/2016 11:41,"""bajo la protección"" / ""under protection""",Online,Sarayaku community media,Official Sarayaku People Statement,http://sarayaku.org/boletin/
594868555.0,es,Sarayaku desmiente ante los medios de comunicación las acusaciones de secuestro  realizadas por el  Presidente Rafael Correa.,12/22/2016 10:37,(Denying) Secuestrado  / Invited to dialogue,Online,Sarayaku community media, Sarayaku People Press Release,http://sarayaku.org/sarayaku-desmiente-ante-los-medios-de-comunicacion-las-acusaciones-del-secuestro-del-presidente-rafael-correa/
594868544.0,es,Acta de acuerdo de las Partes,12/22/2016 15:40,"""presencia y permanencia"" / ""presence and permanence""",Online,Sarayaku community media,Text of the release agreement ,http://sarayaku.org/acta-de-acuerdo/
594868529.0,fr,Sarayaku rejette fermement les accusations de séquestration de 11 militaires formulées par le président Rafael Correa,12/23/2016 14:41,(Denying) Secuestrado / Invited to dialogue,Online,Sarayaku community media, Sarayaku People Press Release (French version),http://sarayaku.org/sarayaku-rejette-fermement-les-accusations-de-sequestration-de-11-militaires-formulees-par-le-president-rafael-correa/
557817123.0,es,Máxima tensión entre el Gobierno y los indígenas,12/22/2016 0:00,Retenidos,Newspaper - Private,Independent,President Correa - COFENIAIE (indigenous org) - Shuar Federation (indigenous org) - CONAIE (indigenous org),http://expreso.ec/actualidad/maxima-tension-entre-el-gobierno-y-los-indigenas-EG954251
557372491.0,es,El problema indígena crece,12/21/2016 0:00,Retenidos,Newspaper - Private,Independent,"Ministers of Defense, Interior, Security and  Justice - President Correa - Patricia Gualinga, Sarayaku leader",http://expreso.ec/actualidad/el-problema-indigena-crece-EL951125
557327268.0,es,Gobierno de Ecuador rechaza retención de 11 militares y anuncia medidas en contra de Sarayaku,12/20/2016 20:44,Retenidos,Online,Slightly Pro Govt,SECOM - President Correa - Secretary of Interior Politics - ,http://ecuadorinmediato.com/index.php?module=Noticias&func=news_user_view&id=2818813081&umt=gobierno_de_ecuador_rechaza_retencif3n_de_11_militares_y_anuncia_medidas_en_contra_de_sarayaku
557317718.0,es,Militares retenidos en Sarayaku fueron liberados tras la firma de acuerdo,12/20/2016 20:30,Retenidos,TV,Slightly Pro Govt,Sarayaku leaders,http://www.teleamazonas.com/2016/12/militares-retenidos-sarayaku-fueron-liberados-tras-la-firma-acuerdo/
557310182.0,es,Presidente Correa pide cambio de Gobernador de Pastaza por legitimar retención de 11 militares en Sarayaku [www.ecuadorinmediato.com],12/20/2016 20:58,Retenidos,Online,Slightly Pro Govt,President Correa,http://www.ecuadorinmediato.com/index.php?module=Noticias&func=news_user_view&id=2818813078&umt=presidente_correa_pide_cambio_de_gobernador_de_pastaza_por_legitimar_retencif3n_de_11_militares_en_sarayaku
