col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
'1',,'Menu_Item_Root',Norma Fisher,,,,,'1','0','0','0','0','0','0000-00-00 00:00:00','0','0',,'0',,'0','41',Port Carrie,'*','0'
'2','main','com_banners',Jorge Sullivan,,'Banners','index.php?option=com_banners','component','0','1','1','4','0','0','0000-00-00 00:00:00','0','0','class:banners','0',,'1','10',Seanfurt,'*','1'
'3','main','com_banners',Elizabeth Woods,,'Banners/Banners','index.php?option=com_banners','component','0','2','2','4','0','0','0000-00-00 00:00:00','0','0','class:banners','0',,'2','3',Barbaraport,'*','1'
'4','main','com_banners_clients',Susan Wagner,,'Banners/Clients','index.php?option=com_banners&view=clients','component','0','2','2','4','0','0','0000-00-00 00:00:00','0','0','class:banners-clients','0',,'4','5',East Lori,'*','1'
'5','main','com_banners_tracks',Peter Montgomery,,'Banners/Tracks','index.php?option=com_banners&view=tracks','component','0','2','2','4','0','0','0000-00-00 00:00:00','0','0','class:banners-tracks','0',,'6','7',New Tinaview,'*','1'
'6','main','com_banners_categories',Theodore Mcgrath,,'Banners/Categories','index.php?option=com_categories&extension=com_banners','component','0','2','2','6','0','0','0000-00-00 00:00:00','0','0','class:banners-cat','0',,'8','9',Jonesberg,'*','1'
'7','main','com_contact',Stephanie Collins,,'Contacts','index.php?option=com_contact','component','0','1','1','8','0','0','0000-00-00 00:00:00','0','0','class:contact','0',,'11','16',North Megan,'*','1'
'8','main','com_contact',Stephanie Sutton,,'Contacts/Contacts','index.php?option=com_contact','component','0','7','2','8','0','0','0000-00-00 00:00:00','0','0','class:contact','0',,'12','13',Masseyhaven,'*','1'
'9','main','com_contact_categories',Brian Hamilton,,'Contacts/Categories','index.php?option=com_categories&extension=com_contact','component','0','7','2','6','0','0','0000-00-00 00:00:00','0','0','class:contact-cat','0',,'14','15',Aimeebury,'*','1'
'10','main','com_messages',Susan Levy,,'Messaging','index.php?option=com_messages','component','0','1','1','15','0','0','0000-00-00 00:00:00','0','0','class:messages','0',,'17','22',Lake Brittany,'*','1'
'11','main','com_messages_add',Sean Green,,'Messaging/New Private Message','index.php?option=com_messages&task=message.add','component','0','10','2','15','0','0','0000-00-00 00:00:00','0','0','class:messages-add','0',,'18','19',Rileymouth,'*','1'
'12','main','com_messages_read',Kimberly Smith,,'Messaging/Read Private Message','index.php?option=com_messages','component','0','10','2','15','0','0','0000-00-00 00:00:00','0','0','class:messages-read','0',,'20','21',Kellerstad,'*','1'
'13','main','com_newsfeeds',Jennifer Summers,,'News Feeds','index.php?option=com_newsfeeds','component','0','1','1','17','0','0','0000-00-00 00:00:00','0','0','class:newsfeeds','0',,'23','28',West Chloefort,'*','1'
'14','main','com_newsfeeds_feeds',April Snyder,,'News Feeds/Feeds','index.php?option=com_newsfeeds','component','0','13','2','17','0','0','0000-00-00 00:00:00','0','0','class:newsfeeds','0',,'24','25',Meganbury,'*','1'
'15','main','com_newsfeeds_categories',Dana Nguyen,,'News Feeds/Categories','index.php?option=com_categories&extension=com_newsfeeds','component','0','13','2','6','0','0','0000-00-00 00:00:00','0','0','class:newsfeeds-cat','0',,'26','27',Lake Josephbury,'*','1'
'16','main','com_redirect',Cheryl Bradley,,'Redirect','index.php?option=com_redirect','component','0','1','1','24','0','0','0000-00-00 00:00:00','0','0','class:redirect','0',,'37','38',Lauramouth,'*','1'
'17','main','com_search',Walter Pratt,,'Search','index.php?option=com_search','component','0','1','1','19','0','0','0000-00-00 00:00:00','0','0','class:search','0',,'29','30',Cabreraville,'*','1'
'18','main','com_weblinks',Bobby Flores,,'Weblinks','index.php?option=com_weblinks','component','0','1','1','21','0','0','0000-00-00 00:00:00','0','0','class:weblinks','0',,'31','36',Port Heidi,'*','1'
'19','main','com_weblinks_links',Tasha Rodriguez,,'Weblinks/Links','index.php?option=com_weblinks','component','0','18','2','21','0','0','0000-00-00 00:00:00','0','0','class:weblinks','0',,'32','33',Port Audreyside,'*','1'
'20','main','com_weblinks_categories',Michelle Kelley,,'Weblinks/Categories','index.php?option=com_categories&extension=com_weblinks','component','0','18','2','6','0','0','0000-00-00 00:00:00','0','0','class:weblinks-cat','0',,'34','35',North Davidborough,'*','1'
