col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
ID_01,10.32,7.44,5.03,5.37,5.37,6.3,6.52,6.18,north_wing
ID_02,8.88,5.24,3.96,3.25,3.92,4.17,2.06,7.21,north_wing
ID_03,6.61,4.7,4.3,3.37,2.83,2.54,2.2,11.93,south_wing
ID_04,8.41,5.28,4.93,3.93,3.75,4.03,4.35,11.6,south_wing
ID_05,6.11,2.69,2.12,1.66,2.38,2.53,2.0,18.61,south_wing
ID_06,8.29,5.26,3.1,1.13,0.45,1.3,1.2,14.66,north_wing
ID_07,7.07,4.01,1.98,1.52,2.27,2.2,2.38,24.17,south_wing
ID_08,9.38,6.04,4.25,4.45,3.22,3.14,1.46,16.94,south_wing
ID_09,7.74,4.02,2.32,2.5,1.47,1.53,1.86,20.19,south_wing
ID_10,9.35,7.23,5.62,5.57,4.04,4.8,4.75,22.79,north_wing
ID_11,10.7,5.87,3.77,2.7,2.52,2.98,2.45,17.88,north_wing
ID_12,9.82,6.53,3.63,3.36,2.24,2.52,2.0,16.23,north_wing
ID_13,10.63,7.04,3.71,2.69,1.92,1.71,1.46,7.12,south_wing
ID_14,7.49,3.72,2.7,1.02,-0.07,0.51,0.37,22.23,south_wing
ID_15,7.27,5.14,3.43,2.54,1.8,1.75,1.54,14.93,south_wing
ID_16,9.41,6.25,3.26,3.19,2.08,1.17,0.49,16.87,north_wing
ID_17,8.19,5.04,2.12,2.47,2.66,1.48,2.46,17.3,north_wing
ID_18,8.99,5.98,4.12,4.51,4.84,5.37,5.09,16.46,north_wing
ID_19,10.32,5.9,3.63,2.49,2.44,1.55,1.98,19.2,south_wing
ID_20,12.18,8.76,7.3,6.9,5.86,6.04,5.07,10.58,north_wing
ID_21,11.09,7.32,5.84,3.87,3.13,2.54,1.6,8.05,north_wing
ID_22,8.35,6.89,4.56,3.79,3.39,3.48,2.98,13.95,south_wing
ID_23,10.36,7.34,5.02,4.3,2.87,2.07,1.23,10.69,north_wing
ID_24,9.98,6.02,3.96,2.44,3.27,3.26,3.24,0.85,south_wing
ID_25,8.32,4.59,2.31,2.39,2.5,3.3,3.36,17.28,north_wing
ID_26,9.5,6.23,4.43,4.49,3.54,3.45,3.19,7.12,south_wing
ID_27,9.75,6.36,4.63,4.32,4.04,3.06,2.88,13.21,north_wing
ID_28,9.22,6.52,4.33,3.1,2.81,2.26,1.12,12.51,south_wing
ID_29,8.04,6.21,4.7,4.86,3.16,1.51,1.4,16.15,south_wing
ID_30,9.22,5.77,4.35,3.72,3.58,2.92,3.11,14.27,north_wing
