col0,col1,col2,col3,col4,col5,col6
"658 Jared Radial Suite 022
Mathewstad, CO 44836", 2,Norma Fisher, R, 1130, -, -
"42294 Foster Plaza
West Danny, IA 06826", 4,Jorge Sullivan, R, -, -, -
"6546 Cory Orchard
Rogersmouth, NJ 15706", 1,Elizabeth Woods, R, -, -, -
"45229 Drake Route Apt. 113
North Paul, MO 73439", 1,Susan Wagner, RW, 1, 0 ~ 252, -
"9361 Robinson Green Apt. 635
North Lynntown, NC 59694", 1,Peter Montgomery, RW, 1, 0 ~ 7, -
"76430 Cindy Cove
South Nicholas, FL 14230", 1,Theodore Mcgrath, RW, 250, 0 ~ 254, 2 [μsec]
"Unit 7296 Box 6875
DPO AA 65859", 1,Stephanie Collins, RW, 0, 0 ~ 5, -
"930 Thornton Summit
Lisaton, FL 34171", 1,Stephanie Sutton, RW, 3, 0 ~ 16, -
"9471 Zachary Canyon
East Davidport, WV 59298", 1,Brian Hamilton, RW, 255, 0 ~ 252, -
"75868 Audrey Springs
Lake Ronaldborough, ND 78962", 1,Susan Levy, RW, 2, 1 ~ 2, -
"9930 Joy Hollow Suite 517
Sherriport, MT 50853", 4,Sean Green, RW, 0, -1044479 ~ 1044479, 1 [pulse]
"23450 Timothy Divide
Wuland, UT 20341", 4,Kimberly Smith, RW, 10, 0 ~ 1023, 0.229 [rev/min]
"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565", 1,Jennifer Summers, RW, 80, 0 ~ 100, 1 [°C]
"1097 Santos Springs Suite 264
New Michelleborough, WY 51884", 2,April Snyder, RW, 160, 95 ~ 160, 0.1 [V]
"5100 Scott Burg
East Clayton, SC 66353", 2,Dana Nguyen, RW, 95, 95 ~ 160, 0.1 [V]
"412 Snow Manors Apt. 161
South Kimtown, NV 57004", 2,Cheryl Bradley, RW, 885, 0 ~ 885, 0.113 [%]
"5415 David Square
West Michaeltown, IN 48447", 2,Walter Pratt, RW, 2047, 0 ~ 2047, 2.69 [mA]
"03104 Norris Rapids
Port Donald, DE 62982", 4,Bobby Flores, RW, 230, 0 ~ 1023, 0.229 [rev/min]
"03557 Phillips Wells Suite 291
New Beverlyburgh, FL 16915", 4,Tasha Rodriguez, RW, 4095, 0 ~ 4095, 1 [pulse]
"332 Watson Shore Apt. 290
Millerland, MT 39742", 4,Michelle Kelley, RW, 0, 0 ~ 4095, 1 [pulse]
"645 John Roads
Danahaven, MS 54060", 1,Kimberly Maynard, RW, 3, 0 ~ 3, -
"3547 Stephanie Underpass Apt. 418
Port Jacqueline, HI 55774", 1,Laurie Wallace, RW, 3, 0 ~ 3, -
"5825 Welch Corners
Fischerport, UT 59363", 1,Janice Johnston, RW, 3, 0 ~ 3, -
"41489 Roger Terrace
Davisfort, IN 71770", 1,Collin Lopez, RW, 52, -, -
"014 Aaron Locks Suite 714
Justinborough, CO 05147", 1,Mary Alvarez, RW, 0, 0 ~ 1, -
"8518 Pamela Track Apt. 164
Aprilshire, SC 28062", 1,Peter Mcdowell, RW, 0, 0 ~ 1, -
"864 Ramos Port Apt. 211
Moralesmouth, OH 88090", 1,Sarah Villanueva, RW, 2, 0 ~ 2, -
"637 Neal Island Suite 074
Lake Tyler, RI 28775", 1,Kimberly Myers, R, 0, 0 ~ 1, -
"0811 Smith Canyon Apt. 904
Jessicabury, WV 75585", 1,Desiree Cain, R, 0, -, -
"7562 Fisher Spur
Hernandezberg, MD 17438", 2,Stephanie Lawrence, RW, 1920, 0 ~ 16383, -
"5667 Blair Underpass
South Shelby, VT 07027", 2,Lauren Hayes, RW, 100, 0 ~ 16383, -
"PSC 0312, Box 5023
APO AP 39498", 2,Whitney Stark, RW, 0, 0 ~ 16383, -
"6708 Carpenter Overpass Suite 735
Bobbyton, MI 01008", 2,Angela Salazar, RW, 0, 0 ~ 16383, -
"16396 Shawn Junction
New Nicolemouth, ND 60236", 2,Mr. Ryan Sanchez, RW, 800, 0 ~ 16383, -
