col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12
t1,sch1,paigetaylor1,Ibz_1KVu^(,Norma Fisher,Norma Fisher,Norma Fisher,turnerkelly@gmail.com,1.0,123.0,Active,Teacher,EdLD
t2,sch1,,b!4A,Jorge Sullivan,Jorge Sullivan,Jorge Sullivan,tamaramorrison@hotmail.com,,,,,
t3,sch2,travisholland3,!86rGPzrn&,Elizabeth Woods,Elizabeth Woods,Elizabeth Woods,zdavis@yahoo.com,3.0,123.0,Active,Teacher,EdLD
t4,sch2,erikariley4,y&5^T6s9@f,Susan Wagner,Susan Wagner,Susan Wagner,kellylopez@gmail.com,4.0,123.0,Active,Teacher,EdLD
t5,sch3,ashleyhayes5,uxm7uOlQU%,Peter Montgomery,Peter Montgomery,Peter Montgomery,thomas12@mclean.net,5.0,123.0,Active,Teacher,EdLD
t6,sch3,williamjohnson6,teIS$*S7%3,Theodore Mcgrath,Theodore Mcgrath,Theodore Mcgrath,aimee33@hotmail.com,6.0,123.0,Active,Teacher,EdLD
t7,sch4,hayleydavis7,rw(ukfAq^4,Stephanie Collins,Stephanie Collins,Stephanie Collins,shannon51@yahoo.com,7.0,123.0,Active,Teacher,EdLD
t8,sch4,cynthiadunn8,09KS6QRN!d,Stephanie Sutton,Stephanie Sutton,Stephanie Sutton,vmatthews@sanchez.com,8.0,123.0,Active,Teacher,EdLD
t9,sch5,ernestanderson9,_6DPntemG1,Brian Hamilton,Brian Hamilton,Brian Hamilton,nathanjackson@cabrera-garcia.com,9.0,123.0,Active,Teacher,EdLD
t10,sch5,,90HT5I8i(O,Susan Levy,Susan Levy,Susan Levy,montoyacynthia@guzman.com,10.0,123.0,Active,Teacher,EdLD
t11,sch6,stevencline11,@X36N3+hhr,Sean Green,Sean Green,Sean Green,hdavis@jacobs.com,11.0,123.0,Active,Teacher,EdLD
t12,sch6,angelabaxter12,(Zlb7KtZ((,Kimberly Smith,Kimberly Smith,Kimberly Smith,zclark@giles.net,12.0,123.0,Active,Teacher,EdLD
t13,sch7,jessicawright13,PU1tkBOqS+,Jennifer Summers,Jennifer Summers,Jennifer Summers,huffchad@gmail.com,13.0,123.0,Active,Teacher,EdLD
t14,sch7,samuelwatts14,_q2Ju$Ecl8,April Snyder,April Snyder,April Snyder,ryan08@yahoo.com,14.0,123.0,Active,Teacher,EdLD
t15,sch8,adrianjordan15,d%t6VEhcQV,Dana Nguyen,Dana Nguyen,Dana Nguyen,lyonspeter@howard-dennis.org,15.0,123.0,Active,Teacher,EdLD
t16,sch8,edwardjohnson16,hyVPSPco_0,Cheryl Bradley,Cheryl Bradley,Cheryl Bradley,tammybrown@moore.com,16.0,123.0,Active,Teacher,EdLD
t17,sch9,jefffrye17,AwKqk_5+%8,Walter Pratt,Walter Pratt,Walter Pratt,alexandermaldonado@hotmail.com,17.0,123.0,Active,Teacher,EdLD
t18,sch9,benjaminrobinson18,@9YaC^mhM4,Bobby Flores,Bobby Flores,Bobby Flores,paul42@hotmail.com,18.0,123.0,Active,Teacher,EdLD
