col0,col1,col2,col3,col4,col5,col6,col7,col8
0,0,不明,フメイ,不明,0,0,99999999,True
1010,10,京都大学,キョウトダイガク,京大,0,0,1010,False
1011,10,京都大学（桂キャンパス）,キョウトダイガク（カツラキャンパス）,京大（桂）,0,0,1011,False
1012,10,京都大学（宇治キャンパス）,キョウトダイガク（ウジキャンパス）,京大（宇治）,0,0,1012,False
1020,10,同志社大学（今出川キャンパス）,ドウシシャダイガク（イマデガワキャンパス）,同志社大（今出川）,0,0,1020,False
1021,10,同志社大学（田辺キャンパス）,ドウシシャダイガク（タナベキャンパス）,同志社大（田辺）,0,0,1021,False
1022,10,同志社女子大学（今出川キャンパス）,ドウシシャジョシダイガク（イマデガワキャンパス）,同女大（今出川）,0,0,1022,False
1023,10,同志社女子大学（田辺キャンパス）,ドウシシャジョシダイガク（タナベキャンパス）,同女大（田辺）,0,0,1023,False
1030,10,立命館大学（衣笠キャンパス）,リツメイカンダイガク（キヌガサキャンパス）,立命館大（衣笠）,0,0,1030,False
1040,10,京都産業大学,キョウトサンギョウダイガク,京産大,0,0,1040,False
1050,10,龍谷大学（深草キャンパス）,リュウコクダイガク（フカクサキャンパス）,龍大（深草）,0,0,1050,False
1051,10,龍谷大学（大宮キャンパス）,リュウコクダイガク（オオミヤキャンパス）,龍大（大宮）,0,0,1051,False
1060,10,佛教大学,ブッキョウダイガク,佛大,0,0,1060,False
1070,10,大谷大学,オオタニダイガク,大谷大,0,0,1070,False
1080,10,京都府立大学,キョウトフリツダイガク,京都府大,0,0,1080,False
1090,10,京都府立医科大学,キョウトフリツイカダイガク,京都府医大,0,0,1080,False
1100,10,京都工芸繊維大学,キョウトコウゲイセンイダイガク,京都工繊大,0,0,1100,False
1110,10,京都外国語大学,キョウトガイコクゴダイガク,京都外大,0,0,1110,False
1120,10,京都市立芸術大学,キョウトシリツゲイジュツダイガク,京都市立芸大,0,0,1120,False
1130,10,京都造形芸術大学,キョウトゾウケイゲイジュツダイガク,京都造形大,0,0,1130,False
1140,10,京都女子大学,キョウトジョシダイガク,京女大,0,0,1140,False
1150,10,京都精華大学,キョウトセイカダイガク,京都精華大,0,0,1150,False
1160,10,京都先端科学大学(太秦キャンパス),キョウトセンタンカガクダイガク（ウズマサキャンパス）,京都先端大（太秦）,0,0,1160,False
1170,10,京都教育大学,キョウトキョウイクダイガク,京都教育大,0,0,1170,False
1180,10,京都ノートルダム女子大学,キョウトノートルダムジョシダイガク,ダム女大,0,0,1180,False
1190,10,花園大学,ハナゾノダイガク,花大,0,0,1190,False
1200,10,京都光華女子大学,キョウトコウカジョシダイガク,光華女子大,0,0,1200,False
1210,10,京都橘大学,キョウトタチバナダイガク,京都橘大,0,0,1210,False
1220,10,京都文教大学,キョウトブンキョウダイガク,京都文教大,0,0,1220,False
1230,10,京都薬科大学,キョウトヤッカダイガク,京都薬大,0,0,1230,False
1240,10,京都華頂大学,キョウトカチョウダイガク,京都華頂大,0,0,1240,False
1250,10,嵯峨美術大学,サガビジュツダイガク,嵯峨美大,0,0,1250,False
1260,10,平安女学院大学,ヘイアンジョガクインダイガク,平女大,0,0,1260,False
2010,11,池坊短期大学,イケノボウタンキダイガク,池坊短大,0,0,2010,False
2020,11,京都聖母女学院短期大学,キョウトセイボジョガクインタンキダイガク,聖母短大,0,0,2020,False
2030,11,京都経済短期大学,キョウトケイザイタンキダイガク,京経短大,0,0,2030,False
3010,20,京都調理師専門学校,キョウトチョウリシセンモンガッコウ,京都調理師,0,0,3010,False
3020,20,京都製菓技術専門学校,京都セイカギジュツセンモンガッコウ,京都製菓,0,0,3020,False
3030,20,キャリエールホテル旅行専門学校,キャリエールホテルリョコウセンモンガッコウ,キャリエール,0,0,3030,False
3040,20,大原簿記法律専門学校,大原ボキホウリツセンモンガッコウ,大原,0,0,3040,False
3050,20,京都栄養医療専門学校,キョウトエイヨウイリョウセンモンガッコウ,京都栄養医療,0,0,3050,False
3060,20,京都コンピュータ学院（京都駅前校）,キョウトコンピュータガクイン（キョウトエキマエコウ）,京コン（駅前）,0,0,3060,False
3061,20,京都コンピュータ学院（鴨川校）,キョウトコンピュータガクイン（カモガワコウ）,京コン（鴨川）,0,0,3061,False
3062,20,京都コンピュータ学院（洛北校）,キョウトコンピュータガクイン（ラクホクコウ）,京コン（洛北）,0,0,3062,False
