col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
04/03/2011,Cross,Country,Men,Pro,,,,East Lori,,
"Place,License",,,,,,,,New Tinaview,,
"1,24621,Shawn,Mitchell,Boise,ID,,",,,,,,,,Jonesberg,,
"2,197708,Darren,Lightfield,Boise,ID,,",,,,,,,,North Megan,,
04/03/2011,Cross,Country,Men,Cat,1/2/3,Single,Speed,Masseyhaven,,
"Place,License",,,,,,,,Aimeebury,,
"1,204050,Alex,Phipps,Boise,ID,,Broken",Spoke,Cycling,,,,,,Lake Brittany,,
"2,137393,Mike,Sherman,Boise,ID,,Broken",Spoke,Cycling,,,,,,Rileymouth,,
"3,177132,Mike,Kennedy,Boise,ID,,St.",Lukes,Sports,Medicine/Intermountain,,,,,Kellerstad,,
04/03/2011,Cross,Country,Men,Junior,10-12,,,West Chloefort,,
"Place,License",,,,,,,,Meganbury,,
"1,0,Aaron,Payne,,,,",,,,,,,,Lake Josephbury,,
"2,0,Trevor,Winstral,,,,",,,,,,,,Lauramouth,,
"3,346504,Thomas,Clark,Idaho","Falls,ID,,",,,,,,,Cabreraville,,
"4,0,Ethan,Davis,,,,",,,,,,,,Port Heidi,,
04/03/2011,Cross,Country,Men,Junior,13-14,,,Port Audreyside,,
"Place,License",,,,,,,,North Davidborough,,
"1,313392,Jacob,Payne,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,South Christopherville,,
"2,323822,Benedikt,Toeldte,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,New Andrewburgh,,
"3,297927,Alec,Miller,Nampa,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,South Jasonton,,
"4,0,Kayden,Saxton,,,,",,,,,,,,New Ronaldville,,
04/03/2011,Cross,Country,Men,Cat,3,Junior,10-12,Chadland,,
"Place,License",,,,,,,,Michaelburgh,,
"2,329868,Jack,Alessi,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,New Tannerville,,
04/03/2011,Cross,Country,Men,Cat,3,Junior,13-14,Gonzalezstad,,
"Place,License",,,,,,,,Masseyshire,,
"1,323822,Benedikt,Toeldte,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,Lake Emily,,
"2,313392,Jacob,Payne,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,Port Ericaburgh,,
"3,345836,Justin,Clark,Idaho","Falls,ID,,",,,,,,,Alyssaville,,
04/03/2011,Cross,Country,Men,Cat,3,Junior,15-16,Wadetown,,
"Place,License",,,,,,,,Maldonadoshire,,
"1,251347,Liam,Earl,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,Deborahfurt,,
04/03/2011,Cross,Country,Men,Cat,3,Junior,17-18,Erictown,,
"Place,License",,,,,,,,Harmonmouth,,
"1,346352,Parker,Jones,Garden","City,ID,,",,,,,,,New Juanbury,,
04/03/2011,Cross,Country,Men,Cat,3,Master,30-39,Bellport,,
"Place,License",,,,,,,,Brittanyberg,,
"1,305491,Trevor,Heim,Caldwell,ID,,Team",Therapeutic,Associates-Dobbiaco,,,,,,Paulchester,,
04/03/2011,Cross,Country,Men,Cat,2,Junior,15-16,North Brookemouth,,
"Place,License",,,,,,,,East Jeffrey,,
"1,281627,Anders,Nystrom,Boise,ID,,BYRDS",(Boise,Young,Rider,Dev,Squad),,,Grayshire,,
04/03/2011,Cross,Country,Men,Cat,2,Senior,19-29,Johnsonshire,,
"Place,License",,,,,,,,Bartonton,,
"1,362066,Jake,Hampton,Boise,ID,,",,,,,,,,South Caleb,,
04/03/2011,Cross,Country,Men,Cat,2,Master,30-39,South Allison,,
"Place,License",,,,,,,,Odonnelltown,,
"1,53049,Matthew,Beeter,Boise,ID,,Broken",Spoke,Cycling,,,,,,South Markmouth,,
"2,0,Jeremy,Ward,,,,",,,,,,,,Port Mackenziechester,,
"3,264271,Joseph,Milan,Boise,ID,,Wild",Rockies,race,team,,,,,New Yvonne,,
"4,243884,Troy,Clark,Idaho","Falls,ID,,",,,,,,,Port Jessicatown,,
04/03/2011,Cross,Country,Men,Cat,2,Master,40-49,Herringchester,,
"Place,License",,,,,,,,Aarontown,,
"1,277330,Frank,Benzing,Boise,ID,,",,,,,,,,Port Emmaville,,
"2,238012,Hal,Miller,Nampa,ID,,Broken",Spoke,Cycling,,,,,,North Charlene,,
"3,0,carl,arriola,,,,",,,,,,,,Port Kevin,,
"4,105910,Scott,Hill,Garden","City,ID,,Broken",Spoke,Cycling,,,,,North Thomas,,
"5,0,Paul,Madison,,,,",,,,,,,,Burtontown,,
"6,0,Ed,Daniels,,,,",,,,,,,,Robinville,,
"7,18328,Paul,Jozwik,Boise,ID,,",,,,,,,,Dennishaven,,
"8,262269,Dean,Jennings,Boise,ID,,",,,,,,,,Darinberg,,
04/03/2011,Cross,Country,Men,Cat,2,Master,50-99,Melissaton,,
"Place,License",,,,,,,,East Erinside,,
"1,187144,Russell,Thorstrom,Boise,ID,,",,,,,,,,Staceyshire,,
"2,241556,Brad,Graybeal,Eagle,ID,,St.",Lukes,Sports,Medicine/Intermountain,,,,,Port Karafort,,
04/03/2011,Cross,Country,Men,Cat,1,Master,30-39,Bowmanstad,,
"Place,License",,,,,,,,East Nicholas,,
"1,215094,Adam,Wirth,Boise,ID,,",,,,,,,,Alanberg,,
"2,279493,Armando,Mireles,Boise,ID,,Team",Ascent,Idaho,,,,,,Mathewstad,,
"3,242245,Arn,Allemand,Meridian,ID,,Team",Ascent,Idaho,,,,,,West Kimberlyton,,
"4,293696,Eric,Chizum,Ketchum,ID,,",,,,,,,,West Frankshire,,
"5,175924,Brian,Rees,Hemet,CA,,",,,,,,,,Michaelside,,
"6,238282,Ben,Stein,Boise,ID,,",,,,,,,,West Danny,,
04/03/2011,Cross,Country,Men,Cat,1,Master,40-49,North Kyle,,
"Place,License",,,,,,,,West Richardmouth,,
"1,98946,Douglas,Herlocker,Boise,ID,,Team",Ascent,Idaho,,,,,,Robertville,,
"2,22197,Justin,Maines,Boise,ID,,Team",Bobs-Bicycles.com,,,,,,,Wellsmouth,,
04/03/2011,Cross,Country,Men,Cat,1,Master,50-99,South Darrenfort,,
"Place,License",,,,,,,,Johnsonmouth,,
"1,295431,Page,Rost,Boise,ID,,",,,,,,,,East Courtney,,
"2,104415,Bill,Reed,Eagle,ID,,Lost",River,Cycling,Club,,,,,Drakeland,,
"3,229695,Adam,Winstral,Boise,ID,,St.",Lukes,Sports,Medicine/Intermountain,,,,,Port Christopherbury,,
"4,233564,Cahill,Jones,Boise,ID,,TEAM",ICO,,,,,,,South Alanfurt,,
04/03/2011,Cross,Country,Women,Pro,,,,Shanefort,,
"Place,License",,,,,,,,South Christopher,,
"1,150760,Jana,Repulski,Boise,ID,,",,,,,,,,West Brenda,,
04/03/2011,Cross,Country,Women,Cat,1/2/3,Single,Speed,South James,,
"Place,License",,,,,,,,North Lynntown,,
"1,243641,Mary,Brown,Boise,ID,,Lost",River,Cycling,Club,,,,,Goodwinborough,,
04/03/2011,Cross,Country,Women,Cat,3,Master,50-99,South Raymondborough,,
"Place,License",,,,,,,,Port Jasonberg,,
"1,297551,Tami,Reed,Eagle,ID,,",,,,,,,,East Stephenstad,,
04/03/2011,Cross,Country,Women,Cat,2,Master,40-49,North Vanessa,,
"Place,License",,,,,,,,Hernandezfurt,,
"1,0,Heather,Price,,,,",,,,,,,,Richfort,,
"2,259136,Nancy,Odle,Boise,ID,,GS",Casella,,,,,,,Marthafort,,
04/03/2011,Cross,Country,Women,Cat,1,Master,30-39,New Chelsea,,
"Place,License",,,,,,,,North Matthew,,
"1,309880,Kellie,Wirth,Boise,ID,,Wild",Rockies,Inc,,,,,,Lisaton,,
