col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
0,,"933 Robinson Passage Apt. 829
Starkview, ME 60297",Norma Fisher,Male,644557903,Norma Fisher,7.9,3.6,1.0,9.2,1.3
1,63.0,"PSC 8034, Box 7103
APO AP 14029",Jorge Sullivan,Male,780786739,Jorge Sullivan,5.275,8.4,0.1,10.0,2.6
2,37.0,"29259 Smith Shoals
North Cathyburgh, ME 31451",Elizabeth Woods,Female,222908099,Elizabeth Woods,9.3,7.9,5.4,7.8,5.5
3,30.0,"551 Casey Squares Apt. 209
Michaelborough, MS 26297",Susan Wagner,Other,233593354,Susan Wagner,8.7,8.5,5.75,5.0,0.8
4,23.0,"2998 Willis Wall
North Brian, PA 04610",Peter Montgomery,Female,991555588,Peter Montgomery,9.7,7.3,6.5,4.7,5.9
5,56.0,"164 Schultz Road
Lake Bryan, MD 86618",Theodore Mcgrath,Other,130726909,Theodore Mcgrath,4.3,3.2,5.4,5.9,7.9
6,21.0,"9541 Brock Estate Apt. 848
Franklinchester, GA 80124",Stephanie Collins,Fluid,139467399,Stephanie Collins,6.8,7.4,5.3,8.7,0.6000000000000001
7,39.0,"PSC 2191, Box 2741
APO AP 56307",Stephanie Sutton,Other,169780990,Stephanie Sutton,1.4,0.1,1.9,5.5,4.5
8,34.0,"588 Alan Rest
Port Stephanieville, MS 63590",Brian Hamilton,Fluid,633966737,Brian Hamilton,3.4,0.1,5.9,2.825,1.9
9,33.0,"216 Brandon Loop Apt. 096
New Jessica, MT 53548",Susan Levy,Fluid,237344070,Susan Levy,0.4,0.1,10.0,6.1,4.15
10,37.0,"782 Dawn Radial
Port Christopher, LA 35611",Sean Green,Female,856027002,Sean Green,3.0,0.5,7.9,8.9,7.0
11,55.0,"008 Nancy Route Suite 228
North Stephanie, WA 42879",Kimberly Smith,Other,408850654,Kimberly Smith,3.1,6.9,2.1,9.6,5.4
12,23.0,"115 Jon Isle Suite 788
North Lesliefurt, MO 71569",Jennifer Summers,Male,769651753,Jennifer Summers,4.0,6.3,1.1,2.8,8.4
13,16.0,"132 Poole Pass Suite 212
North Patrick, DE 87566",April Snyder,Female,417805569,April Snyder,8.8,9.2,4.0,9.5,3.4
14,16.0,"457 Vargas Island Suite 853
Lake Patrickstad, WY 67652",Dana Nguyen,Male,629202497,Dana Nguyen,9.8,1.4,0.3,3.4,2.1
15,50.0,"1569 Amy Path
North Ashleyton, HI 45184",Cheryl Bradley,Female,109715862,Cheryl Bradley,8.0,4.0,0.6000000000000001,8.7,4.9
16,,"0375 Sandra Trace Suite 826
Gailshire, IL 04078",Walter Pratt,Fluid,666185286,Walter Pratt,6.9,3.4,3.1,9.0,8.3
17,,"759 Good Port
New Russell, MN 50437",Bobby Flores,Male,168958288,Bobby Flores,3.6,7.7,9.5,7.8,3.8
18,30.0,"3895 Allen Junction
West John, WV 34147",Tasha Rodriguez,Female,409511729,Tasha Rodriguez,9.3,7.0,5.3,4.9,2.1
19,29.0,"7329 Jacobs Station
New Tylerborough, MS 36340",Michelle Kelley,Fluid,352010415,Michelle Kelley,5.15,5.8,9.5,5.1,0.2
20,65.0,"5003 Cassandra Estates Suite 148
Haleychester, MD 88806",Kimberly Maynard,Fluid,319700850,Kimberly Maynard,2.7,8.4,0.2,2.6,7.2
21,51.0,"10524 Parker Mall Suite 531
Port Courtneyhaven, TN 76853",Laurie Wallace,Female,720578515,Laurie Wallace,2.2,3.5,3.6,5.3,6.1
22,54.0,"300 Madison Stream
Christophershire, MO 93533",Janice Johnston,Female,647118939,Janice Johnston,10.0,6.8,2.9,7.1,6.2
23,,"4229 Derrick Wells
West Tyler, FL 96763",Collin Lopez,Female,114656957,Collin Lopez,9.0,2.6,5.5,6.7,9.3
24,63.0,"26239 Michael Shoals
Gregoryview, VA 92174",Mary Alvarez,Male,944713770,Mary Alvarez,7.9,6.2,9.1,0.3,8.2
25,33.0,"302 Joy Spring Apt. 622
Ryanhaven, IN 88294",Peter Mcdowell,Female,874787860,Peter Mcdowell,4.7,5.1,4.6,0.7000000000000001,2.5
26,44.0,"734 Craig Overpass Suite 589
Jefferyside, CA 23464",Sarah Villanueva,Female,372186792,Sarah Villanueva,2.8,7.1,7.9,5.15,2.8
27,34.0,"272 Green Street
Port Lacey, CA 35243",Kimberly Myers,Fluid,381262910,Kimberly Myers,7.4,7.6,9.9,0.6000000000000001,7.1
28,66.0,"8056 Dunn Trail Apt. 049
Blackshire, IL 61935",Desiree Cain,Female,580268055,Desiree Cain,3.8,9.8,5.4,0.0,3.6
29,61.0,"86187 Antonio Fort
North Carmen, CA 72324",Stephanie Lawrence,Fluid,663364709,Stephanie Lawrence,3.4,3.1,3.8,9.2,8.4
30,19.0,"71318 Cassandra Plaza
Burkeview, NJ 84393",Lauren Hayes,Fluid,191114208,Lauren Hayes,1.9,4.2,2.3,8.1,3.6
31,,"5303 Lewis Springs
Port Adrian, NH 62346",Whitney Stark,Male,482243349,Whitney Stark,2.7,7.0,9.0,4.1,8.6
32,61.0,"465 Wiley Corners Apt. 759
East Michellechester, IA 02837",Angela Salazar,Other,659736160,Angela Salazar,4.1,5.1,1.3,0.1,9.7
33,,"521 Flores Stream
West Rebeccaborough, LA 68847",Mr. Ryan Sanchez,Male,704911757,Mr. Ryan Sanchez,5.1,4.4,6.8,8.2,2.0
34,,"0271 Soto Drives Apt. 975
New Edgar, NE 35218",Autumn Robinson,Fluid,704450989,Autumn Robinson,2.6,2.3,7.1,9.9,8.2
35,57.0,"27862 Kent Mountains
Lake Michaelville, NM 32697",Faith Cabrera,Female,616867215,Faith Cabrera,1.4,6.4,9.2,6.7,0.0
36,65.0,"917 Mclaughlin Glens
Martinville, OR 95889",Charles Wolfe,Other,915239937,Charles Wolfe,3.725,5.0,0.4,9.4,0.1
37,,"3032 Michelle Drives
North Daniel, KY 82153",Kenneth Kent,Other,442919012,Kenneth Kent,8.1,8.8,8.3,9.0,0.4
38,38.0,"601 Maria Mission Apt. 554
Myerstown, SD 32202",Melanie Johnson,Other,963140304,Melanie Johnson,0.5,2.1,2.6,1.3,2.8
39,57.0,"238 Shawn Well
Port Johnshire, OH 17431",Lisa Johnston,Fluid,702189734,Lisa Johnston,6.8,2.175,0.1,0.6000000000000001,1.2
40,20.0,"41743 Berger Inlet Apt. 527
South Tammymouth, SC 37901",Jacob Hooper,Fluid,172252072,Jacob Hooper,4.0,1.4,4.4,9.5,9.2
41,,"9983 Mary Grove Apt. 643
Beardview, MO 17895",Alex Woodward,Male,217056288,Alex Woodward,8.5,0.3,7.4,7.1,3.6
42,26.0,"03541 Ryan Islands Apt. 562
East Michaelfort, HI 90576",Caleb Clark,Fluid,751045168,Caleb Clark,6.8,5.7,1.9,1.7000000000000002,8.5
43,,"6591 Angela Mission Apt. 108
Penabury, SC 94980",Taylor Johnson,Other,801879149,Taylor Johnson,8.2,5.8,3.0,3.4,4.4
44,,"492 Ramirez Crossing
Aaronberg, CO 44974",Brian Green,Other,447054766,Brian Green,8.9,3.9,4.3,6.3,5.8500000000000005
45,64.0,"35974 Sharon Locks Apt. 101
Jennyport, DE 66170",Matthew Bell,Fluid,757828863,Matthew Bell,6.6,2.9,2.1,3.9,1.3
46,54.0,"89403 Gabriella Mills
East Steven, UT 22495",Jonathan Williams,Female,509674829,Jonathan Williams,1.7000000000000002,0.1,5.9,9.4,5.4
47,29.0,"601 Kyle Roads
Clarkfurt, NH 85059",William Gonzalez,Male,909343940,William Gonzalez,6.5,4.125,0.3,6.1,3.6
4,,"60969 Justin Passage Suite 774
Joshuaburgh, IN 61092",Nicholas Massey,Fluid,502592685,Nicholas Massey,4.8,4.8,5.3,3.8,6.6
49,54.0,"7943 Tina Mount
East Lisa, PA 43986",Caroline Chambers,Female,917181587,Caroline Chambers,6.2,7.3,2.9,4.15,0.2
50,46.0,"6775 James Ford
South Victorialand, NC 91397",Amy Lowe,Other,181694504,Amy Lowe,7.1,4.6,6.5,4.5,6.4
51,,"431 Johnson Neck Suite 039
Mariechester, VT 67849",Gloria King,Other,878090679,Gloria King,6.3,0.4,3.7,5.7,4.4
52,27.0,"15666 Justin Locks
Lake Ryanport, NM 20687",Jessica Thompson,Fluid,230960332,Jessica Thompson,2.5,3.95,7.5,0.8,5.0
53,50.0,"9947 Torres Viaduct Apt. 506
Benjaminport, TX 30222",Jason Carroll,Male,574817213,Jason Carroll,8.3,2.4,4.075,0.9,4.7
54,,"Unit 3609 Box 5227
DPO AE 13554",Emily Howard,Female,497866763,Emily Howard,5.8,0.4,6.7,4.6,5.2
55,,"20866 Keith Mill
Susanton, NJ 21190",Danielle Castro,Other,759071014,Danielle Castro,3.4,4.0,8.3,9.6,2.7
56,37.0,"PSC 1174, Box 4460
APO AP 35523",Patrick Rogers,Male,289585790,Patrick Rogers,1.95,0.1,2.0,1.0,4.7
57,32.0,"04374 Nicholas Cliff Suite 001
Adrianport, AL 04838",Douglas Allen,Male,689753152,Douglas Allen,0.1,2.5,3.7,0.2,2.9
58,61.0,"271 Andrew Summit
Port Craig, CA 80130",Heather Roberts,Other,512533138,Heather Roberts,9.1,7.45,5.9,7.5,7.3
59,,"17611 Robbins Mission
New Curtis, MN 96166",Travis Schultz,Male,821024784,Travis Schultz,8.6,5.3,4.4,4.0,4.5
