col0,col1,col2,col3
2020-10-20,SASERNVV,AGEXCVFG3344,3260
2020-10-20,SASERNVV,AGEXCVFG3344,3260
2020-10-20,SASERNVV,AGEXCVFG3344,3260
2020-10-20,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,GATJXFAG,2CE1RNHR6OV1,66
2020-10-21,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-21,CSDSYWJU,0S17TMY187O6,50
2020-10-21,SERWAZMX,7DW0K069S8S6,23
2020-10-21,SERWAZMX,GK9R7O4R0OXN,70
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,000,000,66
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,GATJXFAG,2CE1RNHR6OV1,6136
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-21,SASERNVV,AGEXCVFG3344,3260
2020-10-22,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,276
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,276
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,320
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,276
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,276
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,EKMACZFW,4ITKRXAT1ELB,300
2020-10-23,EKMACZFW,4ITKRXAT1ELB,276
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-23,SASERNVV,AGEXCVFG3344,3260
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-23,GATJXFAG,2CE1RNHR6OV1,66
2020-10-23,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-23,CSDSYWJU,0S17TMY187O6,50
2020-10-23,SERWAZMX,7DW0K069S8S6,23
2020-10-23,SERWAZMX,GK9R7O4R0OXN,70
2020-10-24,GATJXFAG,2CE1RNHR6OV1,66
2020-10-24,HJGCFVMV,ZJ2VDLAXA5Y8,90
2020-10-24,CSDSYWJU,0S17TMY187O6,50
2020-10-24,SERWAZMX,7DW0K069S8S6,23
2020-10-24,SERWAZMX,GK9R7O4R0OXN,70
2020-10-24,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-10-25,DPCTSMVM,8934HCLH6A5G,3489
2020-10-25,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
2020-11-03,SASERNVV,AGEXCVFG3344,3260
