col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
thisstringisnottoolong,1234567g90123,45,yes,06-03-1980,06-03-1980 05:00,Test1,super,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1, Multi 2","Cloud 1, Cloud 2"
thisstringisnottoolong,1234567890a123450000,757,no,06-03-1981,06-03-1980 05:00,sample,super,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1, Multi 2","Cloud 1,Cloud 2"
thisstringisgoingtobewaytolongtofitintothisfieldinthesystemthisstringisgoingtobewaytolongtofitintothisfieldinthesystemthisstringisgoingtobewaytolongtofitintothisfieldinthesystem,123456s789012332000,76,1,06-03-1982,06-03-1980 05:00,Sample,super,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1,Multi 2","Cloud 1,Cloud 2"
thisstringisnottoolong,,45445,0,06-03-1983,06-03-1980 05:00,test2,jim,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1,Multi 2","Cloud 1,Cloud 2"
thisstringisnottoolong,1234567g90123,45,TRUE,06-03-1984,06-03-1980 05:01,test3,jim,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1,Multi 2","Cloud 1,Cloud 2"
thisstringisnottoolong,1234567g90123,.4.5,FALSE,abc,06-03-1980 05:02,notpresent,jim,56890.0,D,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,K,www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1,Multi 2","Cloud 1,Cloud 2"
thisstringisnottoolong,1234567g90123,45,y,2011-06-03,2011-12-22 05:03,neverpresent,jim,56890.0,A,60000.0,A,60000.0,A,60000.0,A,aModelName,60000.0,K,www.zurmo.com,65k is a real long string,4,54.00,jimmy jam,"Multi 1,Multi 5","Cloud 1,Cloud 5"
thisstringisnottoolong,1234567g90123,abc5,n,06-03-1984,06-03-1980 05:04,test1,noOne,56890.0,C,60000.0,A,60000.0,J,60000.0,A,aModelName,60000.0,A,https://www.zurmo.org,65k is a real long string,4.43,abc,jimmy jam,"Multi 4,Multi 2","Cloud 4,Cloud 2"
thisstringisnottoolong,1234567g90123,45,abc,06-03-1984,ddd,SAMPLE,super,56890.0,B,60000.0,B,60000.0,J,60000.0,A,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4as,54.00,jimmy jam,"Multi 4,Multi 5","Cloud 4,Cloud 5"
thisstringisnottoolong,1234567g90123,45,,06-03-1984,06-03-1980 05:06,demo,jim,56890.0,B,60000.0,A,60000.0,A,60000.0,A,bbb,60000.0,A,http://somethinginvalid,65k is a real long string,4,54.00,jimmy gtofitintothisfieldinthesystemthisstringisgoingtobewaytolongtofitintothisfieldinthesystemthisstringisgoingtobewaytolongtofitintothisfieldinthesystem,"Multi 1,Multi 2","Cloud 1,Cloud 2"
thisstringisnottoolong,1234567g90123,45,xyz,06-03-1984,06-03-1980 05:07,Demo,nobody,56890.0,A,60000.0,A,60000.0,A,60000.0,B,aModelName,60000.0,A,http://www.zurmo.org,65k is a real long string,4,54.00,jimmy jam,"Multi 1, Multi 2","Cloud 1, Cloud 2"
,,,,,,,,,,,,,,,,,,,,,,,,,
