col0,col1,col2,col3,col4,col5,col6
Nick,20154,700,Error,,,
Saoirse,20186,700,Admitted,20002.0,NJU,201.0
Abe,20103,698,Admitted,20002.0,NJU,204.0
Chip,20194,694,Admitted,20004.0,ZJU,201.0
Chiro,20031,685,Admitted,20008.0,THU,201.0
Olaf,20234,673,Admitted,20006.0,XJTU,201.0
Alex,20045,671,Admitted,20008.0,THU,202.0
Elsa,20208,671,Admitted,20003.0,USTC,202.0
Yuri,20288,671,Admitted,20002.0,NJU,202.0
Delta,20438,666,Error,,,
Sayori,20321,664,Error,,,
Kristoff,20243,650,Failed,,,
Dale,20206,648,Admitted,20003.0,USTC,201.0
Qiana,20490,647,Admitted,20006.0,XJTU,202.0
Sarah,20451,646,Admitted,20002.0,NJU,203.0
Bell,20255,632,Admitted,20005.0,SJTU,202.0
Serena,20474,630,Error,,,
Monica,20287,625,Rejected,,,
Anna,20228,624,Admitted,20007.0,HIT,201.0
Natsuki,20374,622,Admitted,20007.0,HIT,201.0
Lily,20390,622,Rejected,,,
Einstein,20269,620,Admitted,20002.0,NJU,202.0
Colin,20787,603,Admitted,20005.0,SJTU,201.0
Faye,20792,602,Admitted,20009.0,PKU,201.0
John,20613,599,Admitted,20005.0,SJTU,201.0
Umi,20763,599,Admitted,20003.0,USTC,203.0
Sensa,20899,598,Admitted,20007.0,HIT,202.0
Sofia,20821,586,Error,,,
Tina,20529,569,Rejected,,,
Canvas,20582,568,Admitted,20007.0,HIT,204.0
Emy,20542,553,Rejected,,,
Petra,20511,550,Admitted,20001.0,FDU,201.0
Kan,20871,543,Error,,,
Laura,20876,537,Admitted,20003.0,USTC,201.0
Phini,20909,537,Error,,,
Vanilla,20593,528,Admitted,20001.0,FDU,202.0
River,20746,528,Admitted,20006.0,XJTU,203.0
Wyles,20718,524,Admitted,20004.0,ZJU,202.0
Shelton,20564,522,Admitted,20004.0,ZJU,204.0
Mayo,20885,518,Rejected,,,
Amy,20559,517,Admitted,20006.0,XJTU,202.0
