col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
1,59,5,6,1,1,2,3,9,3,5,10,3,5,triathlon,athletics_medium,swimming_medium
2,72,2,9,2,5,6,1,7,3,9,7,7,2,athletics_jumps,swimming_medium,athletics_medium
3,29,2,1,2,5,2,10,7,10,4,1,8,6,lawn_bowls,netball,table_tennis
4,44,7,7,1,7,8,5,8,8,6,5,4,3,swimming_medium,swimming_short,athletics_throws
5,33,3,8,3,9,9,8,3,6,7,6,2,3,cycling_medium,swimming_medium,athletics_medium
6,42,1,3,3,7,7,3,10,4,2,7,9,9,squash,badminton,table_tennis
7,64,3,10,10,3,9,9,5,3,6,3,4,10,hockey,rugby,squash
8,57,3,3,9,7,3,8,2,6,3,9,2,9,hockey,netball,badminton
9,49,7,5,7,5,1,9,4,3,7,4,6,8,hockey,netball,badminton
10,72,1,6,1,5,3,7,7,10,5,7,1,8,badminton,judo,swimming_medium
11,49,3,10,5,5,5,2,10,5,2,5,7,5,netball,badminton,swimming_medium
12,75,10,7,5,10,7,9,10,1,7,1,2,7,swimming_short,cycling_short,athletics_throws
13,56,8,6,3,1,9,7,8,6,1,5,3,4,swimming_medium,swimming_long,cycling_medium
14,38,9,1,1,2,7,3,2,8,10,5,10,8,table_tennis,judo,wrestling
15,29,8,10,1,4,10,6,7,8,7,5,10,2,swimming_medium,athletics_throws,swimming_short
16,54,6,5,8,7,5,7,10,4,4,8,3,9,netball,hockey,rugby
17,61,9,6,6,4,3,10,5,5,10,5,9,7,hockey,rugby,badminton
18,79,3,8,6,8,7,2,7,8,3,6,6,7,badminton,squash,table_tennis
19,18,10,4,2,6,9,5,8,6,8,5,5,7,athletics_throws,swimming_short,boxing
20,60,9,7,7,2,8,2,4,6,7,6,10,7,squash,badminton,table_tennis
21,39,10,4,7,1,7,5,1,5,2,9,9,4,cycling_long,hockey,athletics_medium
22,15,2,5,7,2,7,3,5,4,9,10,2,5,athletics_medium,cycling_long,triathlon
23,48,10,1,5,2,5,10,4,5,5,4,10,1,hockey,rugby,netball
24,38,10,3,7,4,5,2,9,5,5,2,2,6,athletics_throws,swimming_short,cycling_short
25,20,3,4,2,7,3,10,6,8,5,7,1,10,judo,badminton,wrestling
26,80,4,4,2,3,5,6,10,10,9,7,1,3,swimming_medium,athletics_throws,swimming_short
27,52,7,8,9,9,7,3,6,1,1,5,10,10,squash,badminton,hockey
28,79,3,2,1,8,1,5,1,1,6,7,6,6,judo,table_tennis,wrestling
29,49,3,7,6,9,4,1,8,4,9,7,7,4,athletics_jumps,wrestling,judo
30,44,8,9,7,3,1,10,5,3,5,7,7,3,hockey,netball,rugby
31,30,7,3,8,4,5,10,5,4,3,2,7,4,hockey,netball,rugby
32,63,5,7,10,4,2,2,5,1,9,9,3,2,cycling_medium,athletics_medium,cycling_long
33,22,2,3,1,5,2,4,3,8,4,10,9,8,table_tennis,badminton,judo
34,58,2,1,10,9,8,7,10,1,3,8,8,2,netball,cycling_long,hockey
35,45,4,8,3,6,7,6,9,10,1,6,10,6,badminton,netball,squash
36,66,5,4,4,3,7,5,3,4,4,3,3,9,judo,badminton,athletics_medium
37,53,10,10,10,4,2,5,4,7,1,6,2,5,hockey,netball,cycling_long
38,20,1,6,9,10,9,3,4,10,6,7,2,10,hockey,squash,cycling_long
39,55,9,3,8,1,3,5,8,6,3,7,3,4,netball,hockey,cycling_long
40,47,6,8,7,9,2,6,8,10,5,7,6,7,netball,badminton,hockey
41,43,9,1,5,1,3,2,9,8,6,7,7,8,netball,badminton,wrestling
42,50,6,2,2,1,9,1,5,4,10,3,9,3,athletics_jumps,athletics_short,weightlifting
43,58,10,1,4,8,3,10,2,1,2,3,9,10,table_tennis,hockey,badminton
44,45,7,10,10,4,7,10,1,8,6,1,8,5,hockey,diving,rugby
45,43,4,5,7,2,2,5,2,7,2,8,3,1,athletics_medium,cycling_long,triathlon
46,35,5,2,7,6,2,8,2,4,4,2,10,1,lawn_bowls,table_tennis,hockey
47,46,9,4,1,2,2,6,5,5,8,5,3,7,wrestling,weightlifting,judo
48,59,5,10,5,8,2,2,9,10,2,4,7,8,badminton,netball,table_tennis
49,15,6,4,9,7,8,10,2,3,5,8,3,5,hockey,rugby,cycling_long
50,24,1,3,6,5,10,7,8,3,5,4,1,1,cycling_medium,athletics_medium,cycling_long
51,40,10,8,2,8,9,4,5,2,1,8,7,7,squash,swimming_long,swimming_medium
52,47,10,8,6,8,7,3,7,7,9,1,2,5,athletics_throws,cycling_short,swimming_short
53,18,4,9,10,7,9,6,8,8,8,4,7,9,hockey,netball,rugby
54,46,7,9,6,2,2,4,7,8,6,10,3,8,badminton,wrestling,netball
55,71,8,7,2,9,1,2,2,10,5,8,7,8,wrestling,judo,table_tennis
56,26,8,1,8,9,6,7,3,9,5,8,1,2,cycling_medium,cycling_long,athletics_medium
57,50,7,6,6,4,1,1,6,8,7,4,1,2,athletics_throws,weightlifting,cycling_short
58,52,9,2,5,5,2,3,1,7,6,9,5,8,judo,wrestling,table_tennis
59,30,4,9,10,3,2,5,5,1,7,6,5,10,badminton,hockey,netball
60,72,4,8,3,1,6,1,2,2,1,1,1,7,athletics_medium,weightlifting,athletics_jumps
61,71,5,2,10,1,9,10,7,2,6,1,3,5,rugby,hockey,netball
62,79,7,5,2,5,10,4,6,9,6,1,7,2,swimming_short,athletics_throws,swimming_medium
63,18,9,1,8,10,6,6,8,3,3,9,7,8,hockey,rugby,netball
64,40,2,5,1,10,2,7,6,3,7,4,1,1,cycling_medium,cycling_short,athletics_medium
65,25,9,8,10,1,3,4,6,9,8,2,8,9,netball,badminton,hockey
66,21,7,6,9,4,3,10,5,3,5,7,9,4,hockey,netball,rugby
67,40,7,10,10,3,3,1,7,5,10,9,9,9,badminton,squash,netball
68,70,1,1,3,7,6,8,3,9,9,2,1,1,weightlifting,cycling_short,cycling_medium
69,59,7,9,6,1,9,10,4,5,8,3,4,2,cycling_short,cycling_medium,weightlifting
70,68,7,8,9,9,5,10,9,1,2,2,3,9,hockey,netball,rugby
71,16,5,3,6,10,7,5,8,3,7,7,1,8,judo,wrestling,cycling_medium
72,41,3,4,5,1,2,10,6,3,1,3,1,9,netball,hockey,badminton
73,37,3,4,9,9,6,8,6,9,10,1,4,2,cycling_short,netball,athletics_throws
74,74,8,10,5,6,7,9,9,4,2,4,3,3,swimming_medium,cycling_medium,swimming_long
75,15,1,2,1,2,6,9,6,9,1,5,7,4,lawn_bowls,netball,table_tennis
76,35,7,2,7,7,4,6,8,8,1,7,6,9,netball,hockey,badminton
77,31,1,7,6,9,1,1,5,10,6,3,5,3,lawn_bowls,shooting,table_tennis
78,76,4,1,5,3,5,2,1,8,8,8,6,10,table_tennis,judo,badminton
79,21,8,10,5,10,2,9,3,7,1,10,4,9,hockey,badminton,squash
80,29,9,10,4,9,9,3,9,3,8,10,6,7,boxing,swimming_medium,squash
81,24,8,6,9,7,3,5,4,5,10,5,4,3,cycling_short,weightlifting,athletics_throws
82,78,10,4,6,7,2,7,3,10,5,4,7,6,hockey,wrestling,table_tennis
83,72,4,9,10,6,9,9,6,10,10,6,4,6,hockey,rugby,netball
