col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
EConnect: Corrigin FIG,op28708,Online,120,18/03/2018 10:15:41 a.m.,18/03/2018 12:29:00 p.m.,1,313.05,998879654.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,5,0,61%,98%,15 min,0,-32.32313448,118.0849755
EConnect: Facey Group,op28716,Online,120,18/03/2018 10:02:39 a.m.,18/03/2018 12:13:00 p.m.,1,313.05,998878755.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,48%,92%,15 min,0,-32.71986495,117.4948018
EConnect: FEAR,op28714,Online,120,18/03/2018 10:20:39 a.m.,18/03/2018 12:19:00 p.m.,1,313.05,998878011.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,39%,97%,15 min,0,-31.41393,119.03409
EConnect: MADFIG,op28715,Online,120,18/03/2018 10:15:41 a.m.,18/03/2018 12:27:00 p.m.,1,313.05,998878961.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,32%,94%,15 min,0,-31.72873569,118.2971018
EConnect: Mingenew Irwin Group,op28707,Online,120,18/03/2018 10:19:37 a.m.,18/03/2018 12:16:00 p.m.,1,313.05,998879506.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,84%,96%,15 min,0,-29.15772658,115.3838155
EConnect: SEPWA,op28717,Online,120,18/03/2018 10:18:37 a.m.,18/03/2018 12:06:00 p.m.,1,311.07,998878870.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,48%,93%,15 min,0,-33.264753,121.575827
EConnect: Southern Dirt,op28711,Online,120,18/03/2018 10:07:37 a.m.,18/03/2018 12:28:00 p.m.,1,313.05,998878763.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,48%,95%,15 min,0,-33.56258531,117.1735359
EConnect: Stirlings to Coast,op28718,Online,120,18/03/2018 10:30:47 a.m.,18/03/2018 12:29:00 p.m.,1,313.05,998878748.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,45%,96%,15 min,0,-34.45053091,117.5010057
EConnect: West Midlands Group,op28709,Online,120,18/03/2018 10:30:47 a.m.,18/03/2018 12:24:00 p.m.,1,313.05,998879944.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,23%,96%,15 min,0,-30.6135971,115.8971792
EConnect: Wheatbelt NRM,op28712,Online,120,18/03/2018 10:00:46 a.m.,18/03/2018 12:23:00 p.m.,1,313.05,998634588.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,23%,94%,15 min,0,-32.505722,116.977919
EConnect: Yuna FIG,op28710,Offline,120,1/03/2018 2:30:45 p.m.,1/03/2018 4:29:00 p.m.,1,313.05,998878425.0,COBRA2-3G-FVM12-SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,1,6%,97%,15 min,16,-28.23079827,115.260501
RCSN: A Todd- Dowerin,op12123,Online,120,18/03/2018 10:10:31 a.m.,18/03/2018 12:24:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,4,2,48%,99%,5 min,0,-31.17205545,117.1734651
RCSN: B Tonkin- Coomberdale,op35235,Offline,1440,5/11/2017 12:10:58 p.m.,6/11/2017 12:25:00 p.m.,1,313.05,8500150000000.0,COBRA2-3G-1ENV-1SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_12VSPO_Cobra10V8,CSIRO,,4,0,19%,0%,5 min,132,-30.508619,116.020058
RCSN: C DellaBosca- Southern Cross (w),op12074,Offline,120,3/02/2018 2:20:24 p.m.,3/02/2018 4:25:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,5,1,19%,100%,5 min,42,-31.114978,119.485688
RCSN: C DellaBosca- Southern Cross Unsprayed,op12254,Offline,120,21/02/2018 6:36:14 p.m.,21/02/2018 8:17:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,4,0,68%,49%,5 min,24,-31.114977,119.485688
RCSN: D Kilminster- Bruce Rock,op16299,Offline,120,17/03/2018 4:02:50 a.m.,17/03/2018 6:18:00 a.m.,1,313.05,69216018.0,COBRA2-3G-1ENV-1MSDIM12-EA,AMR_RevIc_SL8084T_2RMod_CCFix_GLExp603_FullLoad_ResFix_Cobra,CSIRO,,4,1,45%,70%,5 min,1,-31.847784,118.012095
RCSN: D Maddock- Bonnie Rock,op12113,Online,120,18/03/2018 10:29:28 a.m.,18/03/2018 12:22:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,5,0,39%,100%,5 min,0,-30.57999886,118.3956754
RCSN: D Schlink- Howick,op36073,Online,120,18/03/2018 10:21:00 a.m.,18/03/2018 12:19:00 p.m.,1,313.05,8500180000000.0,WILD-E-R-MCV-MAS5,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_5VPermVOut_12VSPO_Cobra10V8,CSIRO,,4,1,45%,90%,5 min,0,-33.59730935,122.958223
RCSN: D Stacey- Yealering,op35358,Offline,120,11/09/2017 6:15:47 p.m.,11/09/2017 8:29:00 p.m.,1,313.05,8500150000000.0,COBRA2-3G-1ENV-1SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_12VSPO_Cobra10V8,CSIRO,,4,0,55%,0%,5 min,187,-32.618938,117.802401
RCSN: G Webster- Ravensthorpe,op26072,Online,120,18/03/2018 10:35:45 a.m.,18/03/2018 12:22:00 p.m.,1,313.05,69460186.0,COBRA2-3G-1ENV-1SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,4,0,35%,95%,5 min,0,-33.573096,119.989413
RCSN: K Lefroy- Bindi Bindi,op12210,Online,120,18/03/2018 10:09:41 a.m.,18/03/2018 12:21:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,4,1,35%,100%,5 min,0,-30.57381169,116.3051412
RCSN: P Alvaro- Merredin,op34697,Online,120,18/03/2018 10:20:45 a.m.,18/03/2018 12:14:00 p.m.,1,313.05,8500150000000.0,COBRA2-3G-1ENV-1SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_12VSPO_Cobra10V8,CSIRO,,5,0,48%,89%,5 min,0,-31.33726791,118.2921825
RCSN: P Gray- Merredin (Gray),op19483,Online,120,18/03/2018 10:25:45 a.m.,18/03/2018 12:20:00 p.m.,1,313.05,69473270.0,COBRA2-3G-1ENV-1MSDIM12-EA,AMR_RevIc+_SL8084BTR_CCBPCap_GLExp603_FullLoad_ResFix_Cobra_SPOPwrFix,CSIRO,,5,1,42%,69%,5 min,0,-31.33588823,118.2878691
RCSN: R Falconer- Warradarge,op29788,Online,120,18/03/2018 10:10:45 a.m.,18/03/2018 12:10:00 p.m.,1,311.07,998747919.0,COBRA2-3G-1ENV-1FSDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_Cobra,CSIRO,,3,0,74%,90%,5 min,0,-30.086283,115.448263
RCSN: R Taylor- Lake Grace,op35223,Online,120,18/03/2018 10:06:39 a.m.,18/03/2018 12:28:00 p.m.,1,313.05,8500150000000.0,COBRA2-3G-1ENV-1SDIM12-EA,AMR_RevId+_SL8084BTR_GLExpRevE_FullLoad_SPOPwrFixV2_12VSPO_Cobra10V8,CSIRO,,4,1,13%,89%,5 min,0,-33.242894,118.468232
RCSN: Stu Faulkner- Beacon,op12253,Online,120,18/03/2018 10:08:36 a.m.,18/03/2018 12:25:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,4,0,58%,99%,5 min,0,-30.59090702,117.9708199
RCSN: T Parsons- Jerramungup,op12251,Online,120,18/03/2018 10:12:29 a.m.,18/03/2018 12:01:00 p.m.,1,98.0G,,COBRA-3G-1ENV-1SDIM12-EA,AMR_REVFb_DI_WExpB_Cobra_Gem,CSIRO,,5,1,42%,100%,5 min,0,-33.952598,118.96787
RCSN: Tony Murfitt- Burracoppin,op16301,Online,120,18/03/2018 10:08:43 a.m.,18/03/2018 12:23:00 p.m.,1,307,69215432.0,COBRA2-3G-1ENV-1MSDIM12-EA,AMR_RevIc_SL8084T_2RMod_CCFix_GLExp603_FullLoad_ResFix_Cobra,CSIRO,,6,1,10%,93%,5 min,0,-31.497798,118.643344
