col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29
-100,,,2008-06-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
9,,,2007-01-08T00:00:00.000,,,375.0,,107.0,,107.0,2007-11-19T13:03:02.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,10,0,9.0,,,,
10,,,2007-01-08T00:00:00.000,,,375.0,,107.0,,107.0,2007-11-19T13:03:02.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,10,0,10.0,,,,
101,For the CorrectionInt tests,,2008-04-07T00:00:00.000,,,100.0,,,,,,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
200,IOD scenario - all open item,,2008-10-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
210,IOD scenario - shortpay,,2008-10-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
300,,,2008-10-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
400,,,2008-10-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
500,TTI,,2009-04-07T00:00:00.000,,,0.0,,107.0,2009-03-31T12:40:28.000,107.0,2009-03-31T12:40:28.000,FALSE,,,FALSE,FALSE,,0.0,0,,,TTI,,0,,,,,
600,Rand,,2009-04-07T00:00:00.000,,,0.0,,107.0,2009-03-31T12:40:28.000,107.0,2009-03-31T12:40:28.000,FALSE,,,FALSE,FALSE,,0.0,0,,,Rand,,0,,,,,
900,,,2010-03-11T00:00:00.000,,,100.0,,107.0,2010-03-11T00:10:45.000,107.0,2010-03-12T13:44:04.000,FALSE,,,TRUE,FALSE,,0.0,0,,,,paymentBundleApi1,1,,,,,
1000,,,2008-05-11T00:00:00.000,,,167.3,,107.0,2008-05-11T21:53:15.000,107.0,2008-05-11T21:53:15.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
1001,,,2008-05-11T00:00:00.000,,,557.3,,107.0,2008-05-11T21:53:15.000,107.0,2008-05-11T21:53:15.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
1002,,,2008-05-15T00:00:00.000,Edi820,,1.0,,107.0,2008-05-15T13:43:22.000,107.0,2008-05-15T13:43:22.000,FALSE,,,FALSE,FALSE,,0.0,0,,,820Source,,0,,,,,
1003,,,2008-05-15T00:00:00.000,,,867.0,,107.0,2008-05-15T13:49:17.000,107.0,2008-05-15T13:49:17.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
1004,Partial posting test,,2008-10-27T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
1104,,,2008-05-18T00:00:00.000,,,10.0,,107.0,2008-05-18T22:33:55.000,107.0,2008-05-18T22:33:55.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
1105,,,2008-07-02T00:00:00.000,,,0.0,,107.0,2008-07-02T18:06:27.000,107.0,2008-07-02T18:06:27.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
10000,,,2008-12-10T00:00:00.000,,,0.0,,107.0,2008-06-27T15:02:39.000,107.0,2008-06-27T15:02:39.000,FALSE,,,FALSE,FALSE,,0.0,0,,,INTTEST,,0,,,,,
10152,,,2009-03-24T00:00:00.000,,,0.0,,107.0,2009-03-31T12:40:28.000,107.0,2009-03-31T12:40:28.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,21,,,,,
10153,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:23.000,-9.0,2009-04-21T15:23:23.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10154,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:25.000,-9.0,2009-04-21T15:23:25.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10155,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:28.000,-9.0,2009-04-21T15:23:28.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10156,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:30.000,-9.0,2009-04-21T15:23:30.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10157,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:32.000,-9.0,2009-04-21T15:23:32.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10158,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:34.000,-9.0,2009-04-21T15:23:34.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10159,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:36.000,-9.0,2009-04-21T15:23:36.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10160,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:38.000,-9.0,2009-04-21T15:23:38.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10161,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:40.000,-9.0,2009-04-21T15:23:40.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10162,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:42.000,-9.0,2009-04-21T15:23:42.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10163,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:44.000,-9.0,2009-04-21T15:23:44.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10164,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:46.000,-9.0,2009-04-21T15:23:46.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10165,,,2009-03-24T00:00:00.000,,,0.0,,-9.0,2009-04-21T15:23:47.000,-9.0,2009-04-21T15:23:47.000,FALSE,,,FALSE,FALSE,,0.0,0,,,SPOST,,1,,,,,
10166,,,2009-03-24T00:00:00.000,,,6000.0,,-9.0,2009-04-21T15:23:47.000,-9.0,2009-04-21T15:23:47.000,FALSE,,,FALSE,FALSE,,0.0,0,,,ALGTEST,,1,,,,,
