col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
"7723 Cardenas Squares
Lake Jeffreyland, NV 62157",033208 20188,False,BB-106460,52.4608748234607,12.963574742883,Norma Fisher,106460,033208 20187,Grundschule,,BB,A06,Neue+Grundschule+Marquardt+anerkannte+Ersatzschule
"35300 Gates Ports
South Jordanstad, OR 14365",0331 6009305,False,BB-106306,52.3640540415084,13.1278966077596,Jorge Sullivan,106306,0331 6009301,Grundschule,,BB,A01,Schiller+Grundschule+im+Sternfeld+anerkannte+Ersatzschule
"5656 Roberson Fields Suite 730
West Michellestad, GA 82212",0331 2011049,False,BB-106124,52.3824373752488,13.136714105116,Elizabeth Woods,106124,0331 20029766,Grundschule,,BB,A02,Neue+Grundschule+Potsdam+anerkannte+Ersatzschule
"6302 Thompson Vista Suite 494
Lake Sarastad, OK 48594",,False,BB-106586,52.3961084842444,13.1154131444165,Susan Wagner,106586,0331 60037130,Grundschule,,BB,,Katholische+Marienschule+Potsdam+Grundschule+-+anerkannte+Ersatzschule
"938 Jon Passage Apt. 583
Mauricefurt, ND 50145",0331 88739428,False,BB-106446,52.372816,13.079399,Peter Montgomery,106446,0331 8873550,Grundschule,,BB,A08,Internationale+Grundschule+Potsdam+Primary+School+genehmigte+Ersatzschule
"664 Deborah Squares Apt. 415
Pruittberg, ND 64437",0331 8714813,False,BB-106010,52.3761007006711,13.1007211321931,Theodore Mcgrath,106010,0331 8714810,Grundschule,,BB,A03,Freie+Schule+Potsdam+des+Vereins+Freie+Schule+Potsdam+e.V.
"3214 Dunn Junctions
East Michaelville, IA 51266",0331 7309316,False,BB-106471,52.3921631444381,13.0903312289294,Stephanie Collins,106471,0331 7309314,Grundschule,,BB,,Evangelische+Grundschule+Potsdam-Babelsberg+-anerkannte+Ersatzschule
"09589 Camacho Burgs Apt. 963
Mcdanielfort, DC 51056",0331 2803666,False,BB-106045,52.415614600892,13.0633339244654,Stephanie Sutton,106045,0331 2803660,Grundschule,,BB,A04,Evangelische+Grundschule+Potsdam
"1141 Pope Curve
Wilsonborough, HI 25819",0331 7304071,False,BB-106732,52.404908930797,12.988177159635,Brian Hamilton,106732,0171 8182464,Grundschule,,BB,,AWO+Grundschule+Marie+Juchacz+Potsdam+-+genehmigte+Ersatzschule
"USNV Dalton
FPO AP 33221",0331 2733039,False,BB-106320,52.359430052,13.093650013,Susan Levy,106320,0331 2733034,Grundschule,,BB,A07,Aktive+Schule+Potsdam+Grundschule
"383 Flynn Common Apt. 973
New Michaeltown, ME 87520",033201 20415,False,BB-103512,52.4659320290831,13.1033039832684,Sean Green,103512,033201 20414,Grundschule,,BB,6,Grundschule+Hanna+von+Pestalozza
"87985 Richard Dam
Kathleenhaven, GA 65455",033208 217874,False,BB-112082,52.4719388401926,13.0049689176355,Kimberly Smith,112082,033208 50260,Grundschule,,BB,7,Regenbogenschule+Fahrland
"7964 Joanna Alley Suite 401
Port Maxwellside, NJ 57704",0331 2897521,False,BB-105429,52.3892742833553,13.0229256349696,Jennifer Summers,105429,0331 2897520,Grundschule,,BB,23,Zeppelin-Grundschule
"30564 Rose Junction Apt. 521
Christopherstad, CT 41618",0331 2897281,False,BB-105351,52.3781182213993,13.0970201458858,April Snyder,105351,0331 2897280,Grundschule,,BB,40,Weidenhof-Grundschule
"445 Anne Creek Apt. 715
West Kristin, NE 82460",0331 2897631,False,BB-105430,52.3675298435453,13.0961386130221,Dana Nguyen,105430,0331 2897630,Grundschule,,BB,27,Waldstadt-Grundschule
"72778 Chaney Ridge Apt. 321
Nicholasfurt, NC 53357",0331 2897651,False,BB-112999,52.3961033934805,13.1162217853356,Cheryl Bradley,112999,0331 2897650,Grundschule,,BB,33,Schule+am+Griebnitzsee
"24292 Rowe Courts Suite 993
Floresshire, WY 80091",0331 2897951,False,BB-105454,52.3973839115804,13.0668958677837,Walter Pratt,105454,0331 2897950,Grundschule,,BB,19,Rosa-Luxemburg-Schule
"6457 Hughes Coves
South Timothy, WV 28585",0331 2898131,False,BB-113001,52.3611221886925,13.0918905162987,Bobby Flores,113001,0331 2898130,Oberschule mit Grundschule,,BB,,Oberschule+Theodor+Fontane+mit+Primarstufe
"529 Brenda Point
Walkerside, NJ 83632",0331 2898061,False,BB-112963,52.388862117782,13.0133619871628,Tasha Rodriguez,112963,0331 2898060,Oberschule mit Grundschule,,BB,,Montessori-Oberschule+mit+Primarstufe
"PSC 0984, Box 4810
APO AA 36742",0331 2897601,False,BB-112938,52.4156289076572,13.0337021947898,Michelle Kelley,112938,0331 2897600,Grundschule,,BB,25/26,Karl-Foerster-Schule+Städtische+Grundschule+Potsdam
"0877 Rios Mountains Suite 849
North Christopherborough, KY 84570",0331 2897801,False,BB-106008,52.3613109390306,13.1318312113027,Kimberly Maynard,106008,0331 2897800,Grundschule,,BB,56,Grundschule+Im+Kirchsteigfeld
"828 Perez Passage Apt. 050
West Richard, FL 88331",0331 2894531,False,BB-106677,52.4116191054924,13.0456584490511,Laurie Wallace,106677,0331 2894530,Grundschule,,BB,,Grundschule+im+Bornstedter+Feld
"PSC 5914, Box 2667
APO AA 42933",0331 2896201,False,BB-106720,52.4224109585651,13.0027350479749,Janice Johnston,106720,0331 2896200,Grundschule,,BB,,Grundschule+Bornim
"55929 Newton Isle
Meganside, MT 19238",0331 2897721,False,BB-105363,52.3759168130711,13.1343294126403,Collin Lopez,105363,0331 2897720,Grundschule,,BB,36/45,Grundschule+Am+Pappelhain
"463 Stacey Pike
Walkertown, AL 38824",0331 2897761,False,BB-105405,52.3953137413316,13.076687335091,Mary Alvarez,105405,0331 2897760,Grundschule,,BB,37,Grundschule+am+Humboldtring
"93855 Buchanan Passage
Andrewberg, WY 09541",0331 2897441,False,BB-105326,52.3981701562651,13.0528970412677,Peter Mcdowell,105326,0331 2897440,Grundschule,,BB,8,Grundschule+Max+Dortu
"USNV Walter
FPO AP 96526",0331 2897401,False,BB-103421,52.4053499950669,12.9934939031694,Sarah Villanueva,103421,0331 2897400,Grundschule,,BB,2,Grundschule+Ludwig+Renn
"9390 Gardner Meadow
Mcdanielmouth, DE 69531",0331 2897481,False,BB-105491,52.3953767631582,13.0938964704325,Kimberly Myers,105491,0331 2897480,Grundschule,,BB,16,Grundschule+Bruno+H.+Bürgel
"151 Crosby Pines Suite 618
East Robertfurt, AZ 08039",0331 2897501,False,BB-105466,52.3663242337501,13.1338523535614,Desiree Cain,105466,0331 2897500,Grundschule,,BB,20,Grundschule+Am+Priesterweg
"2749 Delgado Island
Denisestad, NM 05301",,False,BB-106770,52.419617,13.052779,Stephanie Lawrence,106770,0331 2896250,Grundschule,,BB,,Grundschule+im+Bornstedter+Feld+-+Rote+Kaserne+Ost
"5305 Chelsea Pines Apt. 364
North Robert, RI 49361",0331 2898051,False,BB-106653,52.3904201742416,13.0993421168481,Lauren Hayes,106653,0331 2898050,Grundschule,,BB,31,Goethe-Grundschule
"643 Cooper Rest
Nicholasshire, VA 15309",0331 2897461,False,BB-105478,52.3942641343588,13.0342112661059,Whitney Stark,105478,0331 2897460,Grundschule,,BB,12,Gerhart-Hauptmann-Grundschule+Potsdam
"37583 Theresa Terrace
Rubioville, FL 96631",0331 2897561,False,BB-105533,52.4042287372062,13.0615393006178,Angela Salazar,105533,0331 2897560,Grundschule,,BB,24,Eisenhart-Schule
