col0,col1,col2,col3,col4,col5,col6
06/10/2007,Road,Race,Men,B,MR,
"Place,License",,,,,,
"1,68315,Robert,Ray,Helena,MT,,Great",Divide,,,,,
"2,59294,Blair,Fisher,Missoula,MT,,Northern",Rockies,,,,,
"3,92856,Phillip,Rotherham,Bozeman,MT,,Bozeman",Master,Velo,,,,
"4,113324,Michael,Gilpin,Bozeman,MT,,Bozeman",Master,Velo,,,,
"5,198928,John,Weston,Missoula,MT,,Five",Valley,Velo,,,,
"6,237922,Richard,Strong,Bigfork,MT,,Flathead",,,,,,
"7,219714,Ken,Campbell,Bigfork,MT,,Flathead",,,,,,
"8,236853,Maxwell,Yanof,Bozeman,MT,,Bozeman",Master,Velo,,,,
"9,16092,Howard,Hickingbotham,Missoula,MT,,Montana",Velo,,,,,
06/10/2007,Road,Race,Men,A,MR,
"Place,License",,,,,,
"1,21552,Michael,Longmire,Missoula,MT,,Northern",Rockies,,,,,
"2,37860,John,Weyhrich,Missoula,MT,,Five",Valley,Velo,,,,
"3,178367,Jeffrey,Agamenoni,Great","Falls,MT,,Echelon",,,,,
"4,63105,Richard,West,Fairfield,MT,,Echelon",,,,,,
"5,11655,John,Fiore,Missoula,MT,,Montana",Velo,,,,,
"6,261065,Steve,Zellmer,Missoula,MT,,Northern",Rockies,,,,,
"7,12922,William,Gasteyer,Bozeman,MT,,Bozeman",Masters,Velo,,,,
"8,77626,Albert,Pendergrass,Livingston,MT,,Bozeman",Masters,Velo,,,,
"9,46288,John,Juras,Great","Falls,MT,,Echelon",,,,,
"10,7926,John,Coulthard,Butte,MT,,Rimrock",United,Racing,,,,
06/10/2007,Road,Race,Men,Cat,1/2,
"Place,License",,,,,,
"1,16013,Scott,Herzig,Helena,MT,,Montana",Velo,,,,,
"2,110913,Matthew,Seeley,Polson,MT,,Five",Valley,Velo,,,,
"3,225869,Matt,Butterfield,Kalispell,MT,,Sportsmans",Ski,Haus,,,,
"4,185552,Clint,Muhlfeld,Whitefish,MT,,Sportsmans",Ski,Haus,,,,
"5,136551,Kiefer,Hahn,Missoula,MT,,Montana",Velo,,,,,
"6,209124,Brad,Morgan,Belgrade,MT,,GAS/Intrinsik",Architecture,,,,,
"7,48283,Geoffrey,Proctor,Helena,MT,,Montana",Velo,,,,,
