col0,col1,col2,col3,col4,col5,col6,col7,col8
06/21/2008,Individual,Time,Trial,Men,Pro/Cat,1/2,,
"Place,License",,,,,,,,
"1,148100,Benjamin,Memmott,Ammon,ID,00:04.0,Intermountain",Orthopaedics,Cyc,,,,,,
"DNS,26740,William","(Bill),Olson,Hailey,ID,00:00.0,Sun",Valley,Road,&,Dirt,,,
06/21/2008,Individual,Time,Trial,Men,Cat,5,,
"Place,License",,,,,,,,
"1,194004,Mark,Gammon,Boise,ID,10:49.0,George's",,,,,,,,
06/21/2008,Individual,Time,Trial,Men,Cat,4,,
"Place,License",,,,,,,,
"1,221736,Taylor,Benz,Ketchum,ID,01:23.0,Sun",Summit,Cycling,Club,,,,,
06/21/2008,Individual,Time,Trial,Men,Cat,3,,
"Place,License",,,,,,,,
"1,245634,Matt,Fethke,Boise,ID,55:18.0,SV",Road,&,Dirt,,,,,
"2,240208,Anthony,Fisher,Boise,ID,56:41.0,George's",,,,,,,,
"3,209598,Gene,Harding,Meridian",",ID,57:13.0,George's",,,,,,,
"4,193490,Maxwell,Durtschi,Sun","Valley,ID,58:46.0,Sun",Summit,Cycling,Club,,,,
"5,191497,Mitch,Gammon,Boise,ID,13:08.0,BODE",,,,,,,,
"DNS,213502,Jeff,Hale,Camas,WA,00:00.0,George's",,,,,,,,
06/21/2008,Individual,Time,Trial,Men,JR,10-12,,
"Place,License",,,,,,,,
"1,263826,Tyler,Spence,Ketchum,ID,36:26.0,Sun",Summit,,,,,,,
"2,280619,William,Long,Hailey,ID,46:41.0,",,,,,,,,
06/21/2008,Individual,Time,Trial,Men,JR,13-14,,
"Place,License",,,,,,,,
"1,246024,Jackson,Long,Boulder,CO,34:59.0,Sun",Summit,Cycling,Team,,,,,
06/21/2008,Individual,Time,Trial,Men,JR,15-16,,
"Place,License",,,,,,,,
"1,248232,Colby,Benz,Ketchum,ID,33:39.0,Sun",Summit,Cycling,Club,,,,,
06/21/2008,Individual,Time,Trial,Men,JR,17-18,,
