col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
Common-ID,34,No,Hindi,Hindi,None,Upto class x,Full-time,Yes,Government,Recognised,Located nearby,Yes,Yes,Yes(fully),ST,Yes,ST,Government,All free,All free,Yes,Government,On foot,Yes,d<1km,Government to private,Yes
Level,2,No,English,English,None,Humanities,Part time,No,Private aided,Unrecognised,Tried in government institution but could not get admission,No,No,Yes(partly),SC,No,SC,Others,Some free,Some free,No,Others,School/institution bus,No,1km <= d < 2 km,Private to government,No
Filler,3,No,Assamese,Assamese,NFEC,Science,Distance learning,Not relevant,Private unaided,Not known,"Social reasons (like children of colleagues/neighbours/relatives, etc., also attend in this School)",,,No,OBC,,OBC,,All subsidised,All subsidised,,,Public transport,,2kms <= d < 3 km,Government to government,
"Person serial no. (As in col. 1, Block 4)",2,No,Bengali,Bengali,TLC/AEC,Commerce,,,Not known,,Private coaching not required to supplement the school education/private coaching is an integral part of School education,,,,Handicapped,,Handicapped,,Some subsidised,Some subsidised,,,Bicycle,,3kms <= d < 5 km,Private to private,
"Age (as in col. 5, Block 4)",3,No,Bodo,Bodo,Other non-formal,Technical Medicine,,,,,Due to availability of specific facilities,,,,Merit,,Merit,,Some free and some subsidised,Some free and some subsidised,,,None,,d >= 5 km,No,
Age at entry in School(years),2,No,Dogri,Dogri,"Pre-primary (nursery/ kindergarten, etc.)",Technical Engineering,,,,,Medium of instruction is english,,,,Financially weak,,Financially weak,,No,No,,,None,,,,
Language mainly spoken at home,2,Yes,Gujrati,Gujrati,Primary (class I to v),Professional Agriculture,,,,,Less burden of homework,,,,Tuition fee is not charged by the institution,,None,,,,,,None,,,,
Medium of instruction,2,Yes,Jannada,Jannada,Upper primary/middle,Professional Law,,,,,Quality of education in nearby government institution is perceived to be not satisfactory,,,,None,,Others,,,,,,None,,,,
Level of current enrolment in the basic course,2,Yes,None,None,None,None,,,,,None of the above,,,,Others,,,,,,,,Others,,,,
Course currently attending,2,Yes,Kashmiri,Kashmiri,Secondary,Professional Management,,,,,,,,,,,,,,,,,,,,,
Type of course currently attending,1,Yes,Konkani,Konkani,Higher secondary,Professional Education,,,,,,,,,,,,,,,,,,,,,
Duration of the course currently attending (in months),2,No,Maithili,Maithili,Diploma /certificate course (upto secondary),Professional Chartered accountancy and similar courses,,,,,,,,,,,,,,,,,,,,,
Whether present year of study is same as previous year,1,Yes,Malayalam,Malayalam,Diploma/certificate (higher secondary),Professional IT/Computer courses,,,,,,,,,,,,,,,,,,,,,
Type of institution,1,Yes,Manipuri,Manipuri,Diploma/ certificate (graduation and above),"Professional Courses from Industrial Training Institute (ITI),recognised vocationaltraining institute, etc",,,,,,,,,,,,,,,,,,,,,
Nature of institution,1,Yes,Marathi,Marathi,Graduate,None,,,,,,,,,,,,,,,,,,,,,
Reason for attending private institution,1,Yes,Nepali,Nepali,Postgraduate and above,None,,,,,,,,,,,,,,,,,,,,,
Reason for attending private institution,1,Yes,Oriya,Oriya,,None,,,,,,,,,,,,,,,,,,,,,
For persons with disabilities whether attending/attended special School,1,Yes,Punjabi,Punjabi,,None,,,,,,,,,,,,,,,,,,,,,
Whether the student received free education,1,Yes,,,,Others,,,,,,,,,,,,,,,,,,,,,
Whether tution fee is paid/payable,1,Yes,Sanskrit,Sanskrit,,,,,,,,,,,,,,,,,,,,,,,
Reason for not able to pay full tuition fee,1,Yes,Santhali,Santhali,,,,,,,,,,,,,,,,,,,,,,,
Amount of tuition fee waived(rs.),8,No,Sindhi,Sindhi,,,,,,,,,,,,,,,,,,,,,,,
Received Scholarship/ stipend,1,Yes,Tamil,Tamil,,,,,,,,,,,,,,,,,,,,,,,
Amount received as Scholarship(rs.),8,No,Telgu,Telgu,,,,,,,,,,,,,,,,,,,,,,,
Type of Scholarship/stipend/reimbursement,1,Yes,Urdu,Urdu,,,,,,,,,,,,,,,,,,,,,,,
Agency awarding the Scholarship/stipend/reimbursement,1,Yes,None,None,,,,,,,,,,,,,,,,,,,,,,,
Whether received free/subsidised textbooks,1,Yes,None,None,,,,,,,,,,,,,,,,,,,,,,,
Whether received free/subsidised stationery,1,Yes,None,None,,,,,,,,,,,,,,,,,,,,,,,
Whether free mid-day meal provided by the institution,1,Yes,Others,Others,,,,,,,,,,,,,,,,,,,,,,,
Agency providing free mid-day meal,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Mode of transport,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Whether concession received,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Distance(d) of educational institution from place of residence,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Whether changed educational institution during last 365 days,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Whether taking/taken private coaching,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Blank,0,No,,,,,,,,,,,,,,,,,,,,,,,,,
Nss,3,No,,,,,,,,,,,,,,,,,,,,,,,,,
NSc,3,No,,,,,,,,,,,,,,,,,,,,,,,,,
Mult,10,No,,,,,,,,,,,,,,,,,,,,,,,,,
