col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14
1,2,30,946585109,72,5,78,2017-07-28 07:53:12,72,2017-07-28 07:53:12,2017-07-28 07:53:12,1,2017-07-28 07:53:12,2017-07-28 07:53:12,
2,14,3,653548180,46,2,7,2007-04-10 02:49:10,46,2007-04-10 02:49:10,2007-04-10 02:49:10,1,2007-04-10 02:49:10,2007-04-10 02:49:10,
3,6,4,928772431,49,5,27,2017-09-08 18:20:47,49,2017-09-08 18:20:47,2017-09-08 18:20:47,1,2017-09-08 18:20:47,2017-09-08 18:20:47,
4,13,5,657821435,6,45,16,2001-04-23 13:05:55,6,2001-04-23 13:05:55,2001-04-23 13:05:55,1,2001-04-23 13:05:55,2001-04-23 13:05:55,
5,29,6,451203301,59,13,63,2006-01-06 23:56:17,59,2006-01-06 23:56:17,2006-01-06 23:56:17,1,2006-01-06 23:56:17,2006-01-06 23:56:17,
6,7,7,320135349,59,3,16,2000-12-23 20:33:05,59,2000-12-23 20:33:05,2000-12-23 20:33:05,1,2000-12-23 20:33:05,2000-12-23 20:33:05,
7,72,21,213598452,13,25,72,2016-03-18 09:10:42,13,2016-03-18 09:10:42,2016-03-18 09:10:42,1,2016-03-18 09:10:42,2016-03-18 09:10:42,
8,46,22,245585533,46,44,46,2019-05-22 04:04:05,5,2019-05-22 04:04:05,2019-05-22 04:04:05,1,2019-05-22 04:04:05,2019-05-22 04:04:05,
9,49,23,375639295,49,59,49,2000-09-06 02:10:23,2,2000-09-06 02:10:23,2000-09-06 02:10:23,1,2000-09-06 02:10:23,2000-09-06 02:10:23,
10,6,24,642619912,6,34,6,2001-08-18 18:55:33,5,2001-08-18 18:55:33,2001-08-18 18:55:33,1,2001-08-18 18:55:33,2001-08-18 18:55:33,
11,59,25,21150453,59,36,59,2007-08-01 01:19:28,45,2007-08-01 01:19:28,2007-08-01 01:19:28,1,2007-08-01 01:19:28,2007-08-01 01:19:28,
12,59,26,397934776,59,43,59,2008-07-17 19:26:24,13,2008-07-17 19:26:24,2008-07-17 19:26:24,1,2008-07-17 19:26:24,2008-07-17 19:26:24,
13,13,6,288222318,13,42,13,2010-01-14 13:51:25,3,2010-01-14 13:51:25,2010-01-14 13:51:25,1,2010-01-14 13:51:25,2010-01-14 13:51:25,
14,5,7,83641154,5,5,5,2011-05-23 09:40:09,25,2011-05-23 09:40:09,2011-05-23 09:40:09,1,2011-05-23 09:40:09,2011-05-23 09:40:09,
15,2,8,87742453,2,2,2,2005-01-21 22:45:38,44,2005-01-21 22:45:38,2005-01-21 22:45:38,1,2005-01-21 22:45:38,2005-01-21 22:45:38,
16,5,9,655644501,5,5,5,2016-04-06 12:16:46,59,2016-04-06 12:16:46,2016-04-06 12:16:46,1,2016-04-06 12:16:46,2016-04-06 12:16:46,
17,45,38,570180278,45,45,45,2018-11-28 15:05:12,34,2018-11-28 15:05:12,2018-11-28 15:05:12,1,2018-11-28 15:05:12,2018-11-28 15:05:12,
18,13,39,669218455,36,13,13,2006-03-09 04:30:24,36,2006-03-09 04:30:24,2006-03-09 04:30:24,1,2006-03-09 04:30:24,2006-03-09 04:30:24,
19,3,40,615432112,43,3,3,2003-10-28 14:25:20,43,2003-10-28 14:25:20,2003-10-28 14:25:20,1,2003-10-28 14:25:20,2003-10-28 14:25:20,
20,25,41,660565975,42,25,36,2011-03-16 07:42:14,42,2011-03-16 07:42:14,2011-03-16 07:42:14,1,2011-03-16 07:42:14,2011-03-16 07:42:14,
21,44,42,125686723,14,44,43,2017-10-13 01:07:30,14,2017-10-13 01:07:30,2017-10-13 01:07:30,1,2017-10-13 01:07:30,2017-10-13 01:07:30,
