col0,col1,col2,col3,col4,col5,col6
D-2,2011-08,,La Cresta,"Isla del Fraile, Aguilas (Murcia)",37.407457,-1.548604
D-1,2011-10-21,,"""frente al centro scubasur""",Almunecar (Granada),36.733577,-3.70523
D0,2011-10-21,,"""frente al centro scubasur""",Almunecar (Granada),36.733578,-3.705231
D1,2011-10-22,11:45,Chambao de Joaquin,La Herradura (Granada),36.728883,-3.736961
D2,2011-10-22,14:04,La Piedra del Hombre,La Herradura (Granada),36.725076,-3.736712
D3,2011-10-23,13:08,La Calita,La Herradura (Granada),36.721808,-3.735178
D4,2011-10-23,14:34,La Calita,La Herradura (Granada),36.721808,-3.735178
D5,2012-04-02,12:26,La Cresta,"Isla del Fraile, Aguilas (Murcia)",37.407457,-1.548604
D6,2012-04-03,11:27,Pared Sur,"Isla del Fraile, Aguilas (Murcia)",37.407431,-1.547101
D7,2012-05,,Marina del Este,Almunecar (Granada),36.722489,-3.728296
D8,2012-06,,Marina del Este,Almunecar (Granada),36.72249,-3.728297
D9,2012-06-16,,El Hornillo,Aguilas (Murcia),37.406587,-1.559013
D10,2012-06-16,,La Cabeza del Caballo,Aguilas (Murcia),37.42452,-1.500005
D11,2012-06-16,,El Hornillo,Aguilas (Murcia),37.406587,-1.559013
D12,2012-06-17,,La Cresta,"Isla del Fraile, Aguilas (Murcia)",37.407457,-1.548604
D13,2012-06-17,,El Fontanet,Cabo de Cope (Murcia),37.42451,-1.500005
D14,2012-06-17,,La Cresta,"Isla del Fraile, Aguilas (Murcia)",37.407457,-1.548604
D15,2013-04-22,,Marina del Este,Almunecar (Granada),36.72249,-3.728297
D16,2014-04-09,,Marina del Este,Almunecar (Granada),36.72249,-3.728297
D17,2014-06-19,,El Penhon,Salobrenha (Granada),36.736497,-3.593632
D18,2014-07-28,,Exiles,Sliema (Malta),35.918614,14.498422
D19,2014-07-30,,Exiles,Sliema (Malta),35.918614,14.498422
D20,2017-08-01,,Exiles,Sliema (Malta),35.918614,14.498422
D21,2017-08-02,,Exiles,Sliema (Malta),35.918614,14.498422
D22,2017-08-04,,Exiles,Sliema (Malta),35.918614,14.498422
D23,2017-08-04,,Exiles,Sliema (Malta),35.918614,14.498422
D24,2017-08-05,,Exiles,Sliema (Malta),35.918614,14.498422
D25,2017-08-08,,Exiles,Sliema (Malta),35.918614,14.498422
D26,2017-08-08,,Exiles,Sliema (Malta),35.918614,14.498422
D27,2017-08-11,,"Tug 2, Exiles",Sliema (Malta),35.919331,14.498331
D28,2017-08-12,,"Tug 2, Exiles",Sliema (Malta),35.919331,14.498331
D29,2017-08-13,,Exiles,Sliema (Malta),35.918614,14.498422
D30,2017-08-14,,Exiles,Sliema (Malta),35.918614,14.498422
D31,2018-05-28,,A catedral,Sagres (Portugal),37.006141,-8.92733
D32,2018-05-28,,A catedral,Sagres (Portugal),37.006141,-8.92733
D33,2019-07-06,10:58,Grevelingenmeer,"Zeeland, Netherland",51.747398,3.89119
D34,2019-07-06,14:02,Grevelingenmeer,"Zeeland, Netherland",51.747398,3.89119
D35,2019-08-10,10:36,La Cueva de la Virgen,Cabo de Cope (Murcia),37.424511,-1.500004
D36,2019-08-11,12:16,El Mindanao,Cabo de Cope (Murcia),37.424511,-1.500005
D37,2019-08-15,10:23,La Cresta,"Isla del Fraile, Aguilas (Murcia)",37.407457,-1.548604
D38,2019-08-15,11:58,Pared Sur,"Isla del Fraile, Aguilas (Murcia)",37.407431,-1.547101
D39,2019-10-05,14:30,Oesterdam,"Zeeland, Netherland",51.516707,4.17167
D40,2019-10-05,15.14,Oesterdam,"Zeeland, Netherland",51.516708,4.171671
