col0,col1,col2,col3,col4,col5
8,1006,1,5/25/84,8/14/86,7 year old female; < 3 year timeframe; GASH; DEEP
7,1019,1,1/2/00,8/13/80,Unknown age male; unknown timeframe; PROP CUTS; SHALLOW
6,1034,1,1/2/00,4/17/79,Unknown age female; unknown timeframe; PROP CUTS; SUPERFICIAL
5,1045,1,3/22/92,8/13/95,Adult female; > 3 year timeframe; GASH?; DEEP
4,1118,1,2/8/90,8/15/90,13 year old female; < 9 month timeframe; PROP CUTS; SUPERFICIAL
3,1128,1,1/2/00,2/23/83,2 year old male; < a few weeks timeframe; SEVERED FLUKES; DEEP; DEAD
36,1153,1,1/2/00,8/14/88,8-year-old female; unknown timeframe; PROP CUTS; SUPERFICIAL
2,1160,1,1/26/01,1/29/01,Adult female; < 3 day timeframe; PROP CUTS; SUPERFICIAL
1,1202,1,8/5/84,8/28/87,Unknown age and sex; > 3 year timeframe; PROP CUTS; DEEP
37,1219,1,1/2/00,8/16/82,Unknown age female; unknown timeframe; PROP CUTS; SUPERFICIAL
38,1281,1,1/2/00,8/12/86,Adult female; unknown timeframe; PROP CUTS; SUPERFICIAL
39,1303,1,1/2/00,6/16/79,Unknown age female; unknown timeframe; PROP CUTS?; DEEP
56,1331,1,4/25/11,11/26/11,Adult male; < 8 month timeframe; PROP CUTS; SHALLOW
40,1401,1,1/2/00,5/28/80,Unknown age male; unknown timeframe; PROP CUT?; DEEP
41,1426,1,3/8/90,8/20/90,6-year-old female; < 6 month timeframe; PROP CUTS; SUPERFICIAL
42,1501,1,1/2/00,5/25/80,Unknown age female; unknown timeframe; GASH?; SHALLOW?
51,1504,1,9/9/85,8/7/86,1 year old female; < 2 week timeframe; PROP CUTS; DEEP; DEAD
43,1512,1,1/2/00,3/9/85,Unknown age and sex; unknown timeframe; PROP CUTS; SUPERFICIAL
44,1611,1,1/2/00,8/28/89,3-year-old female; unknown timeframe; PROP CUTS; SUPERFICIAL
30,1704,1,2/3/87,2/14/87,"Calf, female; < 11 day timeframe; PROP CUTS; SHALLOW"
31,1716,1,1/2/00,7/31/82,Unknown age male; unknown timeframe; PROP CUT; SHALLOW
9,1909,1,11/16/04,11/17/04,15 year-old female; same day timeframe; PROP CUTS; DEEP; DEAD
32,2110,1,5/25/91,9/13/92,One-year old male; < 2 year timeframe; PROP CUTS; SHALLOW
10,2143,1,1/2/00,2/11/91,Calf; female; < 3 month timeframe; PROP CUTS; DEEP
74,2145,1,4/14/17,10/7/17,26 year old female; < 1 year timeframe; SUPERFICIAL
11,2201,1,11/20/02,5/31/03,11 year-old male; < 7 month timeframe; PROP CUTS; SUPERFICIAL
66,2220,1,10/3/95,3/9/96,Unknown age male; < 6 month timeframe; DEEP; DEAD
67,2250,1,10/8/95,10/19/95,Unknown age male; < 2 week timeframe; DEEP; DEAD
33,2404,1,1/27/94,2/22/94,"Calf, unknown sex; < 1 month timeframe; PROP CUTS?; DEEP"
12,2413,1,10/3/05,1/22/07,13 year-old female; < 2 year timeframe; PROP CUTS (indents); SUPERFICIAL
13,2425,1,3/9/05,3/10/05,11 year-old female; same day timeframe; PROP CUTS; DEEP
14,2430,1,1/2/00,9/25/02,Adult female; unknown timeframe; PROP CUTS; SHALLOW
15,2440,1,12/10/94,7/24/96,2 year-old male; < 2 year timeframe; PROP CUTS; SHALLOW
55,2470,1,10/21/09,5/13/10,Adult male; < 1 year timeframe; PROP CUTS; SUPERFICIAL
72,2520,1,2/27/09,1/11/16,Adult female; > 3 year timeframe; SUPERFICIAL
34,2642,1,1/2/00,7/11/96,"Calf, female; < 1 year timeframe; PROP CUTS; SUPERFICIAL"
35,2705,1,1/28/97,1/3/98,One-year-old male; < 1 year timeframe; PRO CUTS?; DEEP
16,2753,1,8/29/04,1/27/05,8 year-old female; < 5 month timeframe; PROP CUTS; SHALLOW
70,2810,1,6/23/07,2/2/10,12 year old male; > 3 year timeframe; SUPERFICIAL
17,2820,1,9/19/99,7/7/00,Unknown age male; < 1 year timeframe; GASH; DEEP
79,3102,1,9/12/01,8/22/02,"1 year old female; < 1 year timeframe; DEEP, DEAD"
53,3140,1,5/1/10,12/18/10,9 year old male; < 7 month timeframe; GASH; DEEP
18,3301,2,5/20/05,8/24/05,2 year-old male; < 4 month timeframe; PROP CUTS; SUPERFICIAL
50,3301,1,3/14/03,8/14/03,"Calf, male; < 6 month timeframe; PROP CUTS, DEEP"
19,3317,1,1/14/03,1/26/03,Calf; female; < 2 week timeframe; PROP CUTS; SUPERFICIAL
20,3340,1,8/2/05,9/15/06,3 year-old male; < 2 year timeframe; PROP CUTS; DEEP
21,3380,1,9/12/04,6/9/05,Unknown age male; < 1 year timeframe; PROP CUTS; SHALLOW
22,3450,1,1/2/00,1/1/04,Unknown age female; unknown timeframe; SEVERED FLUKE LOBE; DEEP
23,3503,1,9/3/06,3/12/07,2 year-old female; < 7 month timeframe; PROP CUTS; DEEP?
24,3508,1,12/19/06,12/30/06,1 year-old male; < 11 days; PROP CUTS; DEEP; DEAD
25,3520,1,5/4/05,1/8/06,1 year-old female; < 1 year timeframe; PROP CUTS; SUPERFICIAL
26,3522,1,3/1/06,3/11/06,1 year-old male; < 2 week timeframe; PROP CUTS; DEEP
49,3590,3,4/18/09,4/19/09,4 year old female: same day timeframe; PROP CUTS; SHALLOW
27,3590,2,4/14/06,5/5/06,1 year-old female; < 1 month timeframe; PROP CUTS; SUPERFICIAL
28,3590,1,1/13/06,4/14/06,1 year-old female; ~ 3 month timeframe; PROP CUTS; SUPERFICIAL
80,3595,1,4/5/06,7/24/06,"1 year old female; <6 month timeframe; PROP CUTS, DEEP, DEAD"
54,3620,1,1/15/11,4/8/11,5 year old male; < 3 month timeframe; PROP CUTS; SUPERFICIAL
29,3650,1,3/19/09,9/8/09,3 year-old female; < 6 month timeframe; PROP CUTS; SUPERFICIAL
63,3692,1,2/24/13,3/7/13,Adult female; < 2 week timeframe; PROP CUTS; DEEP?
68,3701,1,3/21/12,7/22/12,5 year old male; < 6 month timeframe; SUPERFICIAL
62,3705,1,2/23/13,4/8/13,6 year old female; < 2 month timeframe; PROP CUT; SHALLOW
57,3745,1,9/21/09,12/15/09,2 year old male; < 3 month timeframe; PROP CUTS; SHALLOW
48,3803,1,9/24/08,2/15/10,"2 year old, unknown sex; < 2 year timeframe; PROP CUTS (2 sets?), SHALLOW?"
47,3853,1,1/15/11,1/20/11,"3 year old unknown sex, < 5 day timeframe, PROP CUTS, DEEP"
46,3860,1,1/23/11,4/29/11,"3 year old female, < 4 month timeframe, PROP CUTS, SUPERFICIAL"
69,3901,1,5/1/10,7/2/10,1 year old female; < 3 month timeframe; DEAD; DEEP
75,3912,1,4/17/17,4/21/18,9 year old female; < 2 year timeframe; SUPERFICIAL
45,3945,1,1/6/10,2/21/10,"1 year old male, < 2 month timeframe, PROP CUTS, SUPERFICIAL"
58,3951,1,2/17/11,1/26/12,3 year old male; < 1 year timeframe; PROP CUTS; SUPERFICIAL
59,3966,1,4/20/10,8/30/10,1 year old male; < 5 month timeframe; PROP CUTS; SUPERFICIAL
71,3999,1,5/2/15,5/6/15,6 year old female; < 1 week timeframe; DEEP
60,4023,1,10/12/10,1/16/11,1 year old male; ~ 3 month timeframe; PROP CUTS; SHALLOW
52,4091,1,8/9/11,1/26/12,"2 year old, unknown sex; <6 month timeframe; PROP CUTS; SUPERFICIAL"
64,4115,1,4/30/11,3/17/12,1 year old female; < 1 year timeframe; PROP CUTS on flipper; SHALLOW
76,4145,1,4/28/17,3/1/18,7 year old male; < 1 year timeframe; SHALLOW
