col0,col1,col2,col3
Cyclo-cross,Men,Single,speed
,,,
"Royalton,OH,,Team",Lake,Effect,
Cycling,,,
Garage,Racing,,
Garage,Racing,,
"River,OH,,WAS",Labs,Cycling,
Cyclo-cross,Men,Masters,35-44
,,,
Dayton,Bicycling,,
,,,
City,Cycling,,
,,,
Six,One,Four,
,,,
Cyclo-cross,Men,Masters,44-99
,,,
Six,One,Four,
City,Cycling,,
City,Cycling,,
"D.,Kimple,Carroll,OH,,",,,
"Twp,OH,,TEAM",DAYTON-MERRILL,LYNCH,CYCLING
Six,One,Four,
,,,
Six,One,Four,
Wheels,Racing,,
,,,
Cycling,,,
Cyclo-cross,Men,Cat,4/5
,,,
Bicycle,Store,of,Cincinnati
"Vernon,OH,,Zephyr",Wheel,Sports,
,,,
Garage,Racing,,
,,,
,,,
"City,OH,,",,,
,,,
Labs,Cycling,,
Garage,Racing,,
Brioso,-,BZ,Bicycles
Garage,Racing,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
City,Cycling,,
,,,
,,,
,,,
,,,
,,,
,,,
Hills,Racing,,
City,Cycling,,
City,Wheels,,
Bicycle,Club,,
,,,
,,,
,,,
,,,
,,,
Bicycle,Store,of,Cincinnati
Bicycle,Store,of,Cincinnati
,,,
,,,
Sky,Cycling,Club,
,,,
Bicycle,Store,of,Cincinnati
,,,
City,Wheels,,
Hills,Racing,,
,,,
,,,
Cyclo-cross,Men,Cat,3/4
,,,
,,,
"Vernon,OH,,Zephyr",Wheel,Sports,
Athens,,,
Garage,Racing,,
Fargo,Advisors,,
Athens,,,
City,Racing,,
Homes,Cycling,Team,
"Verteuil,Columbus,OH,,Team",Jeni's,,
"Arlington,OH,,Paradise",Garage,Racing,
,,,
Racing,,,
Labs,Cycling,,
Garage,Racing,,
,,,
,,,
,,,
City,Wheels,,
Hills,Racing,,
,,,
Cycling,,,
Cyclo-cross,Men,Cat,1/2/3
,,,
"Royalton,OH,,Panther/Bakehouse",,,
",OH,,Cincinnati",Velo,Club,Inc
"River,OH,,WAS",Labs,Cycling,
,,,
,,,
City,Cycling,,
Brioso,-,BZ,Bicycles
Novo,Nordisk,Juniors,
Athens,,,
Homes,Cycling,Team,
Ohio,Bicycle,Club,
City,Wheels,,
Garage,Racing,,
"Royalton,OH,,Team",Lake,Effect,
Homes,Cycling,Team,
Garage,Racing,,
Effect,Cycling,Team,
Cycling,,,
Garage,Racing,,
,,,
",VA,,Ghisallo",Cycling,Team,Inc.
,,,
Cyclo-cross,Women,Cat,3/4
,,,
DAYTON-SECRET,CYCLING,,
,,,
Six,One,Four,
"Falls,OH,,Spin/Litzler",Automation,,
Six,One,Four,
,,,
,,,
,,,
Jeni's,,,
Jeni's,,,
,,,
Bicycle,Store,of,Cincinnati
Wheels,Racing,,
Cyclo-cross,Women,Cat,1/2/3
,,,
Six,One,Four,
Clinic,Sports,Health,Women's
"Royalton,OH,,Lake",Effect,Cycling,Team
Six,One,Four,
DAYTON-SECRET,CYCLING,,
Garage,Racing,,
City,Wheels,,
Cyclo-cross,Mixed,Junior,1-17
,,,
City,Wheels,,
City,Wheels,,
City,Wheels,,
