col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0,002gqWfVal1D2DT6oA-bVQ,qnZzSC4TKen19Gz9nyKCvw,"12oz. Boneless Ribeye | Grilled to perfection with your choice of spice, sauce, and toppers.",food,Norma Fisher,"583 Wallace Ranch
Stewartbury, HI 25324",Concord,NC,19683,35.3654956,-80.7120321,3.0,145,"Comfort Food, Restaurants, Nightlife, Steakhouses, Bars, Diners, American (Traditional), Seafood","['12oz', 'boneless', 'ribeye', 'grilled', 'to', 'perfection', 'with', 'your', 'choice', 'of', 'spice', 'sauce', 'and', 'toppers']","['12oz', 'boneless', 'ribey', 'grill', 'perfect', 'choic', 'spice', 'sauc', 'topper']"
1,K_9pvEE-fJQyYExAGe0X0g,qnZzSC4TKen19Gz9nyKCvw,"Warm Chocolate Brownie | Melted caramel, chocolate sauce, Blue Bell Homemade Vanilla ice cream",food,Jorge Sullivan,"471 Erika Curve
North Megan, UT 71358",Concord,NC,14215,35.3654956,-80.7120321,3.0,145,"Comfort Food, Restaurants, Nightlife, Steakhouses, Bars, Diners, American (Traditional), Seafood","['warm', 'chocolate', 'brownie', 'melted', 'caramel', 'chocolate', 'sauce', 'blue', 'bell', 'homemade', 'vanilla', 'ice', 'cream']","['warm', 'chocol', 'browni', 'melt', 'caramel', 'chocol', 'sauc', 'blue', 'bell', 'homemad', 'vanilla', 'ice', 'cream']"
2,002GtTSYyQ4swIZyEnfF5A,9km51KaQujxsSgdaG9gYSw,"The Most Yummy Tarts: Chantilly, Guava, Salted Caramel Coffee, and Ube",food,Elizabeth Woods,"339 Riley Mission Suite 515
South Brendamouth, ID 32356",Las Vegas,NV,26449,36.1268705,-115.2421747,4.0,491,"Restaurants, Poke, Food, Seafood, Sandwiches, Hawaiian, Donuts","['the', 'most', 'yummy', 'tarts', 'chantilly', 'guava', 'salted', 'caramel', 'coffee', 'and', 'ube']","['yummi', 'tart', 'chantilli', 'guava', 'salt', 'caramel', 'coffe', 'ube']"
3,15q8Yg7PISk2F66b0xx5Lg,9km51KaQujxsSgdaG9gYSw,"Tarts! Chocolate Haupia, Ube, and Guava Lilikoi Tarts!",food,Susan Wagner,"35256 Craig Drive Apt. 098
North Davidborough, OK 16189",Las Vegas,NV,60585,36.1268705,-115.2421747,4.0,491,"Restaurants, Poke, Food, Seafood, Sandwiches, Hawaiian, Donuts","['tarts', 'chocolate', 'haupia', 'ube', 'and', 'guava', 'lilikoi', 'tarts']","['tart', 'chocol', 'haupia', 'ube', 'guava', 'lilikoi', 'tart']"
4,004a5VhdS6w9PaH0QmlX9g,NDu9ZhZkP1IxrEd-cST3rQ,Shrimp,food,Peter Montgomery,"09032 Timothy Stream Apt. 086
Port Jordanbury, SD 39961",Calgary,AB,50050,50.9785539,-114.0700747,4.0,17,"Wine Bars, Nightlife, Tapas Bars, Bars, Restaurants, Mediterranean",['shrimp'],['shrimp']
5,ugMXzMyJUPF2UeH6UIIRuQ,NDu9ZhZkP1IxrEd-cST3rQ,Great food so far!,food,Theodore Mcgrath,"87091 Gonzalez Knolls
Masseyshire, UT 88665",Calgary,AB,47902,50.9785539,-114.0700747,4.0,17,"Wine Bars, Nightlife, Tapas Bars, Bars, Restaurants, Mediterranean","['great', 'food', 'so', 'far']","['great', 'food', 'far']"
6,89nxzxAKAkv_2EIhtDvPTg,mspZuHQ8rVXpyVMqQIKw_A,"Okonomiyaki pasta,rich in a nice way",food,Stephanie Collins,"225 Wilson Mills
North Thomas, OK 67164",Markham,ON,72117,43.8155653,-79.3445679,3.5,268,"Japanese, Italian, Ethnic Food, Coffee & Tea, Restaurants, American (New), Specialty Food, Food","['okonomiyaki', 'pastarich', 'in', 'a', 'nice', 'way']","['okonomiyaki', 'pastarich', 'nice', 'way']"
7,00b_U2evhgjAdVf-Idxmeg,W-3Sy3fy85mQdd0ZNFKIiw,Double Crunch Bone-In Wings,food,Stephanie Sutton,"PSC 5642, Box 8071
APO AA 97365",Las Vegas,NV,20336,36.125264,-115.243528,2.5,123,"Restaurants, American (Traditional), Food, Nightlife, Burgers, Chicken Wings, Bars, Sports Bars, Steakhouses","['double', 'crunch', 'bonein', 'wings']","['doubl', 'crunch', 'bonein', 'wing']"
8,1oYIsG_n4ZlYXRMPqVx-zw,kQkXA0t1IBECrIZQVdFQ5Q,French Bennie,food,Brian Hamilton,"37594 Garza Roads Apt. 466
North Brookemouth, IA 29742",Brampton,ON,14230,43.7276268,-79.7963082,4.0,21,"Breakfast & Brunch, Restaurants","['french', 'bennie']","['french', 'benni']"
9,00_lq0d8EQOPkRsKpE7g9g,C6uYx1g7TxmuzjfNtxK86w,Freddy's Single California Style Burger and Italian Beef Combo,food,Susan Levy,"960 Savage Port Suite 027
West Jacquelinemouth, NM 74085",Henderson,NV,78651,36.0568211,-115.0414696,4.0,233,"Food, Ice Cream & Frozen Yogurt, Restaurants, Burgers","['freddys', 'single', 'california', 'style', 'burger', 'and', 'italian', 'beef', 'combo']","['freddi', 'singl', 'california', 'style', 'burger', 'italian', 'beef', 'combo']"
10,n-1VyCzPPY3HJdDcfq6QEg,hihud--QRriCYZw1zZvW4g,Disappointed because he didn't get his free dessert  (macaron ice cream ).,food,Sean Green,"75470 Lopez Roads
Port Jessicatown, TX 55221",Las Vegas,NV,64451,36.109315,-115.151063,4.5,3512,"Asian Fusion, Barbeque, Tapas/Small Plates, Korean, Japanese, Restaurants","['disappointed', 'because', 'he', 'didnt', 'get', 'his', 'free', 'dessert', 'macaron', 'ice', 'cream']","['disappoint', 'didnt', 'get', 'free', 'dessert', 'macaron', 'ice', 'cream']"
11,0dyNJlkCDyOzNNWUVl5ZXA,uJEot284h2qJbrWOgfAG5w,Petir Manta,food,Kimberly Smith,"08913 Charlene Flat
Joshuaburgh, NJ 52496",Toronto,ON,19952,43.7586616,-79.2888924,4.0,21,"Halal, Chinese, Restaurants, Turkish","['petir', 'manta']","['petir', 'manta']"
12,5F5vi5W4-vemoNksgrtdtw,CfxVkwEJk1NAqgqMSesLzA,Matcha cheesecake & Almond Tofu,food,Jennifer Summers,"7142 Wilson Drives
Melissaton, IL 89760",Toronto,ON,74413,43.76030341,-79.40979768,3.5,375,"Japanese, Restaurants, Tapas/Small Plates, Pubs, Tapas Bars, Nightlife, Bars","['matcha', 'cheesecake', 'almond', 'tofu']","['matcha', 'cheesecak', 'almond', 'tofu']"
13,lz5ofKYlUKfOTs6pk4UhVA,EzC51yOetmrju2DPP72iRA,Egg salad fried chicken mmm,food,April Snyder,"9097 Bowman Landing Apt. 369
Alanberg, MA 44739",Toronto,ON,53704,43.77354264,-79.41379588,3.5,244,"Ramen, Japanese, Restaurants","['egg', 'salad', 'fried', 'chicken', 'mmm']","['egg', 'salad', 'fri', 'chicken', 'mmm']"
14,iW2_lrsN-1YxiaFkuG1C3Q,KVsv8wRGnLX8QWoNZKNMQA,specialty rolls,food,Dana Nguyen,"9004 Edward Prairie
Michaelside, LA 15560",Las Vegas,NV,84172,36.10265075,-115.1689884,4.0,698,"Japanese, Restaurants, Sushi Bars","['specialty', 'rolls']","['specialti', 'roll']"
15,7gxFdh3RO3Hmkv9DVx8S6Q,5jJ09QrQyrVx7aPEdZkiCw,Arizona BBQ Company salad menu,food,Cheryl Bradley,"42814 Houston Hills
Rodriguezside, NJ 62629",Gilbert,AZ,89620,33.3225235,-111.7570877,4.5,261,"Restaurants, Barbeque, Nightlife, Bars, Tacos, Caterers, Food, Event Planning & Services, Desserts, Mexican","['arizona', 'bbq', 'company', 'salad', 'menu']","['arizona', 'bbq', 'compani', 'salad', 'menu']"
16,nz7vl8foX-hzR1QswmTbsA,czBupdPk4qbW5wlMOEOcWQ,Try our catering box lunches!,food,Walter Pratt,"71760 Rogers Spur Apt. 296
North Lindseyborough, IN 08516",Cleveland,OH,55975,41.5030443,-81.6888073,4.0,48,"Restaurants, Cafes, Wraps, Sandwiches, Salad, Pizza, Italian","['try', 'our', 'catering', 'box', 'lunches']","['tri', 'cater', 'box', 'lunch']"
