col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
1,1001,Norma Fisher,Norma Fisher,"Unit 1113 Box 3060
DPO AE 52118",539.410.2599x71876,"281 Melissa Stream Suite 821
Lake Natashabury, VA 50064",,0,0,0,0,0,1,0,0,174,57,18.8,
2,1002,Jorge Sullivan,Jorge Sullivan,"7936 Micheal Green Apt. 635
North Lynntown, NC 59694",601-692-2016x30446,"PSC 8589, Box 8643
APO AP 91393",,1,0,0,0,1,0,0,0,176,93,30.0,
3,1003,Elizabeth Woods,Elizabeth Woods,"76430 Cindy Cove
South Nicholas, FL 14230",545-938-8058,"4585 Alan Divide Suite 322
Port Tracyfort, DC 36613",,1,0,0,0,0,1,0,0,179,113,35.3,
4,1004,Susan Wagner,Susan Wagner,"Unit 7296 Box 6875
DPO AA 65859",+1-027-045-2519,"Unit 2025 Box 5318
DPO AA 19455",,1,0,0,0,0,1,0,1,180,62,19.1,
5,1005,Peter Montgomery,Peter Montgomery,"930 Thornton Summit
Lisaton, FL 34171",+1-614-918-1927,"19356 Susan Trail Suite 850
Jesseton, MT 70897",,1,0,0,0,0,0,1,0,174,72,23.8,
6,1006,Theodore Mcgrath,Theodore Mcgrath,"9471 Zachary Canyon
East Davidport, WV 59298",8351832363,"0415 Smith Springs
Jeremyburgh, MN 69154",,1,0,0,0,0,1,0,0,184,46,13.6,
7,1007,Stephanie Collins,Stephanie Collins,"75868 Audrey Springs
Lake Ronaldborough, ND 78962",+1-752-458-3375x248,"3999 Ricky Via
West Adamburgh, HI 53524",,1,0,0,0,0,0,1,1,181,93,28.4,
8,1008,Stephanie Sutton,Stephanie Sutton,"9930 Joy Hollow Suite 517
Sherriport, MT 50853",+1-015-450-1904x12438,"83787 Stuart Key
Davetown, MN 24886",,0,0,0,0,0,1,0,0,171,78,26.7,
9,1009,Brian Hamilton,Brian Hamilton,"23450 Timothy Divide
Wuland, UT 20341",+1-571-688-6119,"690 Christina Park
Toddburgh, TX 56713",,1,0,0,0,1,0,0,0,187,82,23.4,
10,1010,Susan Levy,Susan Levy,"0976 Williams Mountains Apt. 009
Lake Mario, OH 85565",524.364.0004x155,"341 Rebekah Alley Suite 212
Gregoryview, SD 55705",,1,0,0,0,0,1,0,1,180,79,24.4,
11,1011,Sean Green,Sean Green,"1097 Santos Springs Suite 264
New Michelleborough, WY 51884",+1-403-824-9066,"7149 Scott Stravenue Suite 698
South Sharonhaven, ID 55797",,1,0,0,0,0,1,0,1,189,84,23.5,
12,1012,Kimberly Smith,Kimberly Smith,"5100 Scott Burg
East Clayton, SC 66353",934-587-7165x280,"006 Stephanie Harbors Apt. 076
Andreahaven, OH 98030",,0,0,0,0,0,1,0,0,176,99,32.0,
13,1013,Jennifer Summers,Jennifer Summers,"412 Snow Manors Apt. 161
South Kimtown, NV 57004",760.314.1227,"290 Clark Meadows Apt. 312
Fullerfort, NV 91571",,1,0,0,0,0,1,0,0,180,94,29.0,
14,1014,April Snyder,April Snyder,"5415 David Square
West Michaeltown, IN 48447",5861837446,"Unit 7475 Box 8305
DPO AP 35078",,1,0,0,0,0,1,0,1,171,104,35.6,
