col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\1_welcome.png,2.570991100000356,8.130187300000216,0.0,5.456912900000134,5.556942600000184,0.0738178999999945,5.567844500000319,,,,,,,,,,,,,,,,,,,,test2,60.0,
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\2_instruction.png,8.167044400000123,8.880759600000601,0.0,0.5799106999993455,0.7115187999997943,0.0079806000003372,0.725520800000595,,,,,,,,,,,,,,,,,,,,test2,60.0,
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\3_location_demo.png,8.917262300000402,9.631045400000405,0.0,0.5795259000005899,0.7117551999999705,0.0081377000005886,0.7258364999997866,,,,,,,,,,,,,,,,,,,,test2,60.0,
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\4_orientation_demo.png,9.66925000000083,10.198520400000234,0.0,0.3934278999995513,0.52717869999924,0.0066630999999688,0.5407795999999507,,,,,,,,,,,,,,,,,,,,test2,60.0,
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\5_pas_demo.png,10.234546600000613,10.732175800000732,0.0,0.378515200000038,0.4953653000002305,0.0086459000003742,0.5093822999997428,,,,,,,,,,,,,,,,,,,,test2,60.0,
152.0,152.0,45.0,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,,,,,,,,,session,10.748127300000306,168.0,2.0,72.0,1.0,2.0,0.9420712000001004,1.075511899999583,7.0,2.539617699999326,2.623015099999975,1.0,1.2848024000004443,1.3692471000003934,,,,,test2,60.0,
-152.0,152.0,-45.0,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,,,,,,,,,session,20.010526900000517,168.0,2.0,72.0,1.0,5.0,0.8037532999996984,0.953395499999715,6.0,0.8873383000000103,1.0366982999994434,1.0,0.4361797999999908,0.502790499999719,,,,,test2,60.0,
152.0,152.0,0.0,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,,,,,,,,,session,26.69757910000044,126.0,2.0,72.0,1.0,5.0,0.9523068999997122,1.069053299999723,7.0,1.3858203999998295,1.4858146000005945,1.0,1.2547382000002472,1.3547213000001648,,,,,test2,60.0,
152.0,152.0,90.0,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,,,,,,,,,session,34.12056700000085,174.0,2.0,72.0,1.0,5.0,0.3570709999994506,0.4404707999992752,6.0,0.9000323000000208,1.033568099999684,1.0,0.9174683999999615,1.0353183000006538,,,,,test2,60.0,
152.0,152.0,-45.0,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,,,,,,,,,session,40.92615240000032,132.0,2.0,72.0,1.0,5.0,0.4033444000006057,0.5028657000002568,0.0,0.7491496000002371,0.8330986000000848,0.0,0.5656183000000965,0.6833113000002413,,,,,test2,60.0,
,,,0.0,-1.0,-1.0,0.0,0.0969100130080564,None,materials/instructions\10_staircase_start.png,46.6074105000007,48.91131600000063,0.0,2.1515635000005204,2.301752100000158,0.013973199999782,2.316307000000052,,,,,,,,,,,,,,,,,,,,test2,60.0,
,,,0.0,0.0,-1.0,0.0,0.0969100130080564,0.4,,,,,,,,,staircase,48.92592480000076,150.0,2.0,72.0,0.4,,,,7.0,2.04104709999956,2.1578242999994472,,,,0.0,,,,test2,60.0,
,,,0.0,1.0,-1.0,0.0,0.0969100130080564,0.5,,,,,,,,,staircase,54.884053900000254,174.0,2.0,72.0,0.5,,,,1.0,2.0226267999996708,2.172713599999952,,,,0.0,,,,test2,60.0,
,,,0.0,2.0,-1.0,0.0,0.0969100130080564,0.625,,,,,,,,,staircase,61.25559510000039,144.0,2.0,72.0,0.625,,,,6.0,1.0897611999998844,1.1898952000001373,,,,0.0,,,,test2,60.0,
,,,0.0,3.0,-1.0,0.0,0.0969100130080564,0.78125,,,,,,,,,staircase,66.14270540000052,180.0,2.0,72.0,0.78125,,,,0.0,1.7264831999991657,1.877204399999755,,,,0.0,,,,test2,60.0,
,,,0.0,4.0,-1.0,0.0,0.0969100130080564,0.9765625,,,,,,,,,staircase,72.33124399999997,156.0,2.0,72.0,0.9765625,,,,6.0,0.9214375999999902,1.0548390000003565,,,,0.0,,,,test2,60.0,
,,,0.0,5.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,77.3011989000006,138.0,2.0,72.0,1.0,,,,0.0,0.9888557000003856,1.1225008999999773,,,,0.0,,,,test2,60.0,
,,,0.0,6.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,82.0386896,144.0,2.0,72.0,1.0,,,,6.0,1.7630441999999675,1.8961324000001696,,,,0.0,,,,test2,60.0,
,,,0.0,7.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,87.65901450000001,180.0,2.0,72.0,1.0,,,,0.0,1.2032274999992296,1.319937100000061,,,,0.0,,,,test2,60.0,
,,,0.0,8.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,93.29672130000016,156.0,2.0,72.0,1.0,,,,6.0,1.6890512999998464,1.8390952999998265,,,,0.0,,,,test2,60.0,
,,,0.0,9.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,99.03442059999998,138.0,2.0,72.0,1.0,,,,0.0,2.3133583999997427,2.41360369999984,,,,0.0,,,,test2,60.0,
,,,0.0,10.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,105.07243540000036,150.0,2.0,72.0,1.0,,,,6.0,1.0559922000002189,1.18947290000051,,,,0.0,,,,test2,60.0,
,,,0.0,11.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,110.05955220000033,168.0,2.0,72.0,1.0,,,,7.0,0.7395037999995111,0.8733731000002081,,,,0.0,,,,test2,60.0,
,,,0.0,12.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,115.03117730000032,168.0,2.0,72.0,1.0,,,,6.0,1.374175599999944,1.4745883999994476,,,,0.0,,,,test2,60.0,
,,,0.0,13.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,120.60120780000034,144.0,2.0,72.0,1.0,,,,0.0,0.4335977000000639,0.5491035000004558,,,,0.0,,,,test2,60.0,
,,,0.0,14.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,124.85396610000043,156.0,2.0,72.0,1.0,,,,0.0,0.8369653999998263,0.919698700000481,,,,0.0,,,,test2,60.0,
,,,0.0,15.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,129.69115620000048,156.0,2.0,72.0,1.0,,,,7.0,1.541693199999827,1.6086281999996572,,,,0.0,,,,test2,60.0,
,,,0.0,16.0,-1.0,0.0,0.0969100130080564,1,,,,,,,,,staircase,135.19712380000055,174.0,2.0,72.0,1.0,,,,1.0,1.8043639000006808,1.9544713000004776,,,,1.0,,,,test2,60.0,
,,,0.0,17.0,-1.0,0.0,0.0969100130080564,0.8,,,,,,,,,staircase,141.36672760000056,156.0,2.0,72.0,0.8,,,,7.0,1.2898191999993287,1.389984800000093,,,,0.0,,,,test2,60.0,
,,,0.0,18.0,-1.0,0.0,0.0969100130080564,1.0,,,,,,,,,staircase,146.65423470000042,156.0,2.0,72.0,1.0,,,,1.0,0.6693801999999778,0.8202729000004183,,,,1.0,,,,test2,60.0,
,,,0.0,19.0,-1.0,0.0,0.0969100130080564,0.8,,,,,,,,,staircase,151.39201850000063,162.0,2.0,72.0,0.8,,,,6.0,1.6882660999999644,1.8384163999999144,,,,0.0,,,,test2,60.0,
,,,0.0,20.0,-1.0,0.0,0.0969100130080564,1.0,,,,,,,,,staircase,157.24554330000046,162.0,2.0,72.0,1.0,,,,7.0,1.4570018999993408,1.5736877999997887,,,,1.0,,,,test2,60.0,
,,,0.0,21.0,-1.0,0.0,0.0969100130080564,0.8,,,,,,,,,staircase,162.81644960000085,174.0,2.0,72.0,0.8,,,,0.0,0.905652800000098,0.9706655999998476,,,,0.0,,,,test2,60.0,
,,,0.0,22.0,-1.0,0.0,0.0969100130080564,1.0,,,,,,,,,staircase,168.0036688,180.0,2.0,72.0,1.0,,,,1.0,0.7108871999998883,0.8611905999996452,,,,1.0,,,,test2,60.0,
,,,0.0,23.0,-1.0,0.0,0.0969100130080564,0.8,,,,,,,,,staircase,173.1911052000005,162.0,2.0,72.0,0.8,,,,6.0,0.7534993999997823,0.853542899999411,,,,1.0,,,,test2,60.0,
,,,0.0,24.0,-1.0,0.0,0.0969100130080564,0.64,,,,,,,,,staircase,178.06137580000086,156.0,2.0,72.0,0.64,,,,1.0,0.7464052000004813,0.930258500000491,,,,0.0,,,,test2,60.0,
,,,0.0,25.0,-1.0,0.0,0.0969100130080564,0.8,,,,,,,,,staircase,182.89886540000043,162.0,2.0,72.0,0.8,,,,0.0,1.0513334999996005,1.2014494999993983,,,,1.0,,,,test2,60.0,
,,,0.0,26.0,-1.0,0.0,0.0969100130080564,0.64,,,,,,,,,staircase,188.1190785000008,132.0,2.0,72.0,0.64,,,,6.0,1.0742567999996029,1.1910791000000245,,,,0.0,,,,test2,60.0,
