col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
0,0.0,7,17,6,4,0.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,,
1,2.0,0,10,4,3,-1.0,,1.0,-1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0,,,,,,,,
5,2.0,0,9,3,4,-1.0,,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,,,,,,,,,
7,3.0,0,9,4,3,1.0,,-1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,,,,,,,,,
10,1.0,0,9,4,3,-1.0,,1.0,-1.0,1.0,1.0,0.0,1.0,0.0,-1.0,,,,,,,,,
11,2.0,0,9,3,1,-1.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,
13,0.0,0,9,2,3,0.0,,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,
14,1.0,0,16,10,4,-1.0,,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0
17,2.0,0,14,5,2,-1.0,,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,,0.0
19,3.0,1,12,4,6,-1.0,,-1.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,,,,,,
20,0.0,0,8,1,0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
21,,0,1,1,0,1.0,,,,,,,,,,,,,,,,,,
22,0.0,0,7,0,1,0.0,,0.0,0.0,0.0,0.0,,,0.0,-1.0,,,,,,,,,
23,1.0,0,9,5,2,-1.0,,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,1.0,,,,,,,,,
24,2.0,0,7,3,1,-1.0,,1.0,0.0,,0.0,1.0,1.0,0.0,,,,,,,,,,
25,2.0,0,9,3,1,-1.0,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,
26,0.0,0,7,0,0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,
27,2.0,0,10,5,1,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,1.0,,,,,,,,
29,1.0,0,10,4,2,-1.0,,1.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,,,,,,,,
30,1.0,0,13,6,1,-1.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,
31,0.0,0,8,2,0,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,1.0,,,,,,,,
32,2.0,0,7,3,2,-1.0,,1.0,0.0,,-1.0,1.0,,0.0,,1.0,,,,,,,,
33,,0,1,0,1,-1.0,,,,,,,,,,,,,,,,,,
34,2.0,0,10,7,2,0.0,,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
35,1.0,0,10,5,2,-1.0,,1.0,1.0,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,,,,,,,,
36,3.0,0,10,4,3,-1.0,,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,,,,,,,,
37,0.0,1,11,2,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
40,1.0,0,15,9,3,-1.0,,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,,
44,3.0,0,10,2,7,-1.0,,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,,,,,,,,
45,,0,6,4,1,1.0,,1.0,,-1.0,0.0,,,,1.0,1.0,,,,,,,,
46,1.0,0,10,2,2,-1.0,,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,,,,,,,,
47,1.0,0,10,3,1,-1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,
52,3.0,0,10,2,5,1.0,,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,,,,,,,,
53,3.0,0,10,3,4,-1.0,,-1.0,0.0,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,,,,,,,,
54,0.0,0,10,4,2,1.0,,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,,,,,,,,
56,,0,1,0,0,0.0,,,,,,,,,,,,,,,,,,
58,2.0,0,11,10,0,1.0,,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
60,1.0,0,11,7,3,-1.0,,-1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
64,1.0,1,12,4,4,-1.0,,1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,1.0,,,,,,
66,0.0,0,7,2,0,0.0,,,,0.0,,,0.0,,0.0,1.0,1.0,0.0,,,,,,
