col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
1,2021/1/1,True,1,True,,,,,20.0,4.0,User1 有酸素備考1
1,2021/1/1,True,2,True,,,,,,3.0,User1 有酸素備考2
1,2021/1/1,False,3,True,,,,,35.0,,User1 有酸素備考3
1,2021/1/1,False,4,True,,,,,15.0,2.0,
1,2021/1/1,True,47,False,25.0,20.0,1.0,20.0,,,User1 無酸素備考1
1,2021/1/1,True,48,False,,18.0,2.0,30.0,,,User1 無酸素備考2
1,2021/1/1,True,49,False,35.0,,3.0,40.0,,,User1 無酸素備考3
1,2021/1/1,True,50,False,40.0,14.0,,50.0,,,User1 無酸素備考4
1,2021/1/1,False,51,False,45.0,12.0,5.0,,,,User1 無酸素備考5
1,2021/1/1,False,52,False,50.0,10.0,6.0,70.0,,,
1,2020/10/11,True,47,False,16.0,12.0,3.0,30.0,,,
1,2020/10/23,False,47,False,16.0,12.0,4.0,30.0,,,
1,2020/11/5,False,7,True,,,,,40.0,3.0,
1,2020/11/5,True,1,True,,,,,15.0,4.0,有酸素 備考1
1,2020/12/7,True,3,True,,,,,,2.0,有酸素 備考2
1,2020/12/7,False,5,True,,,,,30.0,,有酸素 備考3
1,2021/1/3,False,6,True,,,,,20.0,5.0,
2,2020/11/7,True,25,False,25.0,15.0,5.0,30.0,,,無酸素 備考1
2,2020/11/15,True,19,False,,15.0,5.0,10.0,,,無酸素 備考2
2,2020/12/7,True,16,False,16.0,,3.0,15.0,,,無酸素 備考3
2,2020/12/7,False,22,False,36.0,10.0,,45.0,,,無酸素 備考4
2,2021/1/5,False,47,False,16.0,12.0,4.0,,,,無酸素 備考5
2,2021/1/10,False,70,False,12.0,15.0,4.0,25.0,,,
3,2020/12/27,True,8,True,,,,,30.0,3.0,
3,2021/1/5,True,16,False,16.0,10.0,3.0,,,,
3,2021/1/5,True,63,False,32.0,12.0,3.0,,,,
