col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10
Norma Fisher,1.0,"9342 Lori Bypass Suite 711
East Sandra, CO 92162",10.0,0.0,10.0,15.0,15.0,15.0,15.0,5.0
Jorge Sullivan,0.0,"PSC 8684, Box 8339
APO AA 76482",9.0,4.0,10.0,14.0,15.0,15.0,15.0,0.0
Elizabeth Woods,1.0,"515 Tom Roads Suite 330
Davebury, WY 22846",9.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Susan Wagner,0.0,"23098 Anthony Roads
New Maria, MO 12498",10.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Peter Montgomery,0.0,"90321 Clark Union
Lake Andrewchester, CT 34569",6.0,0.0,9.0,15.0,15.0,15.0,15.0,5.0
Theodore Mcgrath,1.0,"456 Bruce Mountain
New Craigfurt, KS 47497",10.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Stephanie Collins,1.0,"PSC 7923, Box 0225
APO AP 33359",9.0,3.0,10.0,14.0,15.0,15.0,15.0,0.0
Stephanie Sutton,1.0,"207 Mccullough Well Suite 564
New Hannah, WA 10865",10.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Brian Hamilton,1.0,"423 Bell Heights
Brittanyberg, ME 51359",10.0,2.0,10.0,15.0,15.0,15.0,15.0,5.0
Susan Levy,1.0,"93523 Dana Lane
Johnsonshire, WI 87296",10.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Sean Green,0.0,"1427 Odonnell Rapids
North Troyport, NH 07035",10.0,4.0,10.0,15.0,15.0,15.0,15.0,5.0
Kimberly Smith,0.0,"81206 Stewart Forest Apt. 089
East Davidborough, ME 37198",10.0,0.0,10.0,10.0,15.0,15.0,15.0,0.0
Jennifer Summers,1.0,"76104 Marsh Crescent
Dennishaven, SD 85034",10.0,2.0,10.0,15.0,15.0,15.0,15.0,5.0
April Snyder,0.0,"0003 Grant Lakes
Port Karafort, SD 60619",10.0,3.0,8.0,12.0,15.0,15.0,15.0,0.0
Dana Nguyen,1.0,"236 Smith Drive Suite 555
West Kimberlyton, KY 21978",10.0,2.0,10.0,15.0,15.0,15.0,15.0,5.0
Cheryl Bradley,1.0,"6824 Timothy Garden Apt. 428
West Richardmouth, MT 14742",9.0,1.0,8.0,12.0,15.0,12.0,15.0,0.0
Walter Pratt,1.0,"5517 Holly Meadow Apt. 452
Lake Anne, SC 11894",10.0,3.0,10.0,15.0,15.0,15.0,15.0,5.0
Bobby Flores,1.0,"30601 Hawkins Highway
Morashire, TX 28976",9.0,3.0,9.0,15.0,15.0,15.0,15.0,5.0
Tasha Rodriguez,1.0,"49263 Wilson View Apt. 873
South Raymondborough, AZ 28798",10.0,3.0,10.0,15.0,15.0,15.0,15.0,5.0
Michelle Kelley,1.0,"76582 Vanessa Oval
New Richard, NE 68819",6.0,0.0,10.0,7.0,15.0,14.0,15.0,0.0
Kimberly Maynard,1.0,"7389 Alec Squares Suite 508
Port Jonathan, FL 50177",10.0,5.0,10.0,13.0,15.0,15.0,15.0,0.0
Laurie Wallace,0.0,"18013 Billy Bridge Suite 522
Schmitthaven, NC 66355",10.0,3.0,10.0,14.0,15.0,15.0,15.0,0.0
