col0,col1,col2,col3
1,1,Добрый день!,2021-03-01 14:12:12
1,1,Не получается с вами связаться,2021-03-02 15:12:12
1,1,Когда приступите к выполнению заказа?,2021-03-05 01:12:12
1,1,Нужно уточнить детали. перезвоните,2021-03-07 21:12:12
2,1,Жду вас в 19.00,2021-03-07 22:12:12
2,1,Приходите вовремя,2021-03-02 00:12:12
2,1,Не опаздывайте,2021-03-09 01:12:12
2,1,Не звоните больше,2021-03-01 01:12:12
3,2,Вы плохой исполнитель,2021-03-02 14:12:12
3,2,Я напишу о вас гневный отзыв,2021-03-01 02:12:12
3,2,Нет. передумал,2021-03-01 09:12:12
3,2,Не напишу,2021-03-01 13:12:12
4,2,До свидания,2021-03-06 08:12:12
4,2,Всех благ,2021-03-02 23:12:12
4,2,И вам того же,2021-03-05 00:12:12
4,2,Спасибо,2021-03-05 10:12:12
